,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
209030,99WZLF,Middenasaanhangwagen,HAPERT,04/08/2021 12:00:00 AM,2021-04-08
209031,99WZLG,Middenasaanhangwagen,MARLIN,03/29/2021 12:00:00 AM,2021-03-29
209032,99WZLH,Middenasaanhangwagen,IFOR WILLIAMS,11/10/2021 12:00:00 AM,2021-11-10
209033,99WZLJ,Middenasaanhangwagen,KNAUS,04/01/2021 12:00:00 AM,2021-04-01
209034,99WZLK,Middenasaanhangwagen,HAPERT,04/09/2021 12:00:00 AM,2021-04-09
209035,99WZLL,Middenasaanhangwagen,LE GRAND FOODTRAILERS,04/09/2021 12:00:00 AM,2021-04-09
209036,99WZLN,Middenasaanhangwagen,ERIBA,04/09/2021 12:00:00 AM,2021-04-09
209037,99WZLR,Middenasaanhangwagen,EDUARD,04/15/2021 12:00:00 AM,2021-04-15
209038,99WZLS,Middenasaanhangwagen,ERIBA,05/11/2021 12:00:00 AM,2021-05-11
209039,99WZLT,Middenasaanhangwagen,TA-NO,03/25/2021 12:00:00 AM,2021-03-25
209040,99WZLV,Middenasaanhangwagen,HAPERT,07/19/2021 12:00:00 AM,2021-07-19
209041,99WZLX,Middenasaanhangwagen,IFOR WILLIAMS,04/20/2021 12:00:00 AM,2021-04-20
209042,99WZLZ,Middenasaanhangwagen,HOBBY,04/10/2021 12:00:00 AM,2021-04-10
209043,99WZNB,Middenasaanhangwagen,SARIS,07/09/2021 12:00:00 AM,2021-07-09
209044,99WZND,Middenasaanhangwagen,ERIBA,04/21/2021 12:00:00 AM,2021-04-21
209045,99WZNF,Middenasaanhangwagen,FENDT CARAVAN,04/17/2021 12:00:00 AM,2021-04-17
209046,99WZNG,Middenasaanhangwagen,BRIAN JAMES TRAILERS,04/08/2021 12:00:00 AM,2021-04-08
209047,99WZNH,Middenasaanhangwagen,EDUARD,04/20/2021 12:00:00 AM,2021-04-20
209048,99WZNJ,Middenasaanhangwagen,HAPERT,04/22/2021 12:00:00 AM,2021-04-22
209049,99WZNK,Middenasaanhangwagen,ANSSEMS,04/17/2021 12:00:00 AM,2021-04-17
209050,99WZNL,Middenasaanhangwagen,KNAUS,04/15/2021 12:00:00 AM,2021-04-15
209051,99WZNN,Middenasaanhangwagen,ANSSEMS,04/20/2021 12:00:00 AM,2021-04-20
209052,99WZNP,Middenasaanhangwagen,DETHLEFFS,04/29/2021 12:00:00 AM,2021-04-29
209053,99WZNR,Middenasaanhangwagen,HAPERT,04/19/2021 12:00:00 AM,2021-04-19
209054,99WZNS,Middenasaanhangwagen,SARIS,06/19/2021 12:00:00 AM,2021-06-19
209055,99WZNT,Middenasaanhangwagen,NIJENKAMP,04/22/2021 12:00:00 AM,2021-04-22
209056,99WZNV,Middenasaanhangwagen,ADRIA,04/17/2021 12:00:00 AM,2021-04-17
209057,99WZNX,Middenasaanhangwagen,LMC,04/21/2021 12:00:00 AM,2021-04-21
209058,99WZNZ,Middenasaanhangwagen,HOBBY,05/01/2021 12:00:00 AM,2021-05-01
209059,99WZPB,Middenasaanhangwagen,VLEMMIX,04/16/2021 12:00:00 AM,2021-04-16
209060,99WZPD,Middenasaanhangwagen,HOBBY,04/29/2021 12:00:00 AM,2021-04-29
209061,99WZPF,Middenasaanhangwagen,HOBBY,07/05/2021 12:00:00 AM,2021-07-05
209062,99WZPG,Middenasaanhangwagen,HENRA,04/23/2021 12:00:00 AM,2021-04-23
209063,99WZPH,Middenasaanhangwagen,ADRIA,04/22/2021 12:00:00 AM,2021-04-22
209064,99WZPK,Middenasaanhangwagen,BUERSTNER,04/29/2021 12:00:00 AM,2021-04-29
209065,99WZPL,Middenasaanhangwagen,TABBERT,04/29/2021 12:00:00 AM,2021-04-29
209067,99WZPP,Middenasaanhangwagen,HAPERT,05/11/2021 12:00:00 AM,2021-05-11
209068,99WZPR,Middenasaanhangwagen,HUMBAUR,05/04/2021 12:00:00 AM,2021-05-04
209069,99WZPS,Middenasaanhangwagen,ADRIA,05/01/2021 12:00:00 AM,2021-05-01
209070,99WZPT,Middenasaanhangwagen,FENDT CARAVAN,05/01/2021 12:00:00 AM,2021-05-01
209071,99WZPV,Middenasaanhangwagen,HENRA,05/12/2021 12:00:00 AM,2021-05-12
209072,99WZPX,Middenasaanhangwagen,PROLINE,05/03/2021 12:00:00 AM,2021-05-03
209073,99WZPZ,Middenasaanhangwagen,HOBBY,06/04/2021 12:00:00 AM,2021-06-04
209074,99WZRB,Middenasaanhangwagen,CARAVELAIR,05/07/2021 12:00:00 AM,2021-05-07
209075,99WZRD,Middenasaanhangwagen,WEINSBERG,06/07/2021 12:00:00 AM,2021-06-07
209076,99WZRF,Middenasaanhangwagen,KIP,05/12/2021 12:00:00 AM,2021-05-12
209077,99WZRG,Middenasaanhangwagen,HOTRA,05/11/2021 12:00:00 AM,2021-05-11
209078,99WZRH,Middenasaanhangwagen,EDUARD,06/10/2021 12:00:00 AM,2021-06-10
209079,99WZRJ,Middenasaanhangwagen,EBO VAN WEEL,05/06/2021 12:00:00 AM,2021-05-06
209080,99WZRK,Middenasaanhangwagen,BUERSTNER,05/10/2021 12:00:00 AM,2021-05-10
209081,99WZRL,Middenasaanhangwagen,ANSSEMS,07/16/2021 12:00:00 AM,2021-07-16
209083,99WZRP,Middenasaanhangwagen,ADRIA,05/14/2021 12:00:00 AM,2021-05-14
209085,99WZRS,Middenasaanhangwagen,FENDT CARAVAN,05/12/2021 12:00:00 AM,2021-05-12
209086,99WZRT,Middenasaanhangwagen,HULCO,06/08/2021 12:00:00 AM,2021-06-08
209088,99WZRX,Middenasaanhangwagen,TTH,05/18/2021 12:00:00 AM,2021-05-18
209090,99WZSB,Middenasaanhangwagen,MULLER-MITTELTAL,05/11/2021 12:00:00 AM,2021-05-11
209091,99WZSF,Middenasaanhangwagen,SARIS,06/01/2021 12:00:00 AM,2021-06-01
209092,99WZSG,Middenasaanhangwagen,CHEVAL LIBERTE,06/18/2021 12:00:00 AM,2021-06-18
209093,99WZSH,Middenasaanhangwagen,FENDT CARAVAN,05/20/2021 12:00:00 AM,2021-05-20
209094,99WZSJ,Middenasaanhangwagen,EDUARD,05/19/2021 12:00:00 AM,2021-05-19
209095,99WZSK,Middenasaanhangwagen,ANSSEMS,05/21/2021 12:00:00 AM,2021-05-21
209096,99WZSL,Middenasaanhangwagen,ANSSEMS,05/26/2021 12:00:00 AM,2021-05-26
209097,99WZSN,Middenasaanhangwagen,IFOR WILLIAMS,06/16/2021 12:00:00 AM,2021-06-16
209098,99WZSP,Middenasaanhangwagen,HULCO,06/01/2021 12:00:00 AM,2021-06-01
209099,99WZSR,Middenasaanhangwagen,HOBBY,06/08/2021 12:00:00 AM,2021-06-08
209100,99WZST,Middenasaanhangwagen,ERIBA,05/26/2021 12:00:00 AM,2021-05-26
209101,99WZSV,Middenasaanhangwagen,HULCO,06/14/2021 12:00:00 AM,2021-06-14
209103,99WZSZ,Middenasaanhangwagen,ADRIA,05/21/2021 12:00:00 AM,2021-05-21
209104,99WZTB,Middenasaanhangwagen,NIEWIADOW,05/29/2021 12:00:00 AM,2021-05-29
209107,99WZTG,Middenasaanhangwagen,HUMBAUR,08/27/2021 12:00:00 AM,2021-08-27
209109,99WZTJ,Middenasaanhangwagen,HOBBY,06/04/2021 12:00:00 AM,2021-06-04
209110,99WZTK,Middenasaanhangwagen,TRIME,05/31/2021 12:00:00 AM,2021-05-31
209111,99WZTL,Middenasaanhangwagen,FENDT CARAVAN,06/03/2021 12:00:00 AM,2021-06-03
209114,99WZTR,Middenasaanhangwagen,PROLINE,05/31/2021 12:00:00 AM,2021-05-31
209115,99WZTS,Middenasaanhangwagen,VANCLAES,06/01/2021 12:00:00 AM,2021-06-01
209117,99WZTV,Middenasaanhangwagen,CARAVELAIR,06/09/2021 12:00:00 AM,2021-06-09
209118,99WZTX,Middenasaanhangwagen,HULCO,07/02/2021 12:00:00 AM,2021-07-02
209119,99WZTZ,Middenasaanhangwagen,HOBBY,06/25/2021 12:00:00 AM,2021-06-25
209120,99WZVB,Middenasaanhangwagen,HENRA,06/04/2021 12:00:00 AM,2021-06-04
209121,99WZVD,Middenasaanhangwagen,HAPERT,06/14/2021 12:00:00 AM,2021-06-14
209122,99WZVF,Middenasaanhangwagen,SARIS,06/23/2021 12:00:00 AM,2021-06-23
209123,99WZVG,Middenasaanhangwagen,HULCO,06/08/2021 12:00:00 AM,2021-06-08
209124,99WZVH,Autonome aanhangwagen,DRACO,06/04/2021 12:00:00 AM,2021-06-04
209126,99WZVK,Middenasaanhangwagen,ERIBA,06/17/2021 12:00:00 AM,2021-06-17
209127,99WZVL,Middenasaanhangwagen,HOBBY,06/25/2021 12:00:00 AM,2021-06-25
209128,99WZVN,Middenasaanhangwagen,FENDT CARAVAN,06/25/2021 12:00:00 AM,2021-06-25
209129,99WZVP,Middenasaanhangwagen,HOBBY,07/01/2021 12:00:00 AM,2021-07-01
209130,99WZVR,Middenasaanhangwagen,HENRA,06/16/2021 12:00:00 AM,2021-06-16
209131,99WZVS,Middenasaanhangwagen,ADRIA,06/16/2021 12:00:00 AM,2021-06-16
209132,99WZVT,Middenasaanhangwagen,HULCO,06/19/2021 12:00:00 AM,2021-06-19
209133,99WZVV,Middenasaanhangwagen,ANSSEMS,07/21/2021 12:00:00 AM,2021-07-21
209136,99WZXB,Middenasaanhangwagen,NIFTYLIFT LIMITED,06/25/2021 12:00:00 AM,2021-06-25
209137,99WZXD,Middenasaanhangwagen,HOBBY,06/18/2021 12:00:00 AM,2021-06-18
209138,99WZXF,Middenasaanhangwagen,BRIAN JAMES TRAILERS,07/06/2021 12:00:00 AM,2021-07-06
209139,99WZXG,Middenasaanhangwagen,SARIS,07/12/2021 12:00:00 AM,2021-07-12
209140,99WZXH,Middenasaanhangwagen,KNAUS,06/22/2021 12:00:00 AM,2021-06-22
209141,99WZXJ,Middenasaanhangwagen,DETHLEFFS,06/21/2021 12:00:00 AM,2021-06-21
209142,99WZXK,Middenasaanhangwagen,ANSSEMS,07/05/2021 12:00:00 AM,2021-07-05
209143,99WZXL,Middenasaanhangwagen,PROLINE,07/13/2021 12:00:00 AM,2021-07-13
209146,99WZXS,Middenasaanhangwagen,BRIAN JAMES TRAILERS,07/08/2021 12:00:00 AM,2021-07-08
209147,99WZXV,Middenasaanhangwagen,HMS,06/23/2021 12:00:00 AM,2021-06-23
209148,99WZXX,Middenasaanhangwagen,HOBBY,07/09/2021 12:00:00 AM,2021-07-09
209149,99WZXZ,Middenasaanhangwagen,BLUE LINE TRAILERS,10/20/2021 12:00:00 AM,2021-10-20
209150,99WZZB,Middenasaanhangwagen,ESVE,06/25/2021 12:00:00 AM,2021-06-25
209151,99WZZD,Middenasaanhangwagen,DETHLEFFS,07/07/2021 12:00:00 AM,2021-07-07
209152,99WZZF,Middenasaanhangwagen,BRENDERUP,06/29/2021 12:00:00 AM,2021-06-29
209153,99WZZG,Middenasaanhangwagen,HOBBY,07/15/2021 12:00:00 AM,2021-07-15
209154,99WZZH,Middenasaanhangwagen,NIJENKAMP,07/07/2021 12:00:00 AM,2021-07-07
209155,99WZZJ,Middenasaanhangwagen,EASYLINE,07/06/2021 12:00:00 AM,2021-07-06
209156,99WZZK,Middenasaanhangwagen,SARIS,08/23/2021 12:00:00 AM,2021-08-23
209158,99WZZN,Middenasaanhangwagen,ANSSEMS,12/23/2021 12:00:00 AM,2021-12-23
209159,99WZZP,Middenasaanhangwagen,BUERSTNER,07/02/2021 12:00:00 AM,2021-07-02
209160,99WZZR,Middenasaanhangwagen,ANSSEMS,07/08/2021 12:00:00 AM,2021-07-08
209161,99WZZS,Middenasaanhangwagen,HAPERT,07/06/2021 12:00:00 AM,2021-07-06
209162,99WZZT,Middenasaanhangwagen,PIJNAPPEL,09/24/2021 12:00:00 AM,2021-09-24
209163,99WZZV,Middenasaanhangwagen,WEINSBERG,07/06/2021 12:00:00 AM,2021-07-06
209164,99WZZX,Middenasaanhangwagen,HULCO,08/04/2021 12:00:00 AM,2021-08-04
209165,99WZZZ,Middenasaanhangwagen,FENDT CARAVAN,12/11/2021 12:00:00 AM,2021-12-11
73346,BH0051,Bedrijfsauto,PEUGEOT,04/29/2021 12:00:00 AM,2021-04-29
216887,D546ZZ,Bromfiets,SYM,02/25/2021 12:00:00 AM,2021-02-25
186684,DJV26X,Bromfiets,GIANT,04/10/2021 12:00:00 AM,2021-04-10
213808,DKR39N,Bromfiets,KYMCO,03/11/2021 12:00:00 AM,2021-03-11
245288,DLK56X,Bromfiets,KYMCO,03/08/2021 12:00:00 AM,2021-03-08
256756,DLX57L,Bromfiets,SYM,12/04/2021 12:00:00 AM,2021-12-04
275172,DND45H,Bromfiets,RIEJU,10/08/2021 12:00:00 AM,2021-10-08
275232,DND49H,Bromfiets,RIEJU,08/26/2021 12:00:00 AM,2021-08-26
279022,DNH06R,Bromfiets,PIAGGIO,05/19/2021 12:00:00 AM,2021-05-19
279663,DNH50V,Bromfiets,PIAGGIO,04/02/2021 12:00:00 AM,2021-04-02
285432,DNN50K,Bromfiets,SYM,09/29/2021 12:00:00 AM,2021-09-29
287030,DNP62L,Bromfiets,PIAGGIO,07/30/2021 12:00:00 AM,2021-07-30
287238,DNP76T,Bromfiets,KYMCO,03/09/2021 12:00:00 AM,2021-03-09
288124,DNR39S,Bromfiets,SYM,12/21/2021 12:00:00 AM,2021-12-21
291318,DNT76D,Bromfiets,KYMCO,09/24/2021 12:00:00 AM,2021-09-24
294005,DNX65R,Bromfiets,RIEJU,04/22/2021 12:00:00 AM,2021-04-22
294389,DNX94D,Bromfiets,KYMCO,03/09/2021 12:00:00 AM,2021-03-09
294516,DNZ01V,Bromfiets,GTS,01/20/2021 12:00:00 AM,2021-01-20
294540,DNZ03V,Bromfiets,GTS,02/23/2021 12:00:00 AM,2021-02-23
294566,DNZ05V,Bromfiets,GTS,12/29/2021 12:00:00 AM,2021-12-29
294610,DNZ09N,Bromfiets,YAMAHA,07/10/2021 12:00:00 AM,2021-07-10
295249,DNZ58X,Bromfiets,I-GOO,04/07/2021 12:00:00 AM,2021-04-07
295408,DNZ71F,Bromfiets,KYMCO,10/25/2021 12:00:00 AM,2021-10-25
295593,DNZ84T,Bromfiets,GTS,08/24/2021 12:00:00 AM,2021-08-24
295768,DNZ97X,Bromfiets,PIAGGIO,12/08/2021 12:00:00 AM,2021-12-08
5024,DPB23F,Bromfiets,CANNONDALE,01/12/2021 12:00:00 AM,2021-01-12
6303,DPD18F,Bromfiets,KYMCO,03/17/2021 12:00:00 AM,2021-03-17
6499,DPD31Z,Bromfiets,GTS,12/03/2021 12:00:00 AM,2021-12-03
6569,DPD37H,Bromfiets,NIU,07/23/2021 12:00:00 AM,2021-07-23
6600,DPD39T,Bromfiets,MONASSO,11/11/2021 12:00:00 AM,2021-11-11
7060,DPD73H,Bromfiets,NIU,09/15/2021 12:00:00 AM,2021-09-15
7147,DPD79S,Bromfiets,GTS,12/24/2021 12:00:00 AM,2021-12-24
7169,DPD81J,Bromfiets,GTS,12/23/2021 12:00:00 AM,2021-12-23
7381,DPD96T,Bromfiets,PIAGGIO,07/03/2021 12:00:00 AM,2021-07-03
7604,DPF12N,Bromfiets,SYM,05/29/2021 12:00:00 AM,2021-05-29
7692,DPF18L,Bromfiets,KYMCO,02/25/2021 12:00:00 AM,2021-02-25
8019,DPF42D,Bromfiets,PIAGGIO,12/30/2021 12:00:00 AM,2021-12-30
8038,DPF43X,Bromfiets,PEUGEOT,12/21/2021 12:00:00 AM,2021-12-21
8199,DPF55L,Bromfiets,YAMAHA,12/24/2021 12:00:00 AM,2021-12-24
8335,DPF65N,Bromfiets,SYM,05/15/2021 12:00:00 AM,2021-05-15
8435,DPF72J,Bromfiets,NIU,07/07/2021 12:00:00 AM,2021-07-07
8469,DPF74P,Bromfiets,ACCELL-NEDERLAND,03/13/2021 12:00:00 AM,2021-03-13
8473,DPF74X,Bromfiets,APRILIA,04/03/2021 12:00:00 AM,2021-04-03
8486,DPF75X,Bromfiets,APRILIA,01/16/2021 12:00:00 AM,2021-01-16
8797,DPF97Z,Bromfiets,SYM,07/09/2021 12:00:00 AM,2021-07-09
8980,DPG09L,Bromfiets,NIU,03/19/2021 12:00:00 AM,2021-03-19
9270,DPG30F,Bromfiets,TOMOS,08/03/2021 12:00:00 AM,2021-08-03
9330,DPG34L,Bromfiets,DERBI,04/10/2021 12:00:00 AM,2021-04-10
9354,DPG36D,Bromfiets,TOMOS,03/08/2021 12:00:00 AM,2021-03-08
9355,DPG36F,Bromfiets,TOMOS,12/21/2021 12:00:00 AM,2021-12-21
9424,DPG41H,Bromfiets,PIAGGIO,03/26/2021 12:00:00 AM,2021-03-26
9568,DPG51J,Bromfiets,KYMCO,01/21/2021 12:00:00 AM,2021-01-21
9610,DPG54H,Bromfiets,PIAGGIO,03/04/2021 12:00:00 AM,2021-03-04
9746,DPG63P,Bromfiets,YAMAHA,11/27/2021 12:00:00 AM,2021-11-27
10171,DPG91R,Bromfiets,PEUGEOT,12/17/2021 12:00:00 AM,2021-12-17
10354,DPH03L,Bromfiets,NIU,01/15/2021 12:00:00 AM,2021-01-15
10367,DPH04H,Bromfiets,SYM,12/21/2021 12:00:00 AM,2021-12-21
10381,DPH05H,Bromfiets,SYM,03/18/2021 12:00:00 AM,2021-03-18
10537,DPH15V,Bromfiets,SYM,06/26/2021 12:00:00 AM,2021-06-26
10545,DPH16K,Bromfiets,BTC,03/06/2021 12:00:00 AM,2021-03-06
10585,DPH19B,Bromfiets,SYM,03/19/2021 12:00:00 AM,2021-03-19
10715,DPH27N,Bromfiets,NIU,04/15/2021 12:00:00 AM,2021-04-15
11067,DPH51J,Bromfiets,SYM,06/12/2021 12:00:00 AM,2021-06-12
11079,DPH52D,Bromfiets,NIU,03/10/2021 12:00:00 AM,2021-03-10
11083,DPH52J,Bromfiets,SYM,04/24/2021 12:00:00 AM,2021-04-24
11373,DPH71P,Bromfiets,PEUGEOT,12/30/2021 12:00:00 AM,2021-12-30
11669,DPH91R,Bromfiets,SYM,12/24/2021 12:00:00 AM,2021-12-24
11691,DPH93B,Bromfiets,BTC,12/22/2021 12:00:00 AM,2021-12-22
11856,DPJ03D,Bromfiets,SYM,10/21/2021 12:00:00 AM,2021-10-21
12485,DPJ46K,Bromfiets,GTS,12/14/2021 12:00:00 AM,2021-12-14
12531,DPJ49K,Bromfiets,GTS,08/17/2021 12:00:00 AM,2021-08-17
12952,DPJ78F,Bromfiets,SYM,01/22/2021 12:00:00 AM,2021-01-22
13084,DPJ87K,Bromfiets,NIU,04/01/2021 12:00:00 AM,2021-04-01
13420,DPK09H,Bromfiets,NIU,07/02/2021 12:00:00 AM,2021-07-02
13543,DPK17L,Bromfiets,SYM,12/30/2021 12:00:00 AM,2021-12-30
13613,DPK22K,Bromfiets,ACCELL-NEDERLAND,05/19/2021 12:00:00 AM,2021-05-19
13818,DPK36G,Bromfiets,AGM,07/16/2021 12:00:00 AM,2021-07-16
13942,DPK45G,Bromfiets,APRILIA,05/01/2021 12:00:00 AM,2021-05-01
14308,DPK70G,Bromfiets,YAMAHA,05/28/2021 12:00:00 AM,2021-05-28
14488,DPK82H,Bromfiets,SYM,03/05/2021 12:00:00 AM,2021-03-05
14605,DPK90B,Bromfiets,YAMAHA,01/05/2021 12:00:00 AM,2021-01-05
14621,DPK91G,Bromfiets,NIU,04/15/2021 12:00:00 AM,2021-04-15
14683,DPK95H,Bromfiets,DERBI,04/23/2021 12:00:00 AM,2021-04-23
15678,DPL62Z,Bromfiets,MASH,06/03/2021 12:00:00 AM,2021-06-03
15974,DPL82R,Bromfiets,BTC,02/03/2021 12:00:00 AM,2021-02-03
16144,DPL94D,Bromfiets,PEUGEOT,02/02/2021 12:00:00 AM,2021-02-02
16288,DPN02P,Bromfiets,KYMCO,12/24/2021 12:00:00 AM,2021-12-24
16390,DPN09N,Bromfiets,PIAGGIO,03/03/2021 12:00:00 AM,2021-03-03
16412,DPN11F,Bromfiets,KYMCO,06/26/2021 12:00:00 AM,2021-06-26
16461,DPN14J,Bromfiets,SYM,11/27/2021 12:00:00 AM,2021-11-27
16735,DPN32R,Bromfiets,AGM,03/27/2021 12:00:00 AM,2021-03-27
16791,DPN36R,Bromfiets,AGM,10/08/2021 12:00:00 AM,2021-10-08
17203,DPN64R,Bromfiets,AGM,03/24/2021 12:00:00 AM,2021-03-24
17308,DPN72B,Bromfiets,GAZELLE,06/04/2021 12:00:00 AM,2021-06-04
17458,DPN82B,Bromfiets,GAZELLE,04/10/2021 12:00:00 AM,2021-04-10
18003,DPP17G,Bromfiets,GAZELLE,06/09/2021 12:00:00 AM,2021-06-09
18069,DPP21P,Bromfiets,BTC,04/24/2021 12:00:00 AM,2021-04-24
18090,DPP22Z,Bromfiets,GTS,08/25/2021 12:00:00 AM,2021-08-25
18243,DPP33F,Bromfiets,SYM,12/17/2021 12:00:00 AM,2021-12-17
18404,DPP44B,Bromfiets,SYM,05/01/2021 12:00:00 AM,2021-05-01
18474,DPP48S,Bromfiets,SENZO,05/28/2021 12:00:00 AM,2021-05-28
18653,DPP60N,Bromfiets,BTC,04/15/2021 12:00:00 AM,2021-04-15
18741,DPP66J,Bromfiets,GAZELLE,04/08/2021 12:00:00 AM,2021-04-08
18824,DPP71V,Bromfiets,PEUGEOT,07/23/2021 12:00:00 AM,2021-07-23
18937,DPP79Z,Bromfiets,KYMCO,08/12/2021 12:00:00 AM,2021-08-12
18979,DPP82Z,Bromfiets,KYMCO,03/20/2021 12:00:00 AM,2021-03-20
19155,DPP95F,Bromfiets,PIAGGIO,08/06/2021 12:00:00 AM,2021-08-06
19320,DPR04G,Bromfiets,PIAGGIO,12/29/2021 12:00:00 AM,2021-12-29
19407,DPR09V,Bromfiets,PIAGGIO,06/18/2021 12:00:00 AM,2021-06-18
19454,DPR12V,Bromfiets,PIAGGIO,04/23/2021 12:00:00 AM,2021-04-23
19686,DPR28P,Bromfiets,BTC,04/03/2021 12:00:00 AM,2021-04-03
19808,DPR36P,Bromfiets,BTC,04/03/2021 12:00:00 AM,2021-04-03
19947,DPR45S,Bromfiets,NIU,08/27/2021 12:00:00 AM,2021-08-27
19986,DPR48J,Bromfiets,BTC,10/01/2021 12:00:00 AM,2021-10-01
20219,DPR64H,Bromfiets,DAB SCOOTERS,01/26/2021 12:00:00 AM,2021-01-26
20318,DPR71L,Bromfiets,PEUGEOT,08/04/2021 12:00:00 AM,2021-08-04
20377,DPR75V,Bromfiets,SYM,11/13/2021 12:00:00 AM,2021-11-13
20382,DPR76G,Bromfiets,DERBI,05/06/2021 12:00:00 AM,2021-05-06
20572,DPR88X,Bromfiets,SYM,07/09/2021 12:00:00 AM,2021-07-09
20709,DPR98G,Bromfiets,PEUGEOT,03/11/2021 12:00:00 AM,2021-03-11
20854,DPS07X,Bromfiets,PEUGEOT,12/21/2021 12:00:00 AM,2021-12-21
20855,DPS07Z,Bromfiets,KYMCO,06/11/2021 12:00:00 AM,2021-06-11
20859,DPS08J,Bromfiets,PEUGEOT,12/30/2021 12:00:00 AM,2021-12-30
20894,DPS10X,Bromfiets,PEUGEOT,04/22/2021 12:00:00 AM,2021-04-22
21001,DPS18X,Bromfiets,PEUGEOT,01/09/2021 12:00:00 AM,2021-01-09
21040,DPS21Z,Bromfiets,AGM,07/01/2021 12:00:00 AM,2021-07-01
21065,DPS23Z,Bromfiets,AGM,12/29/2021 12:00:00 AM,2021-12-29
21247,DPS37T,Bromfiets,AGM,03/08/2021 12:00:00 AM,2021-03-08
21517,DPS58T,Bromfiets,AGM,02/10/2021 12:00:00 AM,2021-02-10
21630,DPS67T,Bromfiets,AGM,07/25/2021 12:00:00 AM,2021-07-25
21725,DPS74X,Bromfiets,PEUGEOT,02/04/2021 12:00:00 AM,2021-02-04
21898,DPS88P,Bromfiets,NIU,07/16/2021 12:00:00 AM,2021-07-16
22149,DPT06J,Bromfiets,SYM,01/19/2021 12:00:00 AM,2021-01-19
22322,DPT17R,Bromfiets,DAB SCOOTERS,01/26/2021 12:00:00 AM,2021-01-26
22373,DPT21B,Bromfiets,RIEJU,05/11/2021 12:00:00 AM,2021-05-11
22512,DPT30J,Bromfiets,PIAGGIO,05/01/2021 12:00:00 AM,2021-05-01
22558,DPT33H,Bromfiets,SYM,05/12/2021 12:00:00 AM,2021-05-12
22618,DPT37J,Bromfiets,PIAGGIO,07/17/2021 12:00:00 AM,2021-07-17
22632,DPT38G,Bromfiets,SYM,05/01/2021 12:00:00 AM,2021-05-01
22849,DPT53G,Bromfiets,SYM,04/06/2021 12:00:00 AM,2021-04-06
22901,DPT56Z,Bromfiets,PEUGEOT,07/17/2021 12:00:00 AM,2021-07-17
23200,DPT77J,Bromfiets,BTC,05/18/2021 12:00:00 AM,2021-05-18
23284,DPT83D,Bromfiets,I-GOO,07/30/2021 12:00:00 AM,2021-07-30
23313,DPT85B,Bromfiets,SYM,09/07/2021 12:00:00 AM,2021-09-07
23421,DPT92K,Bromfiets,KYMCO,05/07/2021 12:00:00 AM,2021-05-07
23733,DPV11F,Bromfiets,SYM,02/27/2021 12:00:00 AM,2021-02-27
23747,DPV12B,Bromfiets,I-GOO,02/10/2021 12:00:00 AM,2021-02-10
24182,DPV40X,Bromfiets,SYM,04/07/2021 12:00:00 AM,2021-04-07
24276,DPV47J,Bromfiets,SYM,04/23/2021 12:00:00 AM,2021-04-23
24777,DPV80N,Bromfiets,YAMAHA,12/30/2021 12:00:00 AM,2021-12-30
24911,DPV89N,Bromfiets,YAMAHA,02/11/2021 12:00:00 AM,2021-02-11
24998,DPV95D,Bromfiets,SYM,12/30/2021 12:00:00 AM,2021-12-30
25262,DPX11D,Bromfiets,SYM,04/24/2021 12:00:00 AM,2021-04-24
25335,DPX16F,Bromfiets,BTC,01/23/2021 12:00:00 AM,2021-01-23
25410,DPX21H,Bromfiets,LUQI,06/02/2021 12:00:00 AM,2021-06-02
25461,DPX24T,Bromfiets,PIAGGIO,07/09/2021 12:00:00 AM,2021-07-09
25678,DPX39D,Bromfiets,MASH,07/21/2021 12:00:00 AM,2021-07-21
25983,DPX59P,Bromfiets,SYM,12/24/2021 12:00:00 AM,2021-12-24
26095,DPX66V,Bromfiets,SYM,05/20/2021 12:00:00 AM,2021-05-20
26177,DPX72N,Bromfiets,PIAGGIO,01/21/2021 12:00:00 AM,2021-01-21
26196,DPX73T,Bromfiets,RIEJU,05/08/2021 12:00:00 AM,2021-05-08
26341,DPX83B,Bromfiets,PEUGEOT,12/17/2021 12:00:00 AM,2021-12-17
26431,DPX89B,Bromfiets,PEUGEOT,12/30/2021 12:00:00 AM,2021-12-30
26488,DPX92V,Bromfiets,SYM,07/03/2021 12:00:00 AM,2021-07-03
26587,DPX99K,Bromfiets,BTC,06/02/2021 12:00:00 AM,2021-06-02
26674,DPZ04L,Bromfiets,SYM,12/30/2021 12:00:00 AM,2021-12-30
26735,DPZ08H,Bromfiets,SYM,06/28/2021 12:00:00 AM,2021-06-28
26800,DPZ12R,Bromfiets,TURBHO,06/25/2021 12:00:00 AM,2021-06-25
26831,DPZ14T,Bromfiets,SYM,06/10/2021 12:00:00 AM,2021-06-10
26908,DPZ19X,Bromfiets,MONASSO,02/12/2021 12:00:00 AM,2021-02-12
27035,DPZ28K,Bromfiets,KLEVER,02/16/2021 12:00:00 AM,2021-02-16
27079,DPZ31G,Bromfiets,SYM,12/21/2021 12:00:00 AM,2021-12-21
27310,DPZ46S,Bromfiets,SYM,09/11/2021 12:00:00 AM,2021-09-11
27357,DPZ50F,Bromfiets,SYM,03/01/2021 12:00:00 AM,2021-03-01
27488,DPZ58Z,Bromfiets,PIAGGIO,04/13/2021 12:00:00 AM,2021-04-13
27887,DPZ85F,Bromfiets,SYM,08/24/2021 12:00:00 AM,2021-08-24
