,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
131468,92WSLX,Middenasaanhangwagen,MARLIN,01/28/2021 12:00:00 AM,2021-01-28
131568,92WSXR,Middenasaanhangwagen,HAPERT,08/02/2021 12:00:00 AM,2021-08-02
131792,92WTRT,Middenasaanhangwagen,HAPERT,06/15/2021 12:00:00 AM,2021-06-15
131793,92WTRV,Middenasaanhangwagen,HENRA,05/03/2021 12:00:00 AM,2021-05-03
131825,92WTTZ,Middenasaanhangwagen,SIRIUS,02/18/2021 12:00:00 AM,2021-02-18
131845,92WTXH,Middenasaanhangwagen,ANSSEMS,04/30/2021 12:00:00 AM,2021-04-30
131950,92WVGF,Middenasaanhangwagen,IFOR WILLIAMS,01/07/2021 12:00:00 AM,2021-01-07
131997,92WVKD,Middenasaanhangwagen,HOBBY,02/25/2021 12:00:00 AM,2021-02-25
132027,92WVNB,Middenasaanhangwagen,IFOR WILLIAMS,03/01/2021 12:00:00 AM,2021-03-01
132029,92WVNF,Middenasaanhangwagen,ANSSEMS,05/06/2021 12:00:00 AM,2021-05-06
132058,92WVRB,Middenasaanhangwagen,FENDT CARAVAN,03/27/2021 12:00:00 AM,2021-03-27
132091,92WVTK,Middenasaanhangwagen,SIRIUS,07/03/2021 12:00:00 AM,2021-07-03
132267,92WXJB,Middenasaanhangwagen,SARIS,04/26/2021 12:00:00 AM,2021-04-26
132271,92WXJH,Middenasaanhangwagen,SIRIUS,11/27/2021 12:00:00 AM,2021-11-27
132272,92WXJJ,Middenasaanhangwagen,IFOR WILLIAMS,05/28/2021 12:00:00 AM,2021-05-28
132281,92WXKB,Middenasaanhangwagen,ANSSEMS,05/28/2021 12:00:00 AM,2021-05-28
132291,92WXKR,Middenasaanhangwagen,HUMBAUR,08/09/2021 12:00:00 AM,2021-08-09
132292,92WXKS,Middenasaanhangwagen,ANSSEMS,10/19/2021 12:00:00 AM,2021-10-19
132299,92WXLF,Middenasaanhangwagen,TABBERT,03/24/2021 12:00:00 AM,2021-03-24
132302,92WXLJ,Middenasaanhangwagen,WOODFORD TRAILERS,03/12/2021 12:00:00 AM,2021-03-12
132318,92WXNJ,Middenasaanhangwagen,HENRA,02/24/2021 12:00:00 AM,2021-02-24
132324,92WXNS,Middenasaanhangwagen,ANSSEMS,07/07/2021 12:00:00 AM,2021-07-07
132328,92WXPB,Middenasaanhangwagen,HUMBAUR,01/04/2021 12:00:00 AM,2021-01-04
132331,92WXPG,Middenasaanhangwagen,HULCO,02/11/2021 12:00:00 AM,2021-02-11
132343,92WXPZ,Middenasaanhangwagen,HENRA,06/12/2021 12:00:00 AM,2021-06-12
132362,92WXSG,Middenasaanhangwagen,IFOR WILLIAMS,05/20/2021 12:00:00 AM,2021-05-20
132377,92WXTG,Middenasaanhangwagen,HENRA,12/08/2021 12:00:00 AM,2021-12-08
132378,92WXTH,Middenasaanhangwagen,BUERSTNER,08/24/2021 12:00:00 AM,2021-08-24
132379,92WXTJ,Middenasaanhangwagen,ANSSEMS,01/29/2021 12:00:00 AM,2021-01-29
132387,92WXTV,Middenasaanhangwagen,FREEWHEEL,11/27/2021 12:00:00 AM,2021-11-27
132389,92WXTZ,Middenasaanhangwagen,FENDT CARAVAN,05/27/2021 12:00:00 AM,2021-05-27
132394,92WXVJ,Middenasaanhangwagen,ANSSEMS,06/10/2021 12:00:00 AM,2021-06-10
132399,92WXVR,Middenasaanhangwagen,HUMBAUR,01/05/2021 12:00:00 AM,2021-01-05
132400,92WXVS,Middenasaanhangwagen,MARTZ,05/25/2021 12:00:00 AM,2021-05-25
132405,92WXXB,Middenasaanhangwagen,FREEWHEEL,02/02/2021 12:00:00 AM,2021-02-02
132408,92WXXG,Middenasaanhangwagen,ANSSEMS,03/03/2021 12:00:00 AM,2021-03-03
132411,92WXXK,Middenasaanhangwagen,SARIS,01/29/2021 12:00:00 AM,2021-01-29
132415,92WXXR,Middenasaanhangwagen,HENRA,07/06/2021 12:00:00 AM,2021-07-06
132417,92WXXT,Middenasaanhangwagen,HENRA,05/06/2021 12:00:00 AM,2021-05-06
132422,92WXZD,Middenasaanhangwagen,HULCO,02/04/2021 12:00:00 AM,2021-02-04
132425,92WXZH,Middenasaanhangwagen,BOCKMANN,08/25/2021 12:00:00 AM,2021-08-25
132427,92WXZK,Middenasaanhangwagen,ANSSEMS,03/12/2021 12:00:00 AM,2021-03-12
132432,92WXZS,Middenasaanhangwagen,HUMBAUR,10/01/2021 12:00:00 AM,2021-10-01
132433,92WXZT,Middenasaanhangwagen,HAPERT,12/03/2021 12:00:00 AM,2021-12-03
132435,92WXZX,Middenasaanhangwagen,NIJENKAMP,01/08/2021 12:00:00 AM,2021-01-08
132436,92WXZZ,Middenasaanhangwagen,BOCKMANN,01/07/2021 12:00:00 AM,2021-01-07
132439,92WZBF,Middenasaanhangwagen,MCD,01/05/2021 12:00:00 AM,2021-01-05
132440,92WZBG,Middenasaanhangwagen,PEGA,01/20/2021 12:00:00 AM,2021-01-20
132441,92WZBH,Middenasaanhangwagen,BOCKMANN,01/05/2021 12:00:00 AM,2021-01-05
132442,92WZBJ,Middenasaanhangwagen,ANSSEMS,01/04/2021 12:00:00 AM,2021-01-04
132443,92WZBK,Middenasaanhangwagen,SARIS,04/29/2021 12:00:00 AM,2021-04-29
132445,92WZBN,Middenasaanhangwagen,HENRA,01/08/2021 12:00:00 AM,2021-01-08
132446,92WZBP,Middenasaanhangwagen,IFOR WILLIAMS,03/05/2021 12:00:00 AM,2021-03-05
132447,92WZBR,Middenasaanhangwagen,EASYLINE,01/04/2021 12:00:00 AM,2021-01-04
132448,92WZBS,Middenasaanhangwagen,KONAG,01/05/2021 12:00:00 AM,2021-01-05
132449,92WZBT,Middenasaanhangwagen,SARIS,03/12/2021 12:00:00 AM,2021-03-12
132450,92WZBV,Middenasaanhangwagen,HENRA,02/25/2021 12:00:00 AM,2021-02-25
132451,92WZBX,Middenasaanhangwagen,HAPERT,03/10/2021 12:00:00 AM,2021-03-10
132452,92WZBZ,Middenasaanhangwagen,WEIJER,03/26/2021 12:00:00 AM,2021-03-26
132453,92WZDB,Middenasaanhangwagen,HAPERT,01/14/2021 12:00:00 AM,2021-01-14
132454,92WZDD,Middenasaanhangwagen,HOBBY,05/15/2021 12:00:00 AM,2021-05-15
132455,92WZDF,Middenasaanhangwagen,SARIS,03/12/2021 12:00:00 AM,2021-03-12
132456,92WZDG,Middenasaanhangwagen,HAPERT,03/24/2021 12:00:00 AM,2021-03-24
132457,92WZDH,Middenasaanhangwagen,VLEMMIX,01/15/2021 12:00:00 AM,2021-01-15
132458,92WZDJ,Middenasaanhangwagen,FENDT CARAVAN,04/16/2021 12:00:00 AM,2021-04-16
132459,92WZDK,Middenasaanhangwagen,ANSSEMS,06/01/2021 12:00:00 AM,2021-06-01
132460,92WZDL,Middenasaanhangwagen,HENRA,01/28/2021 12:00:00 AM,2021-01-28
132461,92WZDN,Middenasaanhangwagen,NIJENKAMP,02/01/2021 12:00:00 AM,2021-02-01
132462,92WZDP,Middenasaanhangwagen,SARIS,02/25/2021 12:00:00 AM,2021-02-25
132463,92WZDR,Middenasaanhangwagen,BOCKMANN,02/24/2021 12:00:00 AM,2021-02-24
132464,92WZDS,Middenasaanhangwagen,HENRA,02/16/2021 12:00:00 AM,2021-02-16
132465,92WZDT,Middenasaanhangwagen,SIRIUS,02/22/2021 12:00:00 AM,2021-02-22
132466,92WZDV,Middenasaanhangwagen,HAPERT,03/10/2021 12:00:00 AM,2021-03-10
132468,92WZDZ,Middenasaanhangwagen,HENRA,02/10/2021 12:00:00 AM,2021-02-10
132469,92WZFB,Middenasaanhangwagen,HAPERT,01/30/2021 12:00:00 AM,2021-01-30
132470,92WZFD,Middenasaanhangwagen,H&W,01/26/2021 12:00:00 AM,2021-01-26
132471,92WZFF,Middenasaanhangwagen,PETERS,04/01/2021 12:00:00 AM,2021-04-01
132472,92WZFG,Middenasaanhangwagen,EDUARD,02/03/2021 12:00:00 AM,2021-02-03
132473,92WZFH,Middenasaanhangwagen,DETHLEFFS,02/23/2021 12:00:00 AM,2021-02-23
132474,92WZFJ,Middenasaanhangwagen,FENDT CARAVAN,03/25/2021 12:00:00 AM,2021-03-25
132475,92WZFK,Middenasaanhangwagen,WOODFORD TRAILERS,02/02/2021 12:00:00 AM,2021-02-02
132476,92WZFL,Middenasaanhangwagen,ANSSEMS,03/27/2021 12:00:00 AM,2021-03-27
132477,92WZFN,Middenasaanhangwagen,VLEMMIX,02/01/2021 12:00:00 AM,2021-02-01
132478,92WZFP,Autonome aanhangwagen,GS,02/02/2021 12:00:00 AM,2021-02-02
132479,92WZFR,Middenasaanhangwagen,SARIS,02/20/2021 12:00:00 AM,2021-02-20
132480,92WZFS,Middenasaanhangwagen,HAPERT,02/04/2021 12:00:00 AM,2021-02-04
132481,92WZFT,Middenasaanhangwagen,HENRA,02/22/2021 12:00:00 AM,2021-02-22
132482,92WZFV,Middenasaanhangwagen,HOBBY,04/06/2021 12:00:00 AM,2021-04-06
132483,92WZFX,Middenasaanhangwagen,ANSSEMS,02/11/2021 12:00:00 AM,2021-02-11
132484,92WZFZ,Middenasaanhangwagen,FENDT CARAVAN,02/10/2021 12:00:00 AM,2021-02-10
132486,92WZGD,Middenasaanhangwagen,KALF,02/11/2021 12:00:00 AM,2021-02-11
132488,92WZGG,Middenasaanhangwagen,HAPERT,05/20/2021 12:00:00 AM,2021-05-20
132489,92WZGH,Middenasaanhangwagen,EASYLINE,02/22/2021 12:00:00 AM,2021-02-22
132490,92WZGJ,Middenasaanhangwagen,HAPERT,02/18/2021 12:00:00 AM,2021-02-18
132491,92WZGK,Middenasaanhangwagen,ANSSEMS,02/19/2021 12:00:00 AM,2021-02-19
132492,92WZGL,Middenasaanhangwagen,SIRIUS,02/25/2021 12:00:00 AM,2021-02-25
132493,92WZGN,Middenasaanhangwagen,HAPERT,02/17/2021 12:00:00 AM,2021-02-17
132494,92WZGP,Middenasaanhangwagen,KNAUS,03/17/2021 12:00:00 AM,2021-03-17
132495,92WZGR,Middenasaanhangwagen,HULCO,03/20/2021 12:00:00 AM,2021-03-20
132496,92WZGS,Middenasaanhangwagen,BOCKMANN,05/18/2021 12:00:00 AM,2021-05-18
132498,92WZGV,Middenasaanhangwagen,SIRIUS,03/16/2021 12:00:00 AM,2021-03-16
132499,92WZGX,Middenasaanhangwagen,KLAAS ALU-KRANBAU GMBH,02/18/2021 12:00:00 AM,2021-02-18
132500,92WZGZ,Middenasaanhangwagen,HENRA,04/19/2021 12:00:00 AM,2021-04-19
132501,92WZHB,Middenasaanhangwagen,ANSSEMS,02/24/2021 12:00:00 AM,2021-02-24
132502,92WZHD,Middenasaanhangwagen,HULCO,03/18/2021 12:00:00 AM,2021-03-18
132503,92WZHF,Middenasaanhangwagen,ANSSEMS,03/23/2021 12:00:00 AM,2021-03-23
132504,92WZHG,Middenasaanhangwagen,HENRA,02/26/2021 12:00:00 AM,2021-02-26
132505,92WZHH,Middenasaanhangwagen,BRIAN JAMES TRAILERS,03/23/2021 12:00:00 AM,2021-03-23
132507,92WZHK,Middenasaanhangwagen,TABBERT,03/03/2021 12:00:00 AM,2021-03-03
132509,92WZHN,Middenasaanhangwagen,EDUARD,03/02/2021 12:00:00 AM,2021-03-02
132510,92WZHP,Middenasaanhangwagen,HUMBAUR,07/16/2021 12:00:00 AM,2021-07-16
132511,92WZHR,Middenasaanhangwagen,LMC,03/06/2021 12:00:00 AM,2021-03-06
132512,92WZHS,Middenasaanhangwagen,HAPERT,03/10/2021 12:00:00 AM,2021-03-10
132513,92WZHT,Middenasaanhangwagen,SARIS,03/18/2021 12:00:00 AM,2021-03-18
132514,92WZHV,Middenasaanhangwagen,ANSSEMS,06/12/2021 12:00:00 AM,2021-06-12
132516,92WZHZ,Middenasaanhangwagen,HAPERT,03/20/2021 12:00:00 AM,2021-03-20
132517,92WZJB,Middenasaanhangwagen,KALF,06/29/2021 12:00:00 AM,2021-06-29
132518,92WZJD,Middenasaanhangwagen,SWIFT GROUP LIMITED,03/09/2021 12:00:00 AM,2021-03-09
132519,92WZJF,Middenasaanhangwagen,EDUARD,03/24/2021 12:00:00 AM,2021-03-24
132520,92WZJG,Middenasaanhangwagen,HENRA,03/15/2021 12:00:00 AM,2021-03-15
132521,92WZJH,Middenasaanhangwagen,EDUARD,03/29/2021 12:00:00 AM,2021-03-29
132522,92WZJJ,Middenasaanhangwagen,HENRA,03/13/2021 12:00:00 AM,2021-03-13
132523,92WZJK,Middenasaanhangwagen,EDUARD,03/12/2021 12:00:00 AM,2021-03-12
132525,92WZJN,Middenasaanhangwagen,ANSSEMS,08/17/2021 12:00:00 AM,2021-08-17
132526,92WZJP,Middenasaanhangwagen,ANSSEMS,12/28/2021 12:00:00 AM,2021-12-28
132527,92WZJR,Middenasaanhangwagen,HULCO,03/17/2021 12:00:00 AM,2021-03-17
132528,92WZJS,Middenasaanhangwagen,SWIFT GROUP LIMITED,03/17/2021 12:00:00 AM,2021-03-17
132529,92WZJT,Middenasaanhangwagen,LANSING,03/31/2021 12:00:00 AM,2021-03-31
132530,92WZJV,Middenasaanhangwagen,PROLINE,03/15/2021 12:00:00 AM,2021-03-15
132531,92WZJX,Middenasaanhangwagen,EDUARD,04/26/2021 12:00:00 AM,2021-04-26
132532,92WZJZ,Middenasaanhangwagen,PETERS,03/25/2021 12:00:00 AM,2021-03-25
132533,92WZKB,Middenasaanhangwagen,HAPERT,03/25/2021 12:00:00 AM,2021-03-25
132534,92WZKD,Middenasaanhangwagen,HOBBY,04/09/2021 12:00:00 AM,2021-04-09
132535,92WZKF,Middenasaanhangwagen,PROLINE,03/19/2021 12:00:00 AM,2021-03-19
132536,92WZKG,Middenasaanhangwagen,HOBBY,03/26/2021 12:00:00 AM,2021-03-26
132538,92WZKK,Middenasaanhangwagen,KNAUS,04/01/2021 12:00:00 AM,2021-04-01
132539,92WZKL,Middenasaanhangwagen,HUMBAUR,06/25/2021 12:00:00 AM,2021-06-25
132540,92WZKN,Middenasaanhangwagen,FENDT CARAVAN,03/27/2021 12:00:00 AM,2021-03-27
132541,92WZKP,Middenasaanhangwagen,ADRIA,04/01/2021 12:00:00 AM,2021-04-01
132542,92WZKR,Middenasaanhangwagen,HOBBY,04/14/2021 12:00:00 AM,2021-04-14
132543,92WZKT,Middenasaanhangwagen,SARIS,06/08/2021 12:00:00 AM,2021-06-08
132544,92WZKV,Middenasaanhangwagen,HENRA,03/25/2021 12:00:00 AM,2021-03-25
132545,92WZKZ,Middenasaanhangwagen,HENRA,04/30/2021 12:00:00 AM,2021-04-30
132546,92WZLB,Middenasaanhangwagen,HAPERT,04/15/2021 12:00:00 AM,2021-04-15
132547,92WZLD,Autonome aanhangwagen,TRIAS,03/26/2021 12:00:00 AM,2021-03-26
132548,92WZLF,Middenasaanhangwagen,HAPERT,04/01/2021 12:00:00 AM,2021-04-01
132549,92WZLG,Middenasaanhangwagen,EASYLINE,03/30/2021 12:00:00 AM,2021-03-30
132550,92WZLH,Middenasaanhangwagen,ANSSEMS,04/10/2021 12:00:00 AM,2021-04-10
132551,92WZLJ,Middenasaanhangwagen,EASYLINE,04/13/2021 12:00:00 AM,2021-04-13
132552,92WZLK,Middenasaanhangwagen,HAPERT,05/10/2021 12:00:00 AM,2021-05-10
132553,92WZLL,Middenasaanhangwagen,HENRA,09/06/2021 12:00:00 AM,2021-09-06
132554,92WZLN,Middenasaanhangwagen,HULCO,06/30/2021 12:00:00 AM,2021-06-30
132555,92WZLP,Middenasaanhangwagen,EBO VAN WEEL,04/02/2021 12:00:00 AM,2021-04-02
132556,92WZLS,Middenasaanhangwagen,HULCO,04/19/2021 12:00:00 AM,2021-04-19
132557,92WZLT,Middenasaanhangwagen,WOPA,04/12/2021 12:00:00 AM,2021-04-12
132558,92WZLX,Middenasaanhangwagen,HENRA,04/07/2021 12:00:00 AM,2021-04-07
132559,92WZLZ,Middenasaanhangwagen,HOBBY,04/12/2021 12:00:00 AM,2021-04-12
132560,92WZNB,Middenasaanhangwagen,TWINTRAILER,04/21/2021 12:00:00 AM,2021-04-21
132561,92WZND,Middenasaanhangwagen,ERIBA,04/23/2021 12:00:00 AM,2021-04-23
132562,92WZNF,Middenasaanhangwagen,WEINSBERG,04/15/2021 12:00:00 AM,2021-04-15
132563,92WZNH,Middenasaanhangwagen,ADRIA,05/05/2021 12:00:00 AM,2021-05-05
132564,92WZNJ,Middenasaanhangwagen,IFOR WILLIAMS,04/16/2021 12:00:00 AM,2021-04-16
132565,92WZNK,Middenasaanhangwagen,IFOR WILLIAMS,09/16/2021 12:00:00 AM,2021-09-16
132566,92WZNL,Middenasaanhangwagen,VLEMMIX,04/12/2021 12:00:00 AM,2021-04-12
132567,92WZNN,Middenasaanhangwagen,EDUARD,04/21/2021 12:00:00 AM,2021-04-21
132568,92WZNP,Middenasaanhangwagen,BUERSTNER,05/14/2021 12:00:00 AM,2021-05-14
132569,92WZNR,Middenasaanhangwagen,HAPERT,04/22/2021 12:00:00 AM,2021-04-22
132570,92WZNS,Middenasaanhangwagen,SARIS,05/12/2021 12:00:00 AM,2021-05-12
132571,92WZNT,Middenasaanhangwagen,KIP,04/20/2021 12:00:00 AM,2021-04-20
132572,92WZNV,Middenasaanhangwagen,ADRIA,04/17/2021 12:00:00 AM,2021-04-17
132573,92WZNX,Middenasaanhangwagen,SUN WAY,04/19/2021 12:00:00 AM,2021-04-19
132574,92WZNZ,Middenasaanhangwagen,KNAUS,04/21/2021 12:00:00 AM,2021-04-21
132576,92WZPD,Middenasaanhangwagen,ANSSEMS,04/20/2021 12:00:00 AM,2021-04-20
132577,92WZPF,Middenasaanhangwagen,HULCO,05/12/2021 12:00:00 AM,2021-05-12
132578,92WZPG,Middenasaanhangwagen,IFOR WILLIAMS,04/23/2021 12:00:00 AM,2021-04-23
132579,92WZPH,Middenasaanhangwagen,ADRIA,05/01/2021 12:00:00 AM,2021-05-01
132580,92WZPJ,Middenasaanhangwagen,EDUARD,08/25/2021 12:00:00 AM,2021-08-25
132581,92WZPK,Middenasaanhangwagen,EDUARD,07/20/2021 12:00:00 AM,2021-07-20
132582,92WZPL,Middenasaanhangwagen,HOBBY,04/30/2021 12:00:00 AM,2021-04-30
132583,92WZPN,Middenasaanhangwagen,REDWOOD GLOBAL LTD,04/30/2021 12:00:00 AM,2021-04-30
132584,92WZPP,Middenasaanhangwagen,HAPERT,05/07/2021 12:00:00 AM,2021-05-07
132585,92WZPR,Middenasaanhangwagen,HUMBAUR,06/26/2021 12:00:00 AM,2021-06-26
132586,92WZPS,Middenasaanhangwagen,CARAVELAIR,04/29/2021 12:00:00 AM,2021-04-29
132587,92WZPT,Middenasaanhangwagen,HOBBY,05/20/2021 12:00:00 AM,2021-05-20
132588,92WZPV,Middenasaanhangwagen,PEGA,06/15/2021 12:00:00 AM,2021-06-15
132589,92WZPZ,Middenasaanhangwagen,SARIS,08/30/2021 12:00:00 AM,2021-08-30
132590,92WZRB,Middenasaanhangwagen,BRIAN JAMES TRAILERS,05/22/2021 12:00:00 AM,2021-05-22
132591,92WZRD,Middenasaanhangwagen,WEINSBERG,05/10/2021 12:00:00 AM,2021-05-10
132592,92WZRF,Middenasaanhangwagen,BRIAN JAMES TRAILERS,04/30/2021 12:00:00 AM,2021-04-30
132593,92WZRG,Autonome aanhangwagen,R.A.F.,04/30/2021 12:00:00 AM,2021-04-30
132594,92WZRH,Middenasaanhangwagen,CARAVELAIR,05/07/2021 12:00:00 AM,2021-05-07
132595,92WZRJ,Middenasaanhangwagen,HULCO,06/29/2021 12:00:00 AM,2021-06-29
132596,92WZRK,Middenasaanhangwagen,PEGA,06/14/2021 12:00:00 AM,2021-06-14
132597,92WZRL,Middenasaanhangwagen,EASYLINE,05/05/2021 12:00:00 AM,2021-05-05
132598,92WZRN,Middenasaanhangwagen,HAPERT,06/16/2021 12:00:00 AM,2021-06-16
132599,92WZRP,Middenasaanhangwagen,VLEMMIX,05/05/2021 12:00:00 AM,2021-05-05
132600,92WZRR,Middenasaanhangwagen,ANSSEMS,07/23/2021 12:00:00 AM,2021-07-23
132601,92WZRS,Middenasaanhangwagen,FENDT CARAVAN,05/15/2021 12:00:00 AM,2021-05-15
132603,92WZRV,Middenasaanhangwagen,HUMBAUR,06/25/2021 12:00:00 AM,2021-06-25
132606,92WZSB,Middenasaanhangwagen,BOCKER,05/11/2021 12:00:00 AM,2021-05-11
132607,92WZSF,Middenasaanhangwagen,HAPERT,06/25/2021 12:00:00 AM,2021-06-25
132608,92WZSG,Middenasaanhangwagen,KIP,05/19/2021 12:00:00 AM,2021-05-19
132609,92WZSH,Middenasaanhangwagen,FENDT CARAVAN,05/14/2021 12:00:00 AM,2021-05-14
132610,92WZSJ,Middenasaanhangwagen,EDUARD,05/18/2021 12:00:00 AM,2021-05-18
132611,92WZSK,Middenasaanhangwagen,ANSSEMS,07/02/2021 12:00:00 AM,2021-07-02
132612,92WZSL,Middenasaanhangwagen,ANSSEMS,08/30/2021 12:00:00 AM,2021-08-30
132613,92WZSN,Middenasaanhangwagen,CARAVELAIR,05/28/2021 12:00:00 AM,2021-05-28
132614,92WZSP,Middenasaanhangwagen,HULCO,05/28/2021 12:00:00 AM,2021-05-28
132615,92WZSR,Middenasaanhangwagen,HAPERT,05/20/2021 12:00:00 AM,2021-05-20
132616,92WZST,Middenasaanhangwagen,PEGA,05/21/2021 12:00:00 AM,2021-05-21
132618,92WZSX,Autonome aanhangwagen,H&W,05/20/2021 12:00:00 AM,2021-05-20
132619,92WZSZ,Middenasaanhangwagen,BOCKMANN,07/06/2021 12:00:00 AM,2021-07-06
132620,92WZTB,Middenasaanhangwagen,FREEWHEEL,05/27/2021 12:00:00 AM,2021-05-27
132621,92WZTD,Middenasaanhangwagen,VLEMMIX,05/25/2021 12:00:00 AM,2021-05-25
132622,92WZTF,Middenasaanhangwagen,SARIS,12/15/2021 12:00:00 AM,2021-12-15
132623,92WZTG,Middenasaanhangwagen,PROLINE,05/31/2021 12:00:00 AM,2021-05-31
132624,92WZTH,Middenasaanhangwagen,KNAUS,07/09/2021 12:00:00 AM,2021-07-09
132625,92WZTJ,Middenasaanhangwagen,HOBBY,06/18/2021 12:00:00 AM,2021-06-18
132626,92WZTK,Middenasaanhangwagen,TRIME,05/31/2021 12:00:00 AM,2021-05-31
132627,92WZTL,Middenasaanhangwagen,HOBBY,06/11/2021 12:00:00 AM,2021-06-11
132628,92WZTN,Middenasaanhangwagen,HULCO,06/03/2021 12:00:00 AM,2021-06-03
132629,92WZTP,Middenasaanhangwagen,HAPERT,10/13/2021 12:00:00 AM,2021-10-13
132630,92WZTR,Middenasaanhangwagen,IFOR WILLIAMS,06/04/2021 12:00:00 AM,2021-06-04
132631,92WZTS,Middenasaanhangwagen,SWIFT GROUP LIMITED,06/04/2021 12:00:00 AM,2021-06-04
132632,92WZTT,Middenasaanhangwagen,TABBERT,07/02/2021 12:00:00 AM,2021-07-02
132633,92WZTV,Middenasaanhangwagen,HPL,07/14/2021 12:00:00 AM,2021-07-14
132634,92WZTX,Middenasaanhangwagen,NIEWIADOW,06/12/2021 12:00:00 AM,2021-06-12
132636,92WZVB,Middenasaanhangwagen,SCHMITZ CARGOBULL GOTHA,06/16/2021 12:00:00 AM,2021-06-16
132637,92WZVD,Middenasaanhangwagen,HAPERT,06/30/2021 12:00:00 AM,2021-06-30
132638,92WZVF,Middenasaanhangwagen,SARIS,07/02/2021 12:00:00 AM,2021-07-02
132639,92WZVG,Middenasaanhangwagen,HULCO,10/05/2021 12:00:00 AM,2021-10-05
132640,92WZVH,Middenasaanhangwagen,KRONE,06/04/2021 12:00:00 AM,2021-06-04
132641,92WZVJ,Middenasaanhangwagen,HULCO,06/09/2021 12:00:00 AM,2021-06-09
132642,92WZVK,Middenasaanhangwagen,LMC,06/07/2021 12:00:00 AM,2021-06-07
132643,92WZVL,Middenasaanhangwagen,EDUARD,06/28/2021 12:00:00 AM,2021-06-28
132644,92WZVN,Middenasaanhangwagen,BRIAN JAMES TRAILERS,06/17/2021 12:00:00 AM,2021-06-17
132645,92WZVP,Middenasaanhangwagen,HAPERT,10/19/2021 12:00:00 AM,2021-10-19
132646,92WZVR,Middenasaanhangwagen,HUMBAUR,09/16/2021 12:00:00 AM,2021-09-16
132648,92WZVT,Middenasaanhangwagen,FENDT CARAVAN,08/03/2021 12:00:00 AM,2021-08-03
132649,92WZVV,Middenasaanhangwagen,PEGA,06/23/2021 12:00:00 AM,2021-06-23
132650,92WZVX,Middenasaanhangwagen,FENDT CARAVAN,07/31/2021 12:00:00 AM,2021-07-31
132651,92WZVZ,Middenasaanhangwagen,ANSSEMS,06/15/2021 12:00:00 AM,2021-06-15
132652,92WZXB,Middenasaanhangwagen,HENRA,09/07/2021 12:00:00 AM,2021-09-07
132653,92WZXF,Middenasaanhangwagen,LMC,07/10/2021 12:00:00 AM,2021-07-10
132655,92WZXH,Middenasaanhangwagen,KNAUS,07/06/2021 12:00:00 AM,2021-07-06
132656,92WZXJ,Middenasaanhangwagen,HAPERT,06/21/2021 12:00:00 AM,2021-06-21
132657,92WZXK,Middenasaanhangwagen,HOBBY,07/10/2021 12:00:00 AM,2021-07-10
132658,92WZXL,Middenasaanhangwagen,FENDT CARAVAN,06/26/2021 12:00:00 AM,2021-06-26
132659,92WZXN,Middenasaanhangwagen,CARAVELAIR,06/22/2021 12:00:00 AM,2021-06-22
132660,92WZXR,Middenasaanhangwagen,PEGA,06/25/2021 12:00:00 AM,2021-06-25
132661,92WZXS,Middenasaanhangwagen,ANSSEMS,08/16/2021 12:00:00 AM,2021-08-16
132662,92WZXT,Middenasaanhangwagen,SARIS,11/05/2021 12:00:00 AM,2021-11-05
132663,92WZXV,Middenasaanhangwagen,SARIS,08/01/2021 12:00:00 AM,2021-08-01
132664,92WZXX,Middenasaanhangwagen,STERCKEMAN,07/08/2021 12:00:00 AM,2021-07-08
132665,92WZXZ,Middenasaanhangwagen,HULCO,08/24/2021 12:00:00 AM,2021-08-24
132666,92WZZB,Middenasaanhangwagen,PEGA,06/25/2021 12:00:00 AM,2021-06-25
132668,92WZZF,Middenasaanhangwagen,EDUARD,07/07/2021 12:00:00 AM,2021-07-07
132669,92WZZG,Middenasaanhangwagen,JENSEN,07/06/2021 12:00:00 AM,2021-07-06
132671,92WZZJ,Middenasaanhangwagen,HUMBAUR,07/19/2021 12:00:00 AM,2021-07-19
132673,92WZZL,Middenasaanhangwagen,MCD,07/22/2021 12:00:00 AM,2021-07-22
132674,92WZZN,Middenasaanhangwagen,ANSSEMS,07/16/2021 12:00:00 AM,2021-07-16
132675,92WZZP,Middenasaanhangwagen,FENDT CARAVAN,08/07/2021 12:00:00 AM,2021-08-07
132676,92WZZR,Middenasaanhangwagen,ANSSEMS,07/14/2021 12:00:00 AM,2021-07-14
132677,92WZZS,Middenasaanhangwagen,HAPERT,09/15/2021 12:00:00 AM,2021-09-15
132678,92WZZT,Middenasaanhangwagen,PETERS,07/06/2021 12:00:00 AM,2021-07-06
132679,92WZZV,Middenasaanhangwagen,BUERSTNER,07/20/2021 12:00:00 AM,2021-07-20
132680,92WZZX,Middenasaanhangwagen,KNAUS,07/08/2021 12:00:00 AM,2021-07-08
132681,92WZZZ,Middenasaanhangwagen,DRIVAL,11/12/2021 12:00:00 AM,2021-11-12
142721,93BPJ1,Bedrijfsauto,DAF,01/26/2021 12:00:00 AM,2021-01-26
142793,93BPT1,Bus,HEULIEZ BUS,01/13/2021 12:00:00 AM,2021-01-13
142817,93BPX4,Bedrijfsauto,SCANIA,01/04/2021 12:00:00 AM,2021-01-04
142827,93BPZ1,Bedrijfsauto,RENAULT,01/04/2021 12:00:00 AM,2021-01-04
