,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
155012,83BSB5,Diesel,,,,,,,,,,,,,
155015,83BSB8,Diesel,,,,,,,,,,,,,
155028,83BSF2,Diesel,,,,,,,,,,,,,
155029,83BSF3,Diesel,,,,,,,,,,,,,
155030,83BSF4,Diesel,,,,,,,,,,,,,
155031,83BSF5,Waterstof,,,,,,,,,,,,,
155032,83BSF5,Elektriciteit,,,,,,,,,,,,,150.0
155033,83BSF7,Diesel,,,,,,,,,,,,,
155040,83BSG1,Diesel,,,,,,,,,,,,,
155042,83BSG3,Diesel,,,,,,,,,,,,,
155045,83BSG6,Diesel,,,,,,,,,,,,,
155046,83BSG7,Diesel,,,,,,,,,,,,,
155051,83BSH1,Diesel,,,,,,,,,,,,,
155054,83BSH4,Diesel,,,,,,,,,,,,,
155057,83BSH7,Diesel,,,,,,,,,,,,,
155063,83BSJ2,Diesel,,,,,,,,,,,,,
155064,83BSJ3,Diesel,,,,,,,,,,,,,
155066,83BSJ5,Diesel,,,,,,,,,,,,,
155068,83BSJ9,Diesel,,,,,,,,,,,,,
155227,83BTG2,Diesel,,,,,,,,,,,,,
173510,83MLPL,Benzine,,,,,,,,,,,,,
173694,83MNJR,Benzine,,,,,,,,,,,,,
173695,83MNJS,Benzine,,,,,,,,,,,,,
173716,83MNLD,Benzine,,,,,,,,,,,,,
173724,83MNLP,Benzine,,,,,,,,,,,,,
173726,83MNLS,Benzine,,,,,,,,,,,,,
173733,83MNNF,Benzine,,,,,,,,,,,,,
173745,83MNNX,Benzine,,,,,,,,,,,,,
173747,83MNPB,Benzine,,,,,,,,,,,,,
173751,83MNPH,Benzine,,,,,,,,,,,,,
173757,83MNPR,Benzine,,,,,,,,,,,,,
173759,83MNPT,Benzine,,,,,,,,,,,,,
173763,83MNRB,Benzine,,,,,,,,,,,,,
173765,83MNRF,Benzine,,,,,,,,,,,,,
173768,83MNRK,Benzine,,,,,,,,,,,,,
173769,83MNRN,Benzine,,,,,,,,,,,,,
173773,83MNRT,Benzine,,,,,,,,,,,,,
173774,83MNRV,Benzine,,,,,,,,,,,,,
173775,83MNRX,Benzine,,,,,,,,,,,,,
173776,83MNRZ,Benzine,,,,,,,,,,,,,
173779,83MNSJ,Benzine,,,,,,,,,,,,,
173782,83MNSN,Benzine,,,,,,,,,,,,,
173785,83MNSV,Benzine,,,,,,,,,,,,,
173786,83MNSX,Benzine,,,,,,,,,,,,,
173787,83MNSZ,Benzine,,,,,,,,,,,,,
173789,83MNTD,Benzine,,,,,,,,,,,,,
173790,83MNTF,Benzine,,,,,,,,,,,,,
173791,83MNTG,Benzine,,,,,,,,,,,,,
173794,83MNTK,Benzine,,,,,,,,,,,,,
173795,83MNTL,Benzine,,,,,,,,,,,,,
173796,83MNTP,Benzine,,,,,,,,,,,,,
173797,83MNTR,Benzine,,,,,,,,,,,,,
173802,83MNTZ,Benzine,,,,,,,,,,,,,
173803,83MNVB,Benzine,,,,,,,,,,,,,
173805,83MNVF,Benzine,,,,,,,,,,,,,
173807,83MNVH,Benzine,,,,,,,,,,,,,
173809,83MNVK,Benzine,,,,,,,,,,,,,
173810,83MNVL,Benzine,,,,,,,,,,,,,
173811,83MNVN,Benzine,,,,,,,,,,,,,
173817,83MNVX,Benzine,,,,,,,,,,,,,
173820,83MNXD,Benzine,,,,,,,,,,,,,
173825,83MNXK,Benzine,,,,,,,,,,,,,
173826,83MNXL,Benzine,,,,,,,,,,,,,
173827,83MNXN,Benzine,,,,,,,,,,,,,
173828,83MNXP,Benzine,,,,,,,,,,,,,
173830,83MNXS,Benzine,,,,,,,,,,,,,
173832,83MNXV,Benzine,,,,,,,,,,,,,
173834,83MNXZ,Benzine,,,,,,,,,,,,,
173836,83MNZD,Benzine,,,,,,,,,,,,,
173838,83MNZG,Benzine,,,,,,,,,,,,,
173841,83MNZL,Benzine,,,,,,,,,,,,,
173843,83MNZP,Benzine,,,,,,,,,,,,,
173844,83MNZS,Benzine,,,,,,,,,,,,,
173845,83MNZV,Benzine,,,,,,,,,,,,,
173850,83MPBF,Benzine,,,,,,,,,,,,,
173852,83MPBJ,Benzine,,,,,,,,,,,,,
173853,83MPBK,Benzine,,,,,,,,,,,,,
173854,83MPBL,Benzine,,,,,,,,,,,,,
173855,83MPBN,Benzine,,,,,,,,,,,,,
173856,83MPBP,Benzine,,,,,,,,,,,,,
173860,83MPBV,Benzine,,,,,,,,,,,,,
173862,83MPBZ,Benzine,,,,,,,,,,,,,
173865,83MPDF,Benzine,,,,,,,,,,,,,
173870,83MPDN,Benzine,,,,,,,,,,,,,
173872,83MPDR,Benzine,,,,,,,,,,,,,
173874,83MPDT,Benzine,,,,,,,,,,,,,
173875,83MPDV,Benzine,,,,,,,,,,,,,
173876,83MPDX,Benzine,,,,,,,,,,,,,
173882,83MPFH,Benzine,,,,,,,,,,,,,
173883,83MPFK,Benzine,,,,,,,,,,,,,
173886,83MPFP,Benzine,,,,,,,,,,,,,
173887,83MPFR,Benzine,,,,,,,,,,,,,
173889,83MPFV,Benzine,,,,,,,,,,,,,
173890,83MPFX,Benzine,,,,,,,,,,,,,
173891,83MPFZ,Benzine,,,,,,,,,,,,,
173892,83MPGB,Benzine,,,,,,,,,,,,,
173893,83MPGD,Benzine,,,,,,,,,,,,,
173895,83MPGG,Benzine,,,,,,,,,,,,,
173896,83MPGH,Benzine,,,,,,,,,,,,,
173897,83MPGJ,Benzine,,,,,,,,,,,,,
173898,83MPGK,Benzine,,,,,,,,,,,,,
173899,83MPGL,Benzine,,,,,,,,,,,,,
173901,83MPGR,Benzine,,,,,,,,,,,,,
173903,83MPGT,Benzine,,,,,,,,,,,,,
173904,83MPGV,Benzine,,,,,,,,,,,,,
173907,83MPHB,Benzine,,,,,,,,,,,,,
173909,83MPHF,Benzine,,,,,,,,,,,,,
173910,83MPHG,Benzine,,,,,,,,,,,,,
173912,83MPHJ,Benzine,,,,,,,,,,,,,
173913,83MPHK,Benzine,,,,,,,,,,,,,
173915,83MPHN,Benzine,,,,,,,,,,,,,
173916,83MPHP,Benzine,,,,,,,,,,,,,
173917,83MPHR,Benzine,,,,,,,,,,,,,
173922,83MPHZ,Benzine,,,,,,,,,,,,,
173924,83MPJD,Benzine,,,,,,,,,,,,,
173925,83MPJF,Benzine,,,,,,,,,,,,,
173927,83MPJH,Benzine,,,,,,,,,,,,,
173928,83MPJJ,Benzine,,,,,,,,,,,,,
173929,83MPJK,Benzine,,,,,,,,,,,,,
173930,83MPJL,Benzine,,,,,,,,,,,,,
173931,83MPJN,Benzine,,,,,,,,,,,,,
173941,83MPKF,Benzine,,,,,,,,,,,,,
173943,83MPKH,Benzine,,,,,,,,,,,,,
173944,83MPKJ,Benzine,,,,,,,,,,,,,
173946,83MPKL,Benzine,,,,,,,,,,,,,
173948,83MPKP,Benzine,,,,,,,,,,,,,
173952,83MPKV,Benzine,,,,,,,,,,,,,
173953,83MPKX,Benzine,,,,,,,,,,,,,
173954,83MPKZ,Benzine,,,,,,,,,,,,,
173955,83MPLB,Benzine,,,,,,,,,,,,,
173957,83MPLF,Benzine,,,,,,,,,,,,,
173959,83MPLJ,Benzine,,2.5,56.0,,,,,,,,,,
173961,83MPLL,Benzine,,,,,,,,,,,,,
173965,83MPLS,Benzine,,2.5,56.0,,,,,,,,,,
173966,83MPLT,Benzine,,,,,,,,,,,,,
173967,83MPLV,Benzine,,,,,,,,,,,,,
173968,83MPLX,Benzine,,,,,,,,,,,,,
173969,83MPLZ,Benzine,,,,,,,,,,,,,
173971,83MPND,Benzine,,,,,,,,,,,,,
173974,83MPNH,Benzine,,,,,,,,,,,,,
173978,83MPNN,Benzine,,,,,,,,,,,,,
173979,83MPNP,Benzine,,,,,,,,,,,,,
173980,83MPNR,Benzine,,,,,,,,,,,,,
173983,83MPNV,Benzine,,,,,,,,,,,,,
173986,83MPPB,Benzine,,,,,,,,,,,,,
173991,83MPPJ,Benzine,,,,,,,,,,,,,
173992,83MPPL,Benzine,,,,,,,,,,,,,
173994,83MPPP,Benzine,,3.2,74.0,,,,,,,,,,
174004,83MPRH,Benzine,,,,,,,,,,,,,
174008,83MPRN,Benzine,,,,,,,,,,,,,
174013,83MPRX,Benzine,,,,,,,,,,,,,
174014,83MPSB,Benzine,,,,,,,,,,,,,
174016,83MPSG,Benzine,,,,,,,,,,,,,
174017,83MPSJ,Benzine,,,,,,,,,,,,,
174018,83MPSK,Benzine,,,,,,,,,,,,,
174020,83MPSN,Benzine,,,,,,,,,,,,,
174023,83MPST,Benzine,,,,,,,,,,,,,
174025,83MPSX,Benzine,,,,,,,,,,,,,
174026,83MPSZ,Benzine,,,,,,,,,,,,,
174027,83MPTB,Benzine,,,,,,,,,,,,,
174032,83MPTK,Benzine,,,,,,,,,,,,,
174033,83MPTL,Benzine,,,,,,,,,,,,,
174035,83MPTP,Benzine,,,,,,,,,,,,,
174040,83MPVB,Benzine,,,,,,,,,,,,,
174049,83MPVP,Benzine,,,,,,,,,,,,,
174097,83MRBZ,Benzine,,,,,,,,,,,,,
174103,83MRDJ,Benzine,,,,,,,,,,,,,
174152,83MRHS,Benzine,,,,,,,,,,,,,
174195,83MRLR,Benzine,,,,,,,,,,,,,
174219,83MRPH,Benzine,,,,,,,,,,,,,
174220,83MRPJ,Benzine,,,,,,,,,,,,,
174236,83MRRK,Benzine,,,,,,,,,,,,,
174246,83MRSK,Benzine,,,,,,,,,,,,,
174272,83MRVL,Benzine,,,,,,,,,,,,,
204590,84BPV2,Diesel,,,,,,,,,,,,,
204593,84BPV6,Elektriciteit,,,,,,,,,,,,123.0,270.0
204604,84BPX6,Diesel,,,,,,,,,,,,,
204626,84BRB2,Diesel,,,,,,,,,,,,,
204637,84BRD2,Diesel,,,,,,,,,,,,,
204641,84BRD9,Diesel,,,,,,,,,,,,,
204650,84BRF2,Diesel,,,,,,,,,,,,,
204651,84BRF4,LNG,,,,,,,,,,,,,
204653,84BRF7,Diesel,,,,,,,,,,,,,
204654,84BRF8,Diesel,,,,,,,,,,,,,
204655,84BRF9,Diesel,,,,,,,,,,,,,
204660,84BRG1,Diesel,,,,,,,,,,,,,
204661,84BRG2,Diesel,,,,,,,,,,,,,
204662,84BRG3,Diesel,,,,,,,,,,,,,
204663,84BRG4,Diesel,,,,,,,,,,,,,
204664,84BRG5,Diesel,,,,,,,,,,,,,
204665,84BRG6,CNG,,,,,,,,,,,,,
204666,84BRG7,Diesel,,,,,,,,,,,,,
204667,84BRG9,Diesel,,,,,,,,,,,,,
204671,84BRH2,Diesel,,,,,,,,,,,,,
204672,84BRH3,Diesel,,,,,,,,,,,,,
204673,84BRH4,Diesel,,,,,,,,,,,,,
204674,84BRH6,Diesel,,,,,,,,,,,,,
204675,84BRH7,Diesel,,,,,,,,,,,,,
204676,84BRH8,Diesel,,,,,,,,,,,,,
204677,84BRH9,Diesel,,,,,,,,,,,,,
204684,84BRJ1,Diesel,,,,,,,,,,,,,
204685,84BRJ2,Diesel,,,,,,,,,,,,,
204686,84BRJ3,Diesel,,,,,,,,,,,,,
204687,84BRJ4,Diesel,,,,,,,,,,,,,
204688,84BRJ5,Diesel,,,,,,,,,,,,,
204689,84BRJ6,Diesel,,,,,,,,,,,,,
204690,84BRJ8,Elektriciteit,,,,,,,,,,,,,160.0
204691,84BRJ8,Waterstof,,,,,,,,,,,,,
204692,84BRJ9,Diesel,,,,,,,,,,,,,
204698,84BRK1,LNG,,,,,,,,,,,,,
204700,84BRK3,Diesel,,,,,,,,,,,,,
204701,84BRK5,Diesel,,,,,,,,,,,,,
204702,84BRK7,Diesel,,,,,,,,,,,,,
204703,84BRK8,Diesel,,,,,,,,,,,,,
204704,84BRK9,Diesel,,,,,,,,,,,,,
204706,84BRL1,Diesel,,,,,,,,,,,,,
204709,84BRL4,Diesel,,,,,,,,,,,,,
204710,84BRL6,Diesel,,,,,,,,,,,,,
204711,84BRL7,Diesel,,,,,,,,,,,,,
204712,84BRL9,Diesel,,,,,,,,,,,,,
204722,84BRN1,Diesel,,,,,,,,,,,,,
204723,84BRN2,Diesel,,,,,,,,,,,,,
204724,84BRN3,Diesel,,,,,,,,,,,,,
204725,84BRN4,Diesel,,,,,,,,,,,,,
204726,84BRN5,Diesel,,,,,,,,,,,,,
204727,84BRN6,Diesel,,,,,,,,,,,,,
204728,84BRN8,Diesel,,,,,,,,,,,,,
204741,84BRP1,Diesel,,,,,,,,,,,,,
204742,84BRP3,Diesel,,,,,,,,,,,,,
204743,84BRP4,Diesel,,,,,,,,,,,,,
204744,84BRP6,Diesel,,,,,,,,,,,,,
204745,84BRP8,Diesel,,,,,,,,,,,,,
204752,84BRR2,Diesel,,,,,,,,,,,,,
204754,84BRR6,Diesel,,,,,,,,,,,,,
204755,84BRR7,Diesel,,,,,,,,,,,,,
204756,84BRR8,LNG,,,,,,,,,,,,,
204757,84BRR8,Diesel,,,,,,,,,,,,,
204758,84BRR9,Diesel,,,,,,,,,,,,,
204764,84BRS1,Diesel,,,,,,,,,,,,,
204765,84BRS3,Diesel,,,,,,,,,,,,,
204766,84BRS4,Diesel,,,,,,,,,,,,,
204767,84BRS5,Diesel,,,,,,,,,,,,,
204768,84BRS6,Diesel,,,,,,,,,,,,,
204769,84BRS7,Benzine,,,357.0,,,,,,,,,,
204770,84BRS7,LPG,,,357.0,,,,,,,,,,
204771,84BRS8,CNG,,,,,,,,,,,,,
204772,84BRS9,Diesel,,,,,,,,,,,,,
204774,84BRT1,Diesel,,,,,,,,,,,,,
204775,84BRT2,Diesel,,,,,,,,,,,,,
204776,84BRT3,Diesel,,,,,,,,,,,,,
204777,84BRT4,Diesel,,,,,,,,,,,,,
204778,84BRT5,Diesel,,,,,,,,,,,,,
204779,84BRT6,Diesel,,,,,,,,,,,,,
204780,84BRT8,Diesel,,,,,,,,,,,,,
204781,84BRT9,Diesel,,,,,,,,,,,,,
204784,84BRV1,Diesel,,,,,,,,,,,,,
204785,84BRV2,Diesel,,,,,,,,,,,,,
204787,84BRV5,Elektriciteit,,,,,,,,,,,,87.0,125.0
204788,84BRV6,Diesel,,,,,,,,,,,,,
204790,84BRV8,Diesel,,,,,,,,,,,,,
204791,84BRV9,Diesel,,,,,,,,,,,,,
204796,84BRX1,Diesel,,,,,,,,,,,,,
204797,84BRX2,Diesel,,,,,,,,,,,,,
204802,84BRX7,Elektriciteit,,,,,,,,,,,,,150.0
204803,84BRX8,Diesel,,,,,,,,,,,,,
204804,84BRX9,Diesel,,,,,,,,,,,,,
204808,84BRZ2,Diesel,,,,,,,,,,,,,
204810,84BRZ4,Diesel,,,,,,,,,,,,,
204814,84BRZ8,Diesel,,,,,,,,,,,,,
204815,84BRZ9,Diesel,,,,,,,,,,,,,
204821,84BSB3,Diesel,,,,,,,,,,,,,
204822,84BSB5,Diesel,,,,,,,,,,,,,
204823,84BSB6,Diesel,,,,,,,,,,,,,
204824,84BSB7,Diesel,,,,,,,,,,,,,
204825,84BSB8,Diesel,,,,,,,,,,,,,
204837,84BSF2,Diesel,,,,,,,,,,,,,
204839,84BSF4,Diesel,,,,,,,,,,,,,
204841,84BSF7,Diesel,,,,,,,,,,,,,
204842,84BSF8,Diesel,,,,,,,,,,,,,
204848,84BSG1,Diesel,,,,,,,,,,,,,
204849,84BSG3,Diesel,,,,,,,,,,,,,
204851,84BSG5,Diesel,,,,,,,,,,,,,
204852,84BSG6,Diesel,,,,,,,,,,,,,
204853,84BSG7,Diesel,,,,,,,,,,,,,
204854,84BSG8,Diesel,,,,,,,,,,,,,
204865,84BSH5,Diesel,,,,,,,,,,,,,
204868,84BSH9,Diesel,,,,,,,,,,,,,
204871,84BSJ3,Diesel,,,,,,,,,,,,,
204872,84BSJ4,Diesel,,,,,,,,,,,,,
204878,84BSJ9,Diesel,,,,,,,,,,,,,
205055,84BTG2,Diesel,,,,,,,,,,,,,
205080,84BTJ2,Diesel,,,,,,,,,,,,,
223213,84MJPJ,Elektriciteit,,,,,,,,,,,,,
223861,84MNHK,Benzine,,,,,,,,,,,,,
223881,84MNJR,Benzine,,,,,,,,,,,,,
223890,84MNKH,Benzine,,,,,,,,,,,,,
223898,84MNKT,Benzine,,,,,,,,,,,,,
223911,84MNLV,Benzine,,,,,,,,,,,,,
223916,84MNNF,Benzine,,,,,,,,,,,,,
223923,84MNNP,Benzine,,,,,,,,,,,,,
223924,84MNNR,Benzine,,,,,,,,,,,,,
223925,84MNNT,Benzine,,,,,,,,,,,,,
223927,84MNNX,Benzine,,,,,,,,,,,,,
223928,84MNNZ,Benzine,,,,,,,,,,,,,
223929,84MNPB,Benzine,,,,,,,,,,,,,
223932,84MNPH,Benzine,,,,,,,,,,,,,
223933,84MNPJ,Benzine,,,,,,,,,,,,,
223938,84MNPT,Benzine,,,,,,,,,,,,,
223942,84MNRB,Benzine,,,,,,,,,,,,,
223944,84MNRF,Benzine,,,,,,,,,,,,,
223945,84MNRG,Benzine,,,,,,,,,,,,,
223948,84MNRK,Benzine,,,,,,,,,,,,,
223949,84MNRL,Benzine,,,,,,,,,,,,,
223950,84MNRN,Benzine,,,,,,,,,,,,,
223953,84MNRT,Benzine,,,,,,,,,,,,,
223954,84MNRV,Benzine,,,,,,,,,,,,,
223955,84MNRX,Benzine,,,,,,,,,,,,,
223957,84MNSF,Benzine,,,,,,,,,,,,,
223960,84MNSJ,Benzine,,,,,,,,,,,,,
223961,84MNSK,Benzine,,,,,,,,,,,,,
223963,84MNSN,Benzine,,,,,,,,,,,,,
223966,84MNSV,Benzine,,,,,,,,,,,,,
223967,84MNSX,Benzine,,,,,,,,,,,,,
223968,84MNSZ,Elektriciteit,,,,,,,,,,,,,
223971,84MNTF,Benzine,,,,,,,,,,,,,
223972,84MNTG,Benzine,,,,,,,,,,,,,
223975,84MNTK,Benzine,,,,,,,,,,,,,
223976,84MNTL,Benzine,,,,,,,,,,,,,
223978,84MNTP,Benzine,,,,,,,,,,,,,
223979,84MNTS,Benzine,,,,,,,,,,,,,
223983,84MNTZ,Benzine,,,,,,,,,,,,,
223984,84MNVB,Benzine,,,,,,,,,,,,,
223986,84MNVF,Benzine,,,,,,,,,,,,,
223990,84MNVK,Benzine,,,,,,,,,,,,,
223991,84MNVL,Benzine,,,,,,,,,,,,,
223992,84MNVN,Benzine,,,,,,,,,,,,,
223997,84MNVV,Benzine,,,,,,,,,,,,,
223998,84MNVX,Benzine,,,,,,,,,,,,,
224001,84MNXD,Benzine,,,,,,,,,,,,,
224002,84MNXF,Benzine,,,,,,,,,,,,,
224006,84MNXK,Benzine,,,,,,,,,,,,,
224007,84MNXL,Benzine,,,,,,,,,,,,,
224008,84MNXN,Benzine,,,,,,,,,,,,,
224009,84MNXP,Benzine,,,,,,,,,,,,,
224011,84MNXS,Benzine,,,,,,,,,,,,,
224013,84MNXV,Benzine,,,,,,,,,,,,,
224015,84MNXZ,Benzine,,,,,,,,,,,,,
224019,84MNZG,Benzine,,,,,,,,,,,,,
224022,84MNZK,Benzine,,,,,,,,,,,,,
224023,84MNZL,Benzine,,,,,,,,,,,,,
224025,84MNZP,Benzine,,,,,,,,,,,,,
224026,84MNZS,Benzine,,,,,,,,,,,,,
224027,84MNZV,Benzine,,,,,,,,,,,,,
224033,84MPBD,Benzine,,,,,,,,,,,,,
224034,84MPBF,Benzine,,,,,,,,,,,,,
224036,84MPBH,Benzine,,,,,,,,,,,,,
224037,84MPBJ,Benzine,,,,,,,,,,,,,
224038,84MPBK,Benzine,,,,,,,,,,,,,
224039,84MPBL,Benzine,,,,,,,,,,,,,
224040,84MPBN,Benzine,,,,,,,,,,,,,
224045,84MPBV,Benzine,,3.1,71.0,,,,,,,,,,
224047,84MPBZ,Benzine,,,,,,,,,,,,,
224050,84MPDF,Benzine,,,,,,,,,,,,,
224054,84MPDK,Benzine,,,,,,,,,,,,,
224056,84MPDN,Benzine,,,,,,,,,,,,,
224057,84MPDP,Benzine,,,,,,,,,,,,,
224060,84MPDT,Benzine,,,,,,,,,,,,,
224062,84MPDX,Benzine,,,,,,,,,,,,,
224068,84MPFH,Benzine,,,,,,,,,,,,,
224069,84MPFK,Benzine,,,,,,,,,,,,,
224072,84MPFP,Benzine,,,,,,,,,,,,,
224073,84MPFR,Benzine,,,,,,,,,,,,,
224075,84MPFV,Benzine,,,,,,,,,,,,,
224076,84MPFZ,Benzine,,,,,,,,,,,,,
224077,84MPGB,Benzine,,,,,,,,,,,,,
224078,84MPGD,Benzine,,,,,,,,,,,,,
224081,84MPGH,Benzine,,,,,,,,,,,,,
224082,84MPGJ,Benzine,,,,,,,,,,,,,
224083,84MPGK,Benzine,,,,,,,,,,,,,
224084,84MPGL,Benzine,,,,,,,,,,,,,
224085,84MPGP,Benzine,,,,,,,,,,,,,
224086,84MPGR,Benzine,,,,,,,,,,,,,
224088,84MPGT,Benzine,,,,,,,,,,,,,
224089,84MPGV,Benzine,,,,,,,,,,,,,
224092,84MPHB,Benzine,,,,,,,,,,,,,
224093,84MPHF,Benzine,,,,,,,,,,,,,
224094,84MPHG,Benzine,,,,,,,,,,,,,
224096,84MPHJ,Benzine,,,,,,,,,,,,,
224097,84MPHK,Benzine,,,,,,,,,,,,,
224099,84MPHN,Benzine,,,,,,,,,,,,,
224100,84MPHP,Benzine,,,,,,,,,,,,,
224101,84MPHR,Benzine,,,,,,,,,,,,,
224106,84MPHZ,Benzine,,,,,,,,,,,,,
224108,84MPJD,Benzine,,,,,,,,,,,,,
224109,84MPJF,Benzine,,,,,,,,,,,,,
224111,84MPJH,Benzine,,,,,,,,,,,,,
224112,84MPJJ,Benzine,,,,,,,,,,,,,
224113,84MPJK,Benzine,,,,,,,,,,,,,
224115,84MPJN,Benzine,,,,,,,,,,,,,
224116,84MPJP,Benzine,,,,,,,,,,,,,
224121,84MPJX,Benzine,,,,,,,,,,,,,
224125,84MPKF,Benzine,,,,,,,,,,,,,
224128,84MPKL,Benzine,,,,,,,,,,,,,
224129,84MPKN,Benzine,,,,,,,,,,,,,
224134,84MPKX,Benzine,,,,,,,,,,,,,
224135,84MPKZ,Benzine,,,,,,,,,,,,,
224138,84MPLF,Benzine,,,,,,,,,,,,,
224141,84MPLJ,Benzine,,2.2,50.0,,,,,,,,,,
224143,84MPLL,Benzine,,,,,,,,,,,,,
224146,84MPLR,Benzine,,,,,,,,,,,,,
224147,84MPLS,Benzine,,4.1,95.0,,,,,,,,,,
224148,84MPLT,Benzine,,,,,,,,,,,,,
224149,84MPLV,Benzine,,,,,,,,,,,,,
224151,84MPLZ,Benzine,,,,,,,,,,,,,
224153,84MPND,Benzine,,,,,,,,,,,,,
224155,84MPNH,Benzine,,,,,,,,,,,,,
224158,84MPNL,Benzine,,,,,,,,,,,,,
224159,84MPNN,Benzine,,,,,,,,,,,,,
224160,84MPNP,Benzine,,,,,,,,,,,,,
224161,84MPNR,Benzine,,,,,,,,,,,,,
224164,84MPNV,Benzine,,,,,,,,,,,,,
224167,84MPPB,Benzine,,,,,,,,,,,,,
224170,84MPPH,Benzine,,,,,,,,,,,,,
224171,84MPPJ,Benzine,,,,,,,,,,,,,
224172,84MPPK,Benzine,,,,,,,,,,,,,
224173,84MPPL,Benzine,,,,,,,,,,,,,
224178,84MPPV,Benzine,,,,,,,,,,,,,
224183,84MPRG,Benzine,,,,,,,,,,,,,
224184,84MPRH,Benzine,,,,,,,,,,,,,
224188,84MPRN,Benzine,,,,,,,,,,,,,
224194,84MPRX,Benzine,,,,,,,,,,,,,
224196,84MPSB,Benzine,,,,,,,,,,,,,
224199,84MPSJ,Benzine,,,,,,,,,,,,,
224201,84MPSL,Benzine,,,,,,,,,,,,,
224202,84MPSN,Benzine,,,,,,,,,,,,,
224204,84MPSR,Benzine,,,,,,,,,,,,,
224205,84MPST,Benzine,,,,,,,,,,,,,
224208,84MPSZ,Benzine,,,,,,,,,,,,,
224215,84MPTL,Benzine,,,,,,,,,,,,,
224221,84MPTX,Benzine,,,,,,,,,,,,,
224223,84MPVB,Benzine,,,,,,,,,,,,,
224227,84MPVJ,Benzine,,,,,,,,,,,,,
224245,84MPXN,Benzine,,,,,,,,,,,,,
224316,84MRFZ,Benzine,,,,,,,,,,,,,
224368,84MRKR,Benzine,,,,,,,,,,,,,
224461,84MRVH,Benzine,,,,,,,,,,,,,
254913,85BPT8,Diesel,,,,,,,,,,,,,
254924,85BPV6,Elektriciteit,,,,,,,,,,,,123.0,270.0
254931,85BPX6,Diesel,,,,,,,,,,,,,
254940,85BPZ2,Diesel,,,,,,,,,,,,,
254955,85BRB4,Diesel,,,,,,,,,,,,,
254957,85BRB7,Diesel,,,,,,,,,,,,,
254965,85BRD9,Diesel,,,,,,,,,,,,,
254971,85BRF2,Diesel,,,,,,,,,,,,,
254972,85BRF3,Diesel,,,,,,,,,,,,,
254973,85BRF4,LNG,,,,,,,,,,,,,
254974,85BRF6,Diesel,,,,,,,,,,,,,
254976,85BRF8,Diesel,,,,,,,,,,,,,
254977,85BRF9,Diesel,,,,,,,,,,,,,
254983,85BRG1,Diesel,,,,,,,,,,,,,
254985,85BRG3,Diesel,,,,,,,,,,,,,
254986,85BRG4,Diesel,,,,,,,,,,,,,
254987,85BRG6,Diesel,,,,,,,,,,,,,
254989,85BRG8,Diesel,,,,,,,,,,,,,
254990,85BRG9,Diesel,,,,,,,,,,,,,
254998,85BRH3,Diesel,,,,,,,,,,,,,
254999,85BRH4,Diesel,,,,,,,,,,,,,
255000,85BRH6,Diesel,,,,,,,,,,,,,
255002,85BRH8,Diesel,,,,,,,,,,,,,
255003,85BRH9,Diesel,,,,,,,,,,,,,
255009,85BRJ1,Diesel,,,,,,,,,,,,,
255011,85BRJ4,Diesel,,,,,,,,,,,,,
255013,85BRJ6,Diesel,,,,,,,,,,,,,
255014,85BRJ7,Diesel,,,,,,,,,,,,,
255015,85BRJ8,Diesel,,,,,,,,,,,,,
255016,85BRJ9,Diesel,,,,,,,,,,,,,
255022,85BRK1,LNG,,,,,,,,,,,,,
255024,85BRK3,Diesel,,,,,,,,,,,,,
255025,85BRK6,Diesel,,,,,,,,,,,,,
255026,85BRK7,Diesel,,,,,,,,,,,,,
255027,85BRK8,Diesel,,,,,,,,,,,,,
255028,85BRK9,Diesel,,,,,,,,,,,,,
255032,85BRL1,Diesel,,,,,,,,,,,,,
255035,85BRL4,Diesel,,,,,,,,,,,,,
255036,85BRL5,Diesel,,,,,,,,,,,,,
255037,85BRL6,Diesel,,,,,,,,,,,,,
255038,85BRL7,Diesel,,,,,,,,,,,,,
255039,85BRL9,Diesel,,,,,,,,,,,,,
255043,85BRN1,Diesel,,,,,,,,,,,,,
255044,85BRN2,Diesel,,,,,,,,,,,,,
255045,85BRN3,Diesel,,,,,,,,,,,,,
255046,85BRN4,Diesel,,,,,,,,,,,,,
255047,85BRN5,Diesel,,,,,,,,,,,,,
255049,85BRN8,Diesel,,,,,,,,,,,,,
255050,85BRN9,Diesel,,,,,,,,,,,,,
255055,85BRP1,Diesel,,,,,,,,,,,,,
255056,85BRP2,Diesel,,,,,,,,,,,,,
255057,85BRP3,Diesel,,,,,,,,,,,,,
255058,85BRP4,Diesel,,,,,,,,,,,,,
255059,85BRP5,Diesel,,,,,,,,,,,,,
255060,85BRP6,Diesel,,,,,,,,,,,,,
255061,85BRP7,Diesel,,,,,,,,,,,,,
255062,85BRP8,Diesel,,,,,,,,,,,,,
255069,85BRR1,Diesel,,,,,,,,,,,,,
