,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
255070,85BRR2,Diesel,,,,,,,,,,,,,
255071,85BRR5,Diesel,,,,,,,,,,,,,
255072,85BRR6,Diesel,,,,,,,,,,,,,
255073,85BRR7,Diesel,,,,,,,,,,,,,
255074,85BRR8,Diesel,,,,,,,,,,,,,
255075,85BRR9,Diesel,,,,,,,,,,,,,
255076,85BRS3,Diesel,,,,,,,,,,,,,
255077,85BRS4,Diesel,,,,,,,,,,,,,
255079,85BRS6,Diesel,,,,,,,,,,,,,
255080,85BRS7,Diesel,,,,,,,,,,,,,
255081,85BRS9,Diesel,,,,,,,,,,,,,
255086,85BRT1,Diesel,,,,,,,,,,,,,
255088,85BRT4,Diesel,,,,,,,,,,,,,
255089,85BRT5,Diesel,,,,,,,,,,,,,
255092,85BRT8,Diesel,,,,,,,,,,,,,
255093,85BRT9,Diesel,,,,,,,,,,,,,
255098,85BRV2,Diesel,,,,,,,,,,,,,
255100,85BRV5,Elektriciteit,,,,,,,,,,,,87.0,125.0
255101,85BRV6,Diesel,,,,,,,,,,,,,
255109,85BRX2,Diesel,,,,,,,,,,,,,
255110,85BRX4,Diesel,,,,,,,,,,,,,
255113,85BRX7,Elektriciteit,,,,,,,,,,,,,150.0
255114,85BRX8,Diesel,,,,,,,,,,,,,
255119,85BRZ2,Diesel,,,,,,,,,,,,,
255120,85BRZ4,Diesel,,,,,,,,,,,,,
255121,85BRZ5,Diesel,,,,,,,,,,,,,
255122,85BRZ6,Diesel,7.9,8.4,219.0,,,,,,,,,,
255123,85BRZ7,Diesel,,,,,,,,,,,,,
255124,85BRZ9,Diesel,,,,,,,,,,,,,
255136,85BSB1,Diesel,,,,,,,,,,,,,
255137,85BSB2,Diesel,,,,,,,,,,,,,
255138,85BSB3,Diesel,,,,,,,,,,,,,
255139,85BSB5,Diesel,,,,,,,,,,,,,
255140,85BSB6,Diesel,,,,,,,,,,,,,
255142,85BSB8,Diesel,,,,,,,,,,,,,
255143,85BSB9,Diesel,,,,,,,,,,,,,
255156,85BSF1,Diesel,,,,,,,,,,,,,
255157,85BSF2,Diesel,,,,,,,,,,,,,
255158,85BSF3,Diesel,,,,,,,,,,,,,
255169,85BSG1,Diesel,,,,,,,,,,,,,
255170,85BSG3,Diesel,,,,,,,,,,,,,
255171,85BSG4,Diesel,,,,,,,,,,,,,
255172,85BSG5,Diesel,,,,,,,,,,,,,
255173,85BSG6,Diesel,,,,,,,,,,,,,
255174,85BSG7,Diesel,,,,,,,,,,,,,
255175,85BSG8,Diesel,,,,,,,,,,,,,
255176,85BSG9,Diesel,,,,,,,,,,,,,
255182,85BSH1,Diesel,,,,,,,,,,,,,
255188,85BSH8,Diesel,,,,,,,,,,,,,
255189,85BSH9,Diesel,,,,,,,,,,,,,
255194,85BSJ2,Waterstof,,,,,,,,,,,,,
255195,85BSJ2,Elektriciteit,,,,,,,,,,,,,250.0
255196,85BSJ3,Diesel,,,,,,,,,,,,,
255199,85BSJ7,Diesel,,,,,,,,,,,,,
255216,85BSK8,Diesel,,,,,,,,,,,,,
255233,85BSN2,Diesel,,,,,,,,,,,,,
273708,85MLGS,Benzine,,,,,,,,,,,,,
273904,85MNBP,Benzine,,,,,,,,,,,,,
273962,85MNHP,Benzine,,,,,,,,,,,,,
273989,85MNKH,Benzine,,,,,,,,,,,,,
274010,85MNLP,Elektriciteit,,,,,,,,,,,,,
274017,85MNNB,Benzine,,,,,,,,,,,,,
274025,85MNNN,Benzine,,,,,,,,,,,,,
274027,85MNNR,Benzine,,,,,,,,,,,,,
274031,85MNNX,Benzine,,,,,,,,,,,,,
274032,85MNNZ,Benzine,,,,,,,,,,,,,
274033,85MNPB,Benzine,,,,,,,,,,,,,
274038,85MNPJ,Benzine,,,,,,,,,,,,,
274044,85MNPT,Benzine,,,,,,,,,,,,,
274048,85MNRB,Benzine,,,,,,,,,,,,,
274050,85MNRF,Benzine,,,,,,,,,,,,,
274054,85MNRK,Benzine,,,,,,,,,,,,,
274055,85MNRL,Benzine,,,,,,,,,,,,,
274056,85MNRN,Benzine,,,,,,,,,,,,,
274060,85MNRT,Benzine,,,,,,,,,,,,,
274061,85MNRV,Benzine,,,,,,,,,,,,,
274063,85MNSF,Benzine,,,,,,,,,,,,,
274066,85MNSJ,Benzine,,,,,,,,,,,,,
274067,85MNSK,Benzine,,,,,,,,,,,,,
274069,85MNSN,Benzine,,,,,,,,,,,,,
274072,85MNST,Benzine,,,,,,,,,,,,,
274073,85MNSV,Benzine,,,,,,,,,,,,,
274074,85MNSX,Benzine,,,,,,,,,,,,,
274077,85MNTD,Benzine,,,,,,,,,,,,,
274078,85MNTF,Benzine,,,,,,,,,,,,,
274079,85MNTG,Benzine,,,,,,,,,,,,,
274082,85MNTK,Benzine,,,,,,,,,,,,,
274083,85MNTL,Benzine,,,,,,,,,,,,,
274084,85MNTP,Benzine,,,,,,,,,,,,,
274085,85MNTR,Benzine,,,,,,,,,,,,,
274089,85MNVB,Benzine,,,,,,,,,,,,,
274091,85MNVF,Benzine,,,,,,,,,,,,,
274093,85MNVH,Benzine,,,,,,,,,,,,,
274095,85MNVK,Benzine,,,,,,,,,,,,,
274096,85MNVL,Benzine,,,,,,,,,,,,,
274097,85MNVN,Benzine,,,,,,,,,,,,,
274101,85MNVV,Benzine,,,,,,,,,,,,,
274102,85MNVX,Benzine,,,,,,,,,,,,,
274103,85MNVZ,Benzine,,,,,,,,,,,,,
274105,85MNXD,Benzine,,,,,,,,,,,,,
274110,85MNXK,Benzine,,,,,,,,,,,,,
274111,85MNXL,Benzine,,,,,,,,,,,,,
274112,85MNXN,Benzine,,,,,,,,,,,,,
274113,85MNXP,Benzine,,,,,,,,,,,,,
274115,85MNXS,Benzine,,,,,,,,,,,,,
274117,85MNXV,Benzine,,,,,,,,,,,,,
274119,85MNXZ,Benzine,,,,,,,,,,,,,
274123,85MNZG,Benzine,,,,,,,,,,,,,
274127,85MNZL,Benzine,,,,,,,,,,,,,
274129,85MNZP,Benzine,,,,,,,,,,,,,
274131,85MNZS,Benzine,,,,,,,,,,,,,
274132,85MNZT,Benzine,,,,,,,,,,,,,
274133,85MNZV,Benzine,,,,,,,,,,,,,
274134,85MNZZ,Benzine,,,,,,,,,,,,,
274139,85MPBD,Benzine,,,,,,,,,,,,,
274140,85MPBF,Benzine,,,,,,,,,,,,,
274142,85MPBH,Benzine,,,,,,,,,,,,,
274143,85MPBJ,Benzine,,,,,,,,,,,,,
274144,85MPBK,Benzine,,,,,,,,,,,,,
274145,85MPBL,Benzine,,,,,,,,,,,,,
274146,85MPBN,Benzine,,,,,,,,,,,,,
274147,85MPBP,Benzine,,,,,,,,,,,,,
274151,85MPBV,Benzine,,,,,,,,,,,,,
274153,85MPBZ,Benzine,,,,,,,,,,,,,
274156,85MPDF,Benzine,,,,,,,,,,,,,
274160,85MPDK,Benzine,,,,,,,,,,,,,
274161,85MPDL,Benzine,,,,,,,,,,,,,
274162,85MPDP,Benzine,,,,,,,,,,,,,
274166,85MPDV,Benzine,,,,,,,,,,,,,
274167,85MPDX,Benzine,,,,,,,,,,,,,
274169,85MPFB,Benzine,,,,,,,,,,,,,
274173,85MPFH,Benzine,,,,,,,,,,,,,
274174,85MPFK,Benzine,,,,,,,,,,,,,
274177,85MPFP,Benzine,,,,,,,,,,,,,
274178,85MPFR,Benzine,,,,,,,,,,,,,
274181,85MPFV,Benzine,,,,,,,,,,,,,
274182,85MPFX,Benzine,,,,,,,,,,,,,
274183,85MPFZ,Benzine,,,,,,,,,,,,,
274184,85MPGD,Benzine,,,,,,,,,,,,,
274187,85MPGH,Benzine,,,,,,,,,,,,,
274188,85MPGJ,Benzine,,,,,,,,,,,,,
274189,85MPGK,Benzine,,3.5,80.0,,,,,,,,,,
274190,85MPGL,Benzine,,,,,,,,,,,,,
274192,85MPGP,Benzine,,,,,,,,,,,,,
274195,85MPGT,Benzine,,,,,,,,,,,,,
274196,85MPGV,Benzine,,,,,,,,,,,,,
274198,85MPHB,Benzine,,,,,,,,,,,,,
274199,85MPHD,Benzine,,,,,,,,,,,,,
274200,85MPHF,Benzine,,,,,,,,,,,,,
274201,85MPHG,Benzine,,,,,,,,,,,,,
274203,85MPHJ,Benzine,,,,,,,,,,,,,
274204,85MPHK,Benzine,,,,,,,,,,,,,
274207,85MPHP,Benzine,,,,,,,,,,,,,
274208,85MPHR,Benzine,,,,,,,,,,,,,
274213,85MPHZ,Benzine,,,,,,,,,,,,,
274216,85MPJH,Benzine,,,,,,,,,,,,,
274217,85MPJJ,Benzine,,,,,,,,,,,,,
274219,85MPJL,Benzine,,,,,,,,,,,,,
274220,85MPJN,Benzine,,,,,,,,,,,,,
274221,85MPJP,Benzine,,1.7,39.0,,,,,,,,,,
274224,85MPJT,Benzine,,,,,,,,,,,,,
274225,85MPJV,Benzine,,,,,,,,,,,,,
274226,85MPJX,Benzine,,,,,,,,,,,,,
274230,85MPKF,Benzine,,,,,,,,,,,,,
274233,85MPKJ,Benzine,,,,,,,,,,,,,
274237,85MPKP,Benzine,,,,,,,,,,,,,
274238,85MPKR,Benzine,,,,,,,,,,,,,
274242,85MPKX,Benzine,,,,,,,,,,,,,
274243,85MPKZ,Benzine,,,,,,,,,,,,,
274249,85MPLJ,Benzine,,2.5,56.0,,,,,,,,,,
274254,85MPLR,Benzine,,,,,,,,,,,,,
274256,85MPLT,Benzine,,,,,,,,,,,,,
274257,85MPLV,Benzine,,,,,,,,,,,,,
274259,85MPLZ,Benzine,,,,,,,,,,,,,
274261,85MPND,Benzine,,,,,,,,,,,,,
274264,85MPNH,Benzine,,,,,,,,,,,,,
274267,85MPNL,Benzine,,,,,,,,,,,,,
274268,85MPNN,Benzine,,,,,,,,,,,,,
274269,85MPNP,Benzine,,,,,,,,,,,,,
274270,85MPNR,Benzine,,,,,,,,,,,,,
274273,85MPNV,Benzine,,,,,,,,,,,,,
274276,85MPPB,Benzine,,,,,,,,,,,,,
274280,85MPPH,Benzine,,,,,,,,,,,,,
274281,85MPPJ,Benzine,,,,,,,,,,,,,
274282,85MPPK,Benzine,,,,,,,,,,,,,
274283,85MPPL,Benzine,,,,,,,,,,,,,
274285,85MPPP,Benzine,,,,,,,,,,,,,
274286,85MPPR,Benzine,,,,,,,,,,,,,
274288,85MPPT,Benzine,,,,,,,,,,,,,
274289,85MPPV,Benzine,,,,,,,,,,,,,
274293,85MPRF,Benzine,,,,,,,,,,,,,
274295,85MPRH,Benzine,,,,,,,,,,,,,
274305,85MPRX,Benzine,,,,,,,,,,,,,
274306,85MPSB,Benzine,,,,,,,,,,,,,
274309,85MPSJ,Benzine,,,,,,,,,,,,,
274310,85MPSK,Benzine,,,,,,,,,,,,,
274312,85MPSN,Benzine,,,,,,,,,,,,,
274313,85MPSR,Benzine,,,,,,,,,,,,,
274314,85MPST,Benzine,,,,,,,,,,,,,
274317,85MPSZ,Benzine,,,,,,,,,,,,,
274323,85MPTJ,Benzine,,,,,,,,,,,,,
274325,85MPTL,Benzine,,,,,,,,,,,,,
274327,85MPTP,Benzine,,,,,,,,,,,,,
274331,85MPTX,Benzine,,,,,,,,,,,,,
274332,85MPTZ,Benzine,,,,,,,,,,,,,
274333,85MPVB,Benzine,,,,,,,,,,,,,
274337,85MPVH,Benzine,,,,,,,,,,,,,
274339,85MPVL,Benzine,,,,,,,,,,,,,
274363,85MPZD,Benzine,,,,,,,,,,,,,
274452,85MRJG,Benzine,,,,,,,,,,,,,
274468,85MRKJ,Benzine,,,,,,,,,,,,,
274523,85MRRG,Benzine,,,,,,,,,,,,,
274534,85MRSF,Benzine,,,,,,,,,,,,,
274592,85MRZX,Benzine,,,,,,,,,,,,,
4835,86BPV6,Elektriciteit,,,,,,,,,,,,123.0,270.0
4860,86BPZ2,Diesel,,,,,,,,,,,,,
4886,86BRD2,Diesel,,,,,,,,,,,,,
4888,86BRD7,CNG,,,,,,,,,,,,,
4898,86BRF2,Diesel,,,,,,,,,,,,,
4900,86BRF6,Diesel,,,,,,,,,,,,,
4901,86BRF7,Diesel,,,,,,,,,,,,,
4903,86BRF9,Diesel,,,,,,,,,,,,,
4906,86BRG1,Diesel,,,,,,,,,,,,,
4907,86BRG2,Diesel,,,,,,,,,,,,,
4908,86BRG3,Diesel,,,,,,,,,,,,,
4909,86BRG4,Diesel,,,,,,,,,,,,,
4910,86BRG5,Diesel,,,,,,,,,,,,,
4911,86BRG6,Diesel,,,,,,,,,,,,,
4912,86BRG7,Diesel,,,,,,,,,,,,,
4913,86BRG8,Diesel,,,,,,,,,,,,,
4918,86BRH3,Diesel,,,,,,,,,,,,,
4919,86BRH4,Diesel,,,,,,,,,,,,,
4921,86BRH6,LNG,,,,,,,,,,,,,
4923,86BRH8,Diesel,,,,,,,,,,,,,
4931,86BRJ4,Diesel,,,,,,,,,,,,,
4933,86BRJ6,Diesel,,,,,,,,,,,,,
4934,86BRJ8,Diesel,,,,,,,,,,,,,
4935,86BRJ9,Diesel,,,,,,,,,,,,,
4942,86BRK1,LNG,,,,,,,,,,,,,
4943,86BRK2,Diesel,,,,,,,,,,,,,
4944,86BRK7,Diesel,,,,,,,,,,,,,
4945,86BRK8,Diesel,,,,,,,,,,,,,
4952,86BRL1,Diesel,,,,,,,,,,,,,
4953,86BRL2,Diesel,,,,,,,,,,,,,
4955,86BRL4,Diesel,,,,,,,,,,,,,
4956,86BRL5,Diesel,,,,,,,,,,,,,
4957,86BRL6,LNG,,,,,,,,,,,,,
4958,86BRL7,Diesel,,,,,,,,,,,,,
4960,86BRL9,Diesel,,,,,,,,,,,,,
4968,86BRN1,Diesel,,,,,,,,,,,,,
4969,86BRN2,Diesel,,,,,,,,,,,,,
4970,86BRN3,Diesel,,,,,,,,,,,,,
4973,86BRN5,Diesel,,,,,,,,,,,,,
4974,86BRN6,Diesel,,,,,,,,,,,,,
4976,86BRN8,Diesel,,,,,,,,,,,,,
4982,86BRP1,LNG,,,,,,,,,,,,,
4983,86BRP2,Diesel,,,,,,,,,,,,,
4985,86BRP4,Diesel,,,,,,,,,,,,,
4986,86BRP5,Diesel,,,,,,,,,,,,,
4987,86BRP6,Diesel,,,,,,,,,,,,,
4988,86BRP7,Diesel,,,,,,,,,,,,,
4990,86BRP9,Diesel,,,,,,,,,,,,,
4999,86BRR2,Diesel,,,,,,,,,,,,,
5000,86BRR3,Diesel,,,,,,,,,,,,,
5003,86BRR7,Diesel,,,,,,,,,,,,,
5005,86BRR9,Diesel,,,,,,,,,,,,,
5014,86BRS2,Diesel,,,,,,,,,,,,,
5015,86BRS3,Diesel,,,,,,,,,,,,,
5016,86BRS7,Diesel,,,,,,,,,,,,,
5018,86BRS9,Diesel,,,,,,,,,,,,,
5024,86BRT3,Diesel,,,,,,,,,,,,,
5025,86BRT4,Diesel,,,,,,,,,,,,,
5026,86BRT5,Diesel,,,,,,,,,,,,,
5028,86BRT8,Diesel,,,,,,,,,,,,,
5029,86BRT9,Diesel,,,,,,,,,,,,,
5033,86BRV1,Diesel,,,,,,,,,,,,,
5034,86BRV2,Diesel,,,,,,,,,,,,,
5036,86BRV5,Elektriciteit,,,,,,,,,,,,87.0,125.0
5037,86BRV6,Diesel,,,,,,,,,,,,,
5038,86BRV7,Diesel,,,,,,,,,,,,,
5042,86BRX1,Diesel,,,,,,,,,,,,,
5043,86BRX2,Diesel,,,,,,,,,,,,,
5044,86BRX3,Diesel,,,,,,,,,,,,,
5045,86BRX4,Diesel,,,,,,,,,,,,,
5046,86BRX5,Diesel,,,,,,,,,,,,,
5047,86BRX6,Diesel,,,,,,,,,,,,,
5048,86BRX7,Elektriciteit,,,,,,,,,,,,,150.0
5049,86BRX8,Diesel,,,,,,,,,,,,,
5052,86BRZ2,Diesel,,,,,,,,,,,,,
5053,86BRZ3,Diesel,,,,,,,,,,,,,
5054,86BRZ4,Diesel,,,,,,,,,,,,,
5059,86BRZ9,Diesel,,,,,,,,,,,,,
5071,86BSB1,Diesel,,,,,,,,,,,,,
5072,86BSB2,Elektriciteit,,,,,,,,,,,,,200.0
5073,86BSB3,Diesel,,,,,,,,,,,,,
5075,86BSB5,Diesel,,,,,,,,,,,,,
5076,86BSB6,Diesel,,,,,,,,,,,,,
5077,86BSB7,Diesel,,,,,,,,,,,,,
5078,86BSB8,Diesel,,,,,,,,,,,,,
5079,86BSB9,Diesel,,,,,,,,,,,,,
5090,86BSF3,Diesel,,,,,,,,,,,,,
5091,86BSF4,Diesel,,,,,,,,,,,,,
5092,86BSF5,LNG,,,,,,,,,,,,,
5093,86BSF5,Diesel,,,,,,,,,,,,,
5094,86BSF6,Diesel,,,,,,,,,,,,,
5095,86BSF7,Diesel,,,,,,,,,,,,,
5096,86BSF8,Diesel,,,,,,,,,,,,,
5097,86BSF9,Diesel,,,,,,,,,,,,,
5101,86BSG1,Diesel,,,,,,,,,,,,,
5102,86BSG3,Diesel,,,,,,,,,,,,,
5103,86BSG4,Diesel,,,,,,,,,,,,,
5104,86BSG5,Diesel,,,,,,,,,,,,,
5105,86BSG6,Diesel,,,,,,,,,,,,,
5106,86BSG7,Diesel,,,,,,,,,,,,,
5107,86BSG8,Diesel,,,,,,,,,,,,,
5108,86BSG9,Diesel,,,,,,,,,,,,,
5111,86BSH1,Diesel,,,,,,,,,,,,,
5112,86BSH2,Diesel,,,,,,,,,,,,,
5117,86BSH7,Diesel,,,,,,,,,,,,,
5119,86BSH9,Diesel,,,,,,,,,,,,,
5130,86BSJ6,Elektriciteit,,,,,,,,,,,,,298.0
5178,86BSP2,Diesel,,,,,,,,,,,,,
5194,86BSR7,Diesel,,,,,,,,,,,,,
23746,86MNDT,Benzine,,,,,,,,,,,,,
23747,86MNDV,Benzine,,,,,,,,,,,,,
23837,86MNLP,Benzine,,,,,,,,,,,,,
23846,86MNNH,Benzine,,,,,,,,,,,,,
23856,86MNNX,Benzine,,,,,,,,,,,,,
23857,86MNNZ,Benzine,,,,,,,,,,,,,
23858,86MNPB,Benzine,,,,,,,,,,,,,
23865,86MNPL,Benzine,,,,,,,,,,,,,
23869,86MNPT,Benzine,,,,,,,,,,,,,
23873,86MNRB,Benzine,,,,,,,,,,,,,
23875,86MNRF,Benzine,,,,,,,,,,,,,
23877,86MNRH,Benzine,,,,,,,,,,,,,
23879,86MNRK,Benzine,,,,,,,,,,,,,
23880,86MNRL,Benzine,,,,,,,,,,,,,
23881,86MNRN,Benzine,,,,,,,,,,,,,
23885,86MNRT,Benzine,,,,,,,,,,,,,
23886,86MNRV,Benzine,,,,,,,,,,,,,
23887,86MNRX,Benzine,,,,,,,,,,,,,
23889,86MNSF,Benzine,,,,,,,,,,,,,
23890,86MNSG,Benzine,,,,,,,,,,,,,
23892,86MNSJ,Benzine,,,,,,,,,,,,,
23895,86MNSN,Benzine,,,,,,,,,,,,,
23899,86MNSV,Benzine,,,,,,,,,,,,,
23900,86MNSX,Benzine,,,,,,,,,,,,,
23903,86MNTD,Benzine,,,,,,,,,,,,,
23904,86MNTF,Benzine,,,,,,,,,,,,,
23905,86MNTG,Benzine,,,,,,,,,,,,,
23906,86MNTH,Benzine,,,,,,,,,,,,,
23908,86MNTK,Benzine,,,,,,,,,,,,,
23909,86MNTL,Benzine,,,,,,,,,,,,,
23911,86MNTP,Benzine,,,,,,,,,,,,,
23912,86MNTR,Benzine,,,,,,,,,,,,,
23917,86MNTZ,Benzine,,,,,,,,,,,,,
23918,86MNVB,Benzine,,,,,,,,,,,,,
23920,86MNVF,Benzine,,,,,,,,,,,,,
23922,86MNVH,Benzine,,,,,,,,,,,,,
23924,86MNVK,Benzine,,,,,,,,,,,,,
23925,86MNVL,Benzine,,,,,,,,,,,,,
23926,86MNVN,Benzine,,,,,,,,,,,,,
23929,86MNVS,Benzine,,,,,,,,,,,,,
23931,86MNVV,Benzine,,,,,,,,,,,,,
23932,86MNVX,Benzine,,,,,,,,,,,,,
23933,86MNVZ,Benzine,,,,,,,,,,,,,
23935,86MNXD,Benzine,,,,,,,,,,,,,
23940,86MNXK,Benzine,,,,,,,,,,,,,
23941,86MNXL,Benzine,,,,,,,,,,,,,
23942,86MNXN,Benzine,,,,,,,,,,,,,
23943,86MNXP,Benzine,,,,,,,,,,,,,
23945,86MNXS,Benzine,,,,,,,,,,,,,
23947,86MNXV,Benzine,,,,,,,,,,,,,
23949,86MNXZ,Benzine,,,,,,,,,,,,,
23953,86MNZG,Benzine,,,,,,,,,,,,,
23957,86MNZL,Benzine,,,,,,,,,,,,,
23959,86MNZP,Benzine,,,,,,,,,,,,,
23961,86MNZS,Benzine,,,,,,,,,,,,,
23962,86MNZT,Benzine,,,,,,,,,,,,,
23967,86MPBD,Benzine,,,,,,,,,,,,,
23968,86MPBF,Benzine,,,,,,,,,,,,,
23970,86MPBH,Benzine,,,,,,,,,,,,,
23971,86MPBJ,Benzine,,,,,,,,,,,,,
23973,86MPBL,Benzine,,,,,,,,,,,,,
23974,86MPBN,Benzine,,,,,,,,,,,,,
23975,86MPBP,Benzine,,,,,,,,,,,,,
23978,86MPBT,Benzine,,,,,,,,,,,,,
23981,86MPBZ,Benzine,,,,,,,,,,,,,
23984,86MPDF,Benzine,,,,,,,,,,,,,
23987,86MPDK,Benzine,,,,,,,,,,,,,
23988,86MPDL,Benzine,,,,,,,,,,,,,
23989,86MPDN,Benzine,,,,,,,,,,,,,
23993,86MPDV,Benzine,,,,,,,,,,,,,
23994,86MPDX,Benzine,,,,,,,,,,,,,
23996,86MPFB,Benzine,,,,,,,,,,,,,
24000,86MPFH,Benzine,,,,,,,,,,,,,
24001,86MPFK,Benzine,,,,,,,,,,,,,
24004,86MPFP,Benzine,,,,,,,,,,,,,
24005,86MPFR,Benzine,,,,,,,,,,,,,
24006,86MPFS,Benzine,,,,,,,,,,,,,
24008,86MPFV,Benzine,,,,,,,,,,,,,
24009,86MPFX,Benzine,,,,,,,,,,,,,
24010,86MPFZ,Benzine,,,,,,,,,,,,,
24011,86MPGB,Benzine,,,,,,,,,,,,,
24012,86MPGD,Benzine,,,,,,,,,,,,,
24013,86MPGF,Benzine,,,,,,,,,,,,,
24015,86MPGH,Benzine,,,,,,,,,,,,,
24016,86MPGJ,Benzine,,,,,,,,,,,,,
24020,86MPGP,Benzine,,,,,,,,,,,,,
24021,86MPGR,Benzine,,,,,,,,,,,,,
24023,86MPGT,Benzine,,,,,,,,,,,,,
24024,86MPGV,Benzine,,,,,,,,,,,,,
24028,86MPHD,Elektriciteit,,,,,,,,,,,,,
24029,86MPHF,Benzine,,,,,,,,,,,,,
24030,86MPHG,Benzine,,,,,,,,,,,,,
24032,86MPHJ,Benzine,,,,,,,,,,,,,
24033,86MPHK,Benzine,,,,,,,,,,,,,
24035,86MPHN,Benzine,,,,,,,,,,,,,
24036,86MPHP,Benzine,,,,,,,,,,,,,
24037,86MPHR,Benzine,,,,,,,,,,,,,
24038,86MPHS,Benzine,,,,,,,,,,,,,
24042,86MPHZ,Benzine,,,,,,,,,,,,,
24046,86MPJJ,Benzine,,,,,,,,,,,,,
24049,86MPJN,Benzine,,,,,,,,,,,,,
24054,86MPJV,Benzine,,,,,,,,,,,,,
24059,86MPKF,Benzine,,,,,,,,,,,,,
24062,86MPKJ,Benzine,,,,,,,,,,,,,
24067,86MPKR,Benzine,,,,,,,,,,,,,
24070,86MPKV,Benzine,,,,,,,,,,,,,
24071,86MPKX,Benzine,,,,,,,,,,,,,
24072,86MPKZ,Benzine,,,,,,,,,,,,,
24075,86MPLF,Benzine,,,,,,,,,,,,,
24077,86MPLJ,Benzine,,2.2,50.0,,,,,,,,,,
24078,86MPLK,Benzine,,,,,,,,,,,,,
24079,86MPLL,Benzine,,,,,,,,,,,,,
24082,86MPLT,Benzine,,,,,,,,,,,,,
24083,86MPLV,Benzine,,,,,,,,,,,,,
24084,86MPLX,Benzine,,,,,,,,,,,,,
24090,86MPNH,Benzine,,,,,,,,,,,,,
24092,86MPNL,Benzine,,,,,,,,,,,,,
24093,86MPNN,Benzine,,,,,,,,,,,,,
24094,86MPNP,Benzine,,,,,,,,,,,,,
24095,86MPNR,Benzine,,,,,,,,,,,,,
24098,86MPNV,Benzine,,,,,,,,,,,,,
24101,86MPPB,Benzine,,,,,,,,,,,,,
24103,86MPPF,Benzine,,,,,,,,,,,,,
24105,86MPPH,Benzine,,,,,,,,,,,,,
24106,86MPPJ,Benzine,,,,,,,,,,,,,
24107,86MPPK,Benzine,,,,,,,,,,,,,
24110,86MPPP,Benzine,,,,,,,,,,,,,
24111,86MPPR,Benzine,,,,,,,,,,,,,
24114,86MPPV,Benzine,,,,,,,,,,,,,
24115,86MPPX,Benzine,,,,,,,,,,,,,
24119,86MPRF,Benzine,,,,,,,,,,,,,
24127,86MPRR,Benzine,,,,,,,,,,,,,
24133,86MPSB,Benzine,,,,,,,,,,,,,
24136,86MPSJ,Benzine,,,,,,,,,,,,,
24138,86MPSN,Benzine,,,,,,,,,,,,,
24140,86MPSR,Benzine,,,,,,,,,,,,,
24141,86MPST,Benzine,,,,,,,,,,,,,
24143,86MPSX,Benzine,,,,,,,,,,,,,
24149,86MPTJ,Benzine,,,,,,,,,,,,,
24151,86MPTL,Benzine,,,,,,,,,,,,,
24152,86MPTP,Benzine,,,,,,,,,,,,,
24158,86MPTZ,Benzine,,,,,,,,,,,,,
24159,86MPVB,Benzine,,,,,,,,,,,,,
24160,86MPVD,Benzine,,,,,,,,,,,,,
24161,86MPVF,Benzine,,,,,,,,,,,,,
24163,86MPVH,Benzine,,,,,,,,,,,,,
24169,86MPVR,Benzine,,,,,,,,,,,,,
24185,86MPXS,Benzine,,,,,,,,,,,,,
24187,86MPXV,Benzine,,,,,,,,,,,,,
24243,86MRFK,Benzine,,,,,,,,,,,,,
24262,86MRGT,Benzine,,,,,,,,,,,,,
24270,86MRHH,Benzine,,,,,,,,,,,,,
24289,86MRJP,Benzine,,,,,,,,,,,,,
24375,86MRTB,Benzine,,,,,,,,,,,,,
24400,86MRVZ,Benzine,,,,,,,,,,,,,
24409,86MRXT,Benzine,,,,,,,,,,,,,
54633,87BPH5,Diesel,,,,,,,,,,,,,
54738,87BPV6,Elektriciteit,,,,,,,,,,,,123.0,270.0
54777,87BRB4,Diesel,,,,,,,,,,,,,
54787,87BRD7,Diesel,,,,,,,,,,,,,
54792,87BRF1,Diesel,,,,,,,,,,,,,
54793,87BRF2,Diesel,,,,,,,,,,,,,
54794,87BRF3,Diesel,,,,,,,,,,,,,
54795,87BRF4,Diesel,,,,,,,,,,,,,
54796,87BRF6,Diesel,,,,,,,,,,,,,
54798,87BRF8,Diesel,,,,,,,,,,,,,
54799,87BRF9,Diesel,,,,,,,,,,,,,
54804,87BRG1,Diesel,,,,,,,,,,,,,
54805,87BRG3,Diesel,,,,,,,,,,,,,
54806,87BRG4,Diesel,,,,,,,,,,,,,
54807,87BRG5,Diesel,,,,,,,,,,,,,
54808,87BRG6,Diesel,,,,,,,,,,,,,
54809,87BRG8,Diesel,,,,,,,,,,,,,
54817,87BRH2,Diesel,,,,,,,,,,,,,
54818,87BRH3,Diesel,,,,,,,,,,,,,
54819,87BRH4,Diesel,,,,,,,,,,,,,
54820,87BRH6,Diesel,,,,,,,,,,,,,
54821,87BRH7,Diesel,,,,,,,,,,,,,
54822,87BRH8,Diesel,,,,,,,,,,,,,
54827,87BRJ1,Diesel,,,,,,,,,,,,,
54828,87BRJ3,Diesel,,,,,,,,,,,,,
