,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
23584,96BSF8,Diesel,,,,,,,,,,,,,
23593,96BSG3,Diesel,,,,,,,,,,,,,
23594,96BSG4,Diesel,,,,,,,,,,,,,
23601,96BSH1,Diesel,,,,,,,,,,,,,
23603,96BSH3,Waterstof,,,,,,,,,,,,,
23604,96BSH3,Elektriciteit,,,,,,,,,,,,,250.0
23607,96BSH7,Diesel,,,,,,,,,,,,,
23609,96BSH9,Diesel,,,,,,,,,,,,,
41557,96MJDJ,Elektriciteit,,,,,,,,,,,,,
42358,96MNLB,Benzine,,,,,,,,,,,,,
42380,96MNNL,Benzine,,,,,,,,,,,,,
42381,96MNNN,Benzine,,,,,,,,,,,,,
42387,96MNNX,Benzine,,,,,,,,,,,,,
42388,96MNNZ,Benzine,,,,,,,,,,,,,
42389,96MNPB,Benzine,,,,,,,,,,,,,
42392,96MNPG,Benzine,,,,,,,,,,,,,
42394,96MNPJ,Benzine,,,,,,,,,,,,,
42407,96MNRG,Benzine,,,,,,,,,,,,,
42408,96MNRH,Benzine,,,,,,,,,,,,,
42412,96MNRN,Benzine,,,,,,,,,,,,,
42414,96MNRR,Benzine,,,,,,,,,,,,,
42416,96MNRT,Benzine,,,,,,,,,,,,,
42417,96MNRV,Benzine,,,,,,,,,,,,,
42418,96MNRX,Benzine,,,,,,,,,,,,,
42420,96MNSF,Benzine,,,,,,,,,,,,,
42423,96MNSJ,Benzine,,,,,,,,,,,,,
42426,96MNSN,Benzine,,,,,,,,,,,,,
42427,96MNSP,Benzine,,,,,,,,,,,,,
42430,96MNSV,Benzine,,,,,,,,,,,,,
42432,96MNSZ,Benzine,,,,,,,,,,,,,
42434,96MNTD,Benzine,,,,,,,,,,,,,
42437,96MNTH,Benzine,,,,,,,,,,,,,
42438,96MNTJ,Benzine,,,,,,,,,,,,,
42440,96MNTL,Benzine,,,,,,,,,,,,,
42442,96MNTP,Benzine,,,,,,,,,,,,,
42446,96MNTV,Benzine,,,,,,,,,,,,,
42449,96MNVB,Benzine,,,,,,,,,,,,,
42451,96MNVF,Benzine,,,,,,,,,,,,,
42453,96MNVH,Benzine,,,,,,,,,,,,,
42454,96MNVJ,Benzine,,,,,,,,,,,,,
42455,96MNVK,Benzine,,,,,,,,,,,,,
42456,96MNVL,Benzine,,,,,,,,,,,,,
42457,96MNVN,Benzine,,,,,,,,,,,,,
42458,96MNVP,Benzine,,,,,,,,,,,,,
42462,96MNVV,Benzine,,,,,,,,,,,,,
42463,96MNVX,Benzine,,,,,,,,,,,,,
42464,96MNVZ,Benzine,,,,,,,,,,,,,
42466,96MNXD,Benzine,,,,,,,,,,,,,
42468,96MNXG,Benzine,,,,,,,,,,,,,
42470,96MNXJ,Benzine,,,,,,,,,,,,,
42472,96MNXL,Benzine,,,,,,,,,,,,,
42473,96MNXN,Benzine,,,,,,,,,,,,,
42474,96MNXP,Benzine,,,,,,,,,,,,,
42483,96MNZG,Benzine,,,,,,,,,,,,,
42486,96MNZL,Benzine,,,,,,,,,,,,,
42487,96MNZN,Benzine,,,,,,,,,,,,,
42488,96MNZP,Benzine,,,,,,,,,,,,,
42489,96MNZR,Benzine,,,,,,,,,,,,,
42491,96MNZT,Benzine,,,,,,,,,,,,,
42493,96MNZZ,Benzine,,,,,,,,,,,,,
42494,96MPBB,Benzine,,,,,,,,,,,,,
42495,96MPBF,Benzine,,,,,,,,,,,,,
42496,96MPBG,Benzine,,,,,,,,,,,,,
42498,96MPBJ,Benzine,,,,,,,,,,,,,
42499,96MPBK,Benzine,,,,,,,,,,,,,
42500,96MPBL,Benzine,,,,,,,,,,,,,
42501,96MPBN,Benzine,,,,,,,,,,,,,
42503,96MPBR,Benzine,,,,,,,,,,,,,
42505,96MPBT,Benzine,,,,,,,,,,,,,
42508,96MPBZ,Benzine,,,,,,,,,,,,,
42511,96MPDF,Benzine,,,,,,,,,,,,,
42512,96MPDG,Benzine,,,,,,,,,,,,,
42514,96MPDJ,Benzine,,,,,,,,,,,,,
42517,96MPDN,Benzine,,,,,,,,,,,,,
42523,96MPDX,Benzine,,,,,,,,,,,,,
42524,96MPDZ,Benzine,,,,,,,,,,,,,
42525,96MPFB,Benzine,,,,,,,,,,,,,
42527,96MPFF,Benzine,,,,,,,,,,,,,
42529,96MPFH,Benzine,,,,,,,,,,,,,
42530,96MPFK,Benzine,,,,,,,,,,,,,
42531,96MPFL,Benzine,,,,,,,,,,,,,
42532,96MPFN,Benzine,,,,,,,,,,,,,
42533,96MPFP,Benzine,,,,,,,,,,,,,
42534,96MPFR,Benzine,,,,,,,,,,,,,
42538,96MPFX,Benzine,,,,,,,,,,,,,
42540,96MPGB,Benzine,,,,,,,,,,,,,
42541,96MPGD,Benzine,,,,,,,,,,,,,
42542,96MPGF,Benzine,,,,,,,,,,,,,
42550,96MPGR,Benzine,,,,,,,,,,,,,
42551,96MPGS,Benzine,,,,,,,,,,,,,
42552,96MPGT,Benzine,,,,,,,,,,,,,
42553,96MPGV,Benzine,,,,,,,,,,,,,
42556,96MPHB,Benzine,,,,,,,,,,,,,
42557,96MPHD,Benzine,,,,,,,,,,,,,
42559,96MPHG,Benzine,,,,,,,,,,,,,
42561,96MPHJ,Benzine,,,,,,,,,,,,,
42563,96MPHL,Benzine,,,,,,,,,,,,,
42565,96MPHP,Benzine,,,,,,,,,,,,,
42566,96MPHR,Benzine,,,,,,,,,,,,,
42567,96MPHS,Benzine,,,,,,,,,,,,,
42570,96MPHZ,Benzine,,,,,,,,,,,,,
42571,96MPJB,Benzine,,,,,,,,,,,,,
42577,96MPJL,Benzine,,,,,,,,,,,,,
42582,96MPJT,Benzine,,,,,,,,,,,,,
42586,96MPKB,Benzine,,,,,,,,,,,,,
42587,96MPKD,Benzine,,,,,,,,,,,,,
42590,96MPKH,Benzine,,,,,,,,,,,,,
42592,96MPKK,Benzine,,,,,,,,,,,,,
42593,96MPKL,Benzine,,,,,,,,,,,,,
42594,96MPKN,Benzine,,,,,,,,,,,,,
42597,96MPKS,Benzine,,,,,,,,,,,,,
42598,96MPKT,Benzine,,,,,,,,,,,,,
42599,96MPKV,Benzine,,,,,,,,,,,,,
42600,96MPKX,Benzine,,,,,,,,,,,,,
42602,96MPLB,Benzine,,,,,,,,,,,,,
42604,96MPLF,Benzine,,,,,,,,,,,,,
42606,96MPLH,Benzine,,,,,,,,,,,,,
42612,96MPLR,Benzine,,,,,,,,,,,,,
42614,96MPLT,Benzine,,,,,,,,,,,,,
42615,96MPLV,Benzine,,,,,,,,,,,,,
42617,96MPLZ,Benzine,,,,,,,,,,,,,
42618,96MPNB,Benzine,,,,,,,,,,,,,
42619,96MPND,Benzine,,,,,,,,,,,,,
42620,96MPNF,Benzine,,,,,,,,,,,,,
42622,96MPNH,Benzine,,,,,,,,,,,,,
42623,96MPNJ,Benzine,,,,,,,,,,,,,
42625,96MPNL,Benzine,,,,,,,,,,,,,
42626,96MPNN,Benzine,,,,,,,,,,,,,
42628,96MPNR,Benzine,,,,,,,,,,,,,
42629,96MPNS,Benzine,,,,,,,,,,,,,
42631,96MPNV,Benzine,,,,,,,,,,,,,
42632,96MPNX,Benzine,,,,,,,,,,,,,
42635,96MPPD,Benzine,,,,,,,,,,,,,
42639,96MPPJ,Benzine,,,,,,,,,,,,,
42641,96MPPL,Benzine,,,,,,,,,,,,,
42645,96MPPS,Benzine,,,,,,,,,,,,,
42646,96MPPT,Benzine,,,,,,,,,,,,,
42648,96MPPX,Benzine,,,,,,,,,,,,,
42649,96MPPZ,Benzine,,,,,,,,,,,,,
42652,96MPRH,Benzine,,,,,,,,,,,,,
42653,96MPRJ,Benzine,,,,,,,,,,,,,
42655,96MPRL,Benzine,,,,,,,,,,,,,
42657,96MPRP,Benzine,,,,,,,,,,,,,
42661,96MPRV,Benzine,,,,,,,,,,,,,
42662,96MPRX,Benzine,,,,,,,,,,,,,
42663,96MPRZ,Benzine,,,,,,,,,,,,,
42664,96MPSB,Benzine,,,,,,,,,,,,,
42665,96MPSF,Benzine,,,,,,,,,,,,,
42667,96MPSH,Benzine,,,,,,,,,,,,,
42669,96MPSL,Benzine,,,,,,,,,,,,,
42674,96MPSV,Benzine,,,,,,,,,,,,,
42675,96MPSX,Benzine,,,,,,,,,,,,,
42678,96MPTD,Benzine,,,,,,,,,,,,,
42682,96MPTJ,Benzine,,,,,,,,,,,,,
42683,96MPTK,Benzine,,,,,,,,,,,,,
42688,96MPTS,Benzine,,,,,,,,,,,,,
42689,96MPTT,Benzine,,,,,,,,,,,,,
42692,96MPTZ,Benzine,,,,,,,,,,,,,
42698,96MPVJ,Benzine,,,,,,,,,,,,,
42700,96MPVL,Benzine,,,,,,,,,,,,,
42704,96MPVT,Benzine,,,,,,,,,,,,,
42706,96MPVX,Benzine,,,,,,,,,,,,,
42715,96MPXN,Benzine,,,,,,,,,,,,,
42719,96MPXT,Benzine,,,,,,,,,,,,,
42725,96MPZF,Benzine,,,,,,,,,,,,,
42747,96MRBL,Benzine,,,,,,,,,,,,,
42767,96MRDV,Benzine,,,,,,,,,,,,,
42785,96MRGF,Benzine,,,,,,,,,,,,,
42787,96MRGH,Benzine,,,,,,,,,,,,,
42804,96MRHK,Benzine,,,,,,,,,,,,,
42805,96MRHL,Benzine,,,,,,,,,,,,,
42806,96MRHN,Benzine,,,,,,,,,,,,,
42808,96MRHR,Benzine,,,,,,,,,,,,,
73389,97BPS9,Diesel,,,,,,,,,,,,,
73397,97BPT3,Diesel,,,,,,,,,,,,,
73423,97BPX4,Diesel,,,,,,,,,,,,,
73434,97BPZ2,Diesel,,,,,,,,,,,,,
73454,97BRB9,Diesel,,,,,,,,,,,,,
73459,97BRD3,Diesel,,,,,,,,,,,,,
73461,97BRD7,Diesel,,,,,,,,,,,,,
73462,97BRD9,Diesel,,,,,,,,,,,,,
73467,97BRF2,Diesel,,,,,,,,,,,,,
73468,97BRF3,Diesel,,,,,,,,,,,,,
73469,97BRF4,Diesel,,,,,,,,,,,,,
73470,97BRF5,Diesel,,,,,,,,,,,,,
73471,97BRF6,Diesel,,,,,,,,,,,,,
73472,97BRF9,Diesel,,,,,,,,,,,,,
73480,97BRG2,Diesel,,,,,,,,,,,,,
73481,97BRG3,Diesel,,,,,,,,,,,,,
73482,97BRG4,Diesel,,,,,,,,,,,,,
73483,97BRG5,Diesel,,,,,,,,,,,,,
73486,97BRG8,Diesel,,,,,,,,,,,,,
73495,97BRH3,Diesel,,,,,,,,,,,,,
73496,97BRH4,Diesel,,,,,,,,,,,,,
73497,97BRH5,Diesel,,,,,,,,,,,,,
73498,97BRH6,CNG,,,,,,,,,,,,,
73500,97BRH8,Diesel,,,,,,,,,,,,,
73501,97BRH9,Diesel,,,,,,,,,,,,,
73506,97BRJ1,Diesel,,,,,,,,,,,,,
73507,97BRJ2,Diesel,,,,,,,,,,,,,
73508,97BRJ3,Diesel,,,,,,,,,,,,,
73509,97BRJ8,Diesel,,,,,,,,,,,,,
73510,97BRJ9,Diesel,,,,,,,,,,,,,
73513,97BRK2,Diesel,,,,,,,,,,,,,
73514,97BRK3,Diesel,,,,,,,,,,,,,
73515,97BRK4,Diesel,,,,,,,,,,,,,
73516,97BRK6,Diesel,,,,,,,,,,,,,
73517,97BRK8,Diesel,,,,,,,,,,,,,
73518,97BRK9,Diesel,,,,,,,,,,,,,
73522,97BRL1,Diesel,,,,,,,,,,,,,
73523,97BRL3,Diesel,,,,,,,,,,,,,
73524,97BRL4,Diesel,,,,,,,,,,,,,
73526,97BRL7,Diesel,,,,,,,,,,,,,
73527,97BRL8,Diesel,,,,,,,,,,,,,
73528,97BRL9,Diesel,,,,,,,,,,,,,
73536,97BRN1,Diesel,,,,,,,,,,,,,
73537,97BRN2,Diesel,,,,,,,,,,,,,
73538,97BRN3,Diesel,,,,,,,,,,,,,
73540,97BRN6,Diesel,,,,,,,,,,,,,
73541,97BRN7,Diesel,,,,,,,,,,,,,
73542,97BRN8,Diesel,,,,,,,,,,,,,
73543,97BRN9,Diesel,,,,,,,,,,,,,
73547,97BRP2,Diesel,,,,,,,,,,,,,
73548,97BRP3,Diesel,,,,,,,,,,,,,
73549,97BRP4,Diesel,,,,,,,,,,,,,
73550,97BRP5,Diesel,,,,,,,,,,,,,
73551,97BRP6,Diesel,,,,,,,,,,,,,
73552,97BRP7,Diesel,,,,,,,,,,,,,
73554,97BRP9,Diesel,,,,,,,,,,,,,
73559,97BRR1,Diesel,,,,,,,,,,,,,
73560,97BRR2,Diesel,,,,,,,,,,,,,
73561,97BRR3,Diesel,,,,,,,,,,,,,
73562,97BRR4,Diesel,,,,,,,,,,,,,
73563,97BRR5,Diesel,,,,,,,,,,,,,
73564,97BRR6,Diesel,,,,,,,,,,,,,
73566,97BRR8,Diesel,,,,,,,,,,,,,
73567,97BRR9,Diesel,,,,,,,,,,,,,
73571,97BRS1,Diesel,,,,,,,,,,,,,
73573,97BRS4,Diesel,,,,,,,,,,,,,
73575,97BRS6,Diesel,,,,,,,,,,,,,
73576,97BRS9,Diesel,,,,,,,,,,,,,
73582,97BRT1,Diesel,,,,,,,,,,,,,
73583,97BRT2,Diesel,,,,,,,,,,,,,
73584,97BRT3,Diesel,,,,,,,,,,,,,
73586,97BRT5,Diesel,,,,,,,,,,,,,
73587,97BRT6,Diesel,6.6,7.6,199.0,,,,,,,,,,
73588,97BRT7,Diesel,,,,,,,,,,,,,
73589,97BRT8,Diesel,,,,,,,,,,,,,
73590,97BRT9,Diesel,,,,,,,,,,,,,
73602,97BRV2,CNG,,,,,,,,,,,,,
73603,97BRV5,Elektriciteit,,,,,,,,,,,,87.0,125.0
73604,97BRV6,Diesel,,,,,,,,,,,,,
73605,97BRV7,Diesel,,,,,,,,,,,,,
73606,97BRV8,Diesel,,,,,,,,,,,,,
73613,97BRX1,Diesel,,,,,,,,,,,,,
73614,97BRX2,Diesel,,,,,,,,,,,,,
73615,97BRX3,Diesel,,,,,,,,,,,,,
73617,97BRX5,Diesel,,,,,,,,,,,,,
73618,97BRX6,Diesel,,,,,,,,,,,,,
73619,97BRX8,Diesel,,,,,,,,,,,,,
73620,97BRX9,Diesel,,,,,,,,,,,,,
73624,97BRZ1,Elektriciteit,,,,,,,,,,,,,250.0
73625,97BRZ2,Diesel,,,,,,,,,,,,,
73626,97BRZ3,Diesel,,,,,,,,,,,,,
73628,97BRZ5,Diesel,,,,,,,,,,,,,
73629,97BRZ6,Diesel,,,,,,,,,,,,,
73630,97BRZ7,Diesel,,,,,,,,,,,,,
73631,97BRZ8,Diesel,,,,,,,,,,,,,
73632,97BRZ9,Diesel,,,,,,,,,,,,,
73638,97BSB2,LNG,,,,,,,,,,,,,
73639,97BSB3,Diesel,,,,,,,,,,,,,
73640,97BSB4,Diesel,,,,,,,,,,,,,
73641,97BSB5,Diesel,,,,,,,,,,,,,
73642,97BSB6,Diesel,,,,,,,,,,,,,
73643,97BSB7,Diesel,,,,,,,,,,,,,
73644,97BSB8,Diesel,,,,,,,,,,,,,
73645,97BSB9,Diesel,,,,,,,,,,,,,
73654,97BSF2,Diesel,,,,,,,,,,,,,
73657,97BSF6,Diesel,,,,,,,,,,,,,
73658,97BSF7,Diesel,,,,,,,,,,,,,
73659,97BSF9,Diesel,,,,,,,,,,,,,
73666,97BSG1,Diesel,,,,,,,,,,,,,
73667,97BSG2,Diesel,,,,,,,,,,,,,
73669,97BSG4,Diesel,,,,,,,,,,,,,
73672,97BSG8,Diesel,,,,,,,,,,,,,
73678,97BSH1,Diesel,,,,,,,,,,,,,
73680,97BSH3,Waterstof,,,,,,,,,,,,,
73681,97BSH3,Elektriciteit,,,,,,,,,,,,,250.0
73691,97BSJ3,Elektriciteit,,,,,,,,,,,,,370.0
73692,97BSJ3,Diesel,,,,,,,,,,,,,
73696,97BSJ7,Diesel,,,,,,,,,,,,,
73697,97BSJ8,Diesel,,,,,,,,,,,,,
73698,97BSJ9,Diesel,,,,,,,,,,,,,
73723,97BSL8,Diesel,,,,,,,,,,,,,
92556,97MNLN,Benzine,,,,,,,,,,,,,
92557,97MNLP,Benzine,,,,,,,,,,,,,
92570,97MNNL,Benzine,,,,,,,,,,,,,
92577,97MNNX,Benzine,,,,,,,,,,,,,
92579,97MNPB,Benzine,,,,,,,,,,,,,
92586,97MNPN,Benzine,,,,,,,,,,,,,
92589,97MNPS,Benzine,,,,,,,,,,,,,
92592,97MNPX,Benzine,,,,,,,,,,,,,
92595,97MNRF,Benzine,,,,,,,,,,,,,
92597,97MNRH,Benzine,,,,,,,,,,,,,
92601,97MNRN,Benzine,,,,,,,,,,,,,
92603,97MNRR,Benzine,,,,,,,,,,,,,
92605,97MNRT,Benzine,,,,,,,,,,,,,
92606,97MNRV,Benzine,,,,,,,,,,,,,
92607,97MNRX,Benzine,,,,,,,,,,,,,
92609,97MNSF,Benzine,,,,,,,,,,,,,
92612,97MNSJ,Benzine,,,,,,,,,,,,,
92613,97MNSK,Benzine,,,,,,,,,,,,,
92615,97MNSN,Benzine,,,,,,,,,,,,,
92616,97MNSP,Benzine,,,,,,,,,,,,,
92621,97MNSZ,Benzine,,,,,,,,,,,,,
92623,97MNTD,Benzine,,,,,,,,,,,,,
92624,97MNTF,Benzine,,,,,,,,,,,,,
92626,97MNTH,Benzine,,,,,,,,,,,,,
92627,97MNTJ,Benzine,,,,,,,,,,,,,
92629,97MNTL,Benzine,,,,,,,,,,,,,
92631,97MNTP,Benzine,,,,,,,,,,,,,
92632,97MNTR,Benzine,,,,,,,,,,,,,
92633,97MNTS,Benzine,,,,,,,,,,,,,
92635,97MNTV,Benzine,,,,,,,,,,,,,
92638,97MNVB,Benzine,,,,,,,,,,,,,
92640,97MNVF,Benzine,,,,,,,,,,,,,
92642,97MNVH,Benzine,,,,,,,,,,,,,
92643,97MNVJ,Benzine,,,,,,,,,,,,,
92644,97MNVK,Benzine,,,,,,,,,,,,,
92645,97MNVL,Benzine,,,,,,,,,,,,,
92646,97MNVN,Benzine,,,,,,,,,,,,,
92647,97MNVP,Benzine,,,,,,,,,,,,,
92649,97MNVS,Benzine,,,,,,,,,,,,,
92651,97MNVV,Benzine,,,,,,,,,,,,,
92652,97MNVX,Benzine,,,,,,,,,,,,,
92653,97MNVZ,Benzine,,,,,,,,,,,,,
92659,97MNXJ,Benzine,,,,,,,,,,,,,
92661,97MNXL,Benzine,,,,,,,,,,,,,
92662,97MNXN,Benzine,,,,,,,,,,,,,
92663,97MNXP,Benzine,,,,,,,,,,,,,
92672,97MNZG,Benzine,,,,,,,,,,,,,
92676,97MNZL,Benzine,,,,,,,,,,,,,
92677,97MNZN,Benzine,,,,,,,,,,,,,
92678,97MNZP,Benzine,,,,,,,,,,,,,
92679,97MNZR,Benzine,,,,,,,,,,,,,
92681,97MNZT,Benzine,,,,,,,,,,,,,
92682,97MNZV,Benzine,,,,,,,,,,,,,
92684,97MNZZ,Benzine,,,,,,,,,,,,,
92686,97MPBB,Benzine,,,,,,,,,,,,,
92687,97MPBD,Benzine,,,,,,,,,,,,,
92688,97MPBF,Benzine,,,,,,,,,,,,,
92689,97MPBG,Benzine,,,,,,,,,,,,,
92691,97MPBJ,Benzine,,,,,,,,,,,,,
92692,97MPBK,Benzine,,,,,,,,,,,,,
92694,97MPBN,Benzine,,,,,,,,,,,,,
92696,97MPBR,Benzine,,,,,,,,,,,,,
92697,97MPBS,Benzine,,,,,,,,,,,,,
92700,97MPBZ,Benzine,,,,,,,,,,,,,
92701,97MPDB,Benzine,,,,,,,,,,,,,
92703,97MPDF,Benzine,,,,,,,,,,,,,
92704,97MPDG,Benzine,,,,,,,,,,,,,
92705,97MPDH,Benzine,,,,,,,,,,,,,
92706,97MPDJ,Benzine,,,,,,,,,,,,,
92709,97MPDN,Benzine,,,,,,,,,,,,,
92712,97MPDS,Benzine,,,,,,,,,,,,,
92715,97MPDX,Benzine,,,,,,,,,,,,,
92716,97MPDZ,Benzine,,,,,,,,,,,,,
92717,97MPFB,Benzine,,,,,,,,,,,,,
92719,97MPFF,Benzine,,,,,,,,,,,,,
92721,97MPFH,Benzine,,,,,,,,,,,,,
92722,97MPFJ,Benzine,,,,,,,,,,,,,
92724,97MPFL,Benzine,,,,,,,,,,,,,
92725,97MPFN,Benzine,,,,,,,,,,,,,
92727,97MPFR,Benzine,,,,,,,,,,,,,
92730,97MPFX,Benzine,,,,,,,,,,,,,
92731,97MPGD,Benzine,,,,,,,,,,,,,
92732,97MPGF,Benzine,,,,,,,,,,,,,
92740,97MPGR,Benzine,,,,,,,,,,,,,
92741,97MPGS,Benzine,,,,,,,,,,,,,
92743,97MPGV,Benzine,,,,,,,,,,,,,
92746,97MPHB,Benzine,,,,,,,,,,,,,
92747,97MPHF,Benzine,,,,,,,,,,,,,
92748,97MPHG,Benzine,,,,,,,,,,,,,
92749,97MPHH,Benzine,,,,,,,,,,,,,
92750,97MPHJ,Benzine,,,,,,,,,,,,,
92752,97MPHL,Benzine,,,,,,,,,,,,,
92754,97MPHP,Benzine,,,,,,,,,,,,,
92755,97MPHR,Benzine,,,,,,,,,,,,,
92756,97MPHS,Benzine,,,,,,,,,,,,,
92757,97MPHT,Benzine,,,,,,,,,,,,,
92760,97MPHZ,Benzine,,,,,,,,,,,,,
92761,97MPJB,Benzine,,,,,,,,,,,,,
92764,97MPJG,Benzine,,,,,,,,,,,,,
92767,97MPJL,Benzine,,,,,,,,,,,,,
92768,97MPJN,Benzine,,,,,,,,,,,,,
92771,97MPJT,Benzine,,,,,,,,,,,,,
92774,97MPJZ,Benzine,,,,,,,,,,,,,
92776,97MPKD,Benzine,,,,,,,,,,,,,
92777,97MPKF,Benzine,,,,,,,,,,,,,
92781,97MPKK,Benzine,,,,,,,,,,,,,
