,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
92782,97MPKL,Benzine,,,,,,,,,,,,,
92783,97MPKN,Benzine,,,,,,,,,,,,,
92786,97MPKS,Benzine,,,,,,,,,,,,,
92787,97MPKT,Benzine,,,,,,,,,,,,,
92789,97MPKX,Benzine,,,,,,,,,,,,,
92791,97MPLB,Benzine,,,,,,,,,,,,,
92793,97MPLF,Benzine,,,,,,,,,,,,,
92795,97MPLH,Benzine,,,,,,,,,,,,,
92798,97MPLL,Benzine,,,,,,,,,,,,,
92801,97MPLR,Benzine,,,,,,,,,,,,,
92803,97MPLT,Benzine,,,,,,,,,,,,,
92804,97MPLV,Benzine,,,,,,,,,,,,,
92806,97MPLZ,Benzine,,,,,,,,,,,,,
92807,97MPNB,Benzine,,,,,,,,,,,,,
92808,97MPND,Benzine,,,,,,,,,,,,,
92809,97MPNF,Benzine,,,,,,,,,,,,,
92810,97MPNH,Benzine,,,,,,,,,,,,,
92811,97MPNJ,Benzine,,,,,,,,,,,,,
92813,97MPNL,Benzine,,,,,,,,,,,,,
92816,97MPNR,Benzine,,,,,,,,,,,,,
92820,97MPNX,Benzine,,,,,,,,,,,,,
92823,97MPPD,Benzine,,,,,,,,,,,,,
92825,97MPPG,Benzine,,,,,,,,,,,,,
92827,97MPPJ,Benzine,,,,,,,,,,,,,
92833,97MPPS,Benzine,,,,,,,,,,,,,
92836,97MPPX,Benzine,,,,,,,,,,,,,
92837,97MPPZ,Benzine,,,,,,,,,,,,,
92838,97MPRB,Benzine,,,,,,,,,,,,,
92842,97MPRH,Benzine,,,,,,,,,,,,,
92843,97MPRJ,Benzine,,,,,,,,,,,,,
92845,97MPRL,Benzine,,,,,,,,,,,,,
92847,97MPRP,Benzine,,,,,,,,,,,,,
92849,97MPRS,Benzine,,,,,,,,,,,,,
92851,97MPRV,Benzine,,,,,,,,,,,,,
92852,97MPRX,Benzine,,,,,,,,,,,,,
92854,97MPSB,Benzine,,,,,,,,,,,,,
92855,97MPSF,Benzine,,,,,,,,,,,,,
92860,97MPSL,Benzine,,,,,,,,,,,,,
92861,97MPSN,Benzine,,3.2,74.0,,,,,,,,,,
92862,97MPSP,Benzine,,,,,,,,,,,,,
92864,97MPST,Benzine,,,,,,,,,,,,,
92865,97MPSV,Benzine,,,,,,,,,,,,,
92868,97MPTB,Benzine,,,,,,,,,,,,,
92880,97MPTT,Benzine,,,,,,,,,,,,,
92883,97MPTZ,Benzine,,,,,,,,,,,,,
92885,97MPVF,Benzine,,,,,,,,,,,,,
92888,97MPVJ,Benzine,,,,,,,,,,,,,
92890,97MPVL,Benzine,,,,,,,,,,,,,
92894,97MPVS,Benzine,,,,,,,,,,,,,
92895,97MPVT,Benzine,,,,,,,,,,,,,
92954,97MRDS,Benzine,,,,,,,,,,,,,
92975,97MRGD,Benzine,,,,,,,,,,,,,
92976,97MRGF,Benzine,,,,,,,,,,,,,
92978,97MRGH,Benzine,,,,,,,,,,,,,
92991,97MRHD,Benzine,,,,,,,,,,,,,
92995,97MRHK,Benzine,,,,,,,,,,,,,
93047,97MRLX,Benzine,,,,,,,,,,,,,
93066,97MRPG,Benzine,,,,,,,,,,,,,
93082,97MRRJ,Benzine,,,,,,,,,,,,,
93121,97MRVN,Benzine,,,,,,,,,,,,,
123406,98BPJ2,Diesel,,,,,,,,,,,,,
123503,98BPV6,Elektriciteit,,,,,,,,,,,,123.0,270.0
123549,98BRB8,Diesel,,,,,,,,,,,,,
123550,98BRB9,Diesel,,,,,,,,,,,,,
123554,98BRD1,Diesel,,,,,,,,,,,,,
123555,98BRD3,Diesel,,,,,,,,,,,,,
123556,98BRD4,Diesel,,,,,,,,,,,,,
123558,98BRD7,Diesel,,,,,,,,,,,,,
123566,98BRF2,Diesel,,,,,,,,,,,,,
123567,98BRF3,Diesel,,,,,,,,,,,,,
123568,98BRF4,Diesel,,,,,,,,,,,,,
123571,98BRF9,Diesel,,,,,,,,,,,,,
123578,98BRG1,Diesel,,,,,,,,,,,,,
123579,98BRG2,Diesel,,,,,,,,,,,,,
123580,98BRG4,Diesel,7.9,8.4,219.0,,,,,,,,,,
123584,98BRG9,Diesel,,,,,,,,,,,,,
123591,98BRH2,LNG,,,,,,,,,,,,,
123592,98BRH2,Diesel,,,,,,,,,,,,,
123593,98BRH3,LNG,,,,,,,,,,,,,
123595,98BRH5,Diesel,,,,,,,,,,,,,
123596,98BRH6,Diesel,,,,,,,,,,,,,
123598,98BRH9,Diesel,,,,,,,,,,,,,
123605,98BRJ1,Diesel,,,,,,,,,,,,,
123606,98BRJ2,Diesel,,,,,,,,,,,,,
123607,98BRJ3,Diesel,,,,,,,,,,,,,
123610,98BRJ9,Diesel,,,,,,,,,,,,,
123618,98BRK1,Diesel,,,,,,,,,,,,,
123619,98BRK2,Diesel,6.8,7.8,205.0,,,,,,,,,,
123620,98BRK3,Diesel,,,,,,,,,,,,,
123621,98BRK4,Diesel,,,,,,,,,,,,,
123622,98BRK6,Diesel,,,,,,,,,,,,,
123623,98BRK7,LNG,,,,,,,,,,,,,
123624,98BRK7,Diesel,,,,,,,,,,,,,
123625,98BRK8,Diesel,,,,,,,,,,,,,
123626,98BRK9,Diesel,,,,,,,,,,,,,
123631,98BRL1,Diesel,,,,,,,,,,,,,
123632,98BRL2,Diesel,,,,,,,,,,,,,
123633,98BRL3,Diesel,,,,,,,,,,,,,
123635,98BRL6,Diesel,,,,,,,,,,,,,
123636,98BRL7,Diesel,,,,,,,,,,,,,
123637,98BRL8,Diesel,,,,,,,,,,,,,
123638,98BRL9,Diesel,,,,,,,,,,,,,
123644,98BRN1,Diesel,,,,,,,,,,,,,
123645,98BRN2,Diesel,,,,,,,,,,,,,
123646,98BRN4,Diesel,,,,,,,,,,,,,
123647,98BRN5,Diesel,,,,,,,,,,,,,
123648,98BRN7,Diesel,,,,,,,,,,,,,
123650,98BRN9,Diesel,,,,,,,,,,,,,
123654,98BRP2,Diesel,,,,,,,,,,,,,
123655,98BRP3,Diesel,,,,,,,,,,,,,
123656,98BRP4,Diesel,,,,,,,,,,,,,
123657,98BRP5,Diesel,,,,,,,,,,,,,
123658,98BRP6,Diesel,,,,,,,,,,,,,
123659,98BRP7,Diesel,,,,,,,,,,,,,
123660,98BRP8,Diesel,,,,,,,,,,,,,
123661,98BRP9,Diesel,,,,,,,,,,,,,
123669,98BRR2,Diesel,,,,,,,,,,,,,
123670,98BRR3,Diesel,,,,,,,,,,,,,
123671,98BRR4,Diesel,,,,,,,,,,,,,
123672,98BRR5,Diesel,,,,,,,,,,,,,
123675,98BRR9,Diesel,,,,,,,,,,,,,
123683,98BRS1,Diesel,,,,,,,,,,,,,
123684,98BRS4,Diesel,,,,,,,,,,,,,
123685,98BRS5,Diesel,,,,,,,,,,,,,
123686,98BRS6,Diesel,,,,,,,,,,,,,
123687,98BRS7,Elektriciteit,,,,,,,,,,,,,240.0
123696,98BRT2,Diesel,,,,,,,,,,,,,
123697,98BRT3,Diesel,,,,,,,,,,,,,
123698,98BRT4,Diesel,,,,,,,,,,,,,
123699,98BRT5,Diesel,,,,,,,,,,,,,
123700,98BRT6,Diesel,,,,,,,,,,,,,
123701,98BRT7,Diesel,,,,,,,,,,,,,
123702,98BRT8,Diesel,,,,,,,,,,,,,
123709,98BRV2,Diesel,,,,,,,,,,,,,
123711,98BRV5,Elektriciteit,,,,,,,,,,,,87.0,125.0
123712,98BRV6,Diesel,,,,,,,,,,,,,
123713,98BRV7,Diesel,,,,,,,,,,,,,
123715,98BRV9,Diesel,,,,,,,,,,,,,
123718,98BRX1,Diesel,,,,,,,,,,,,,
123719,98BRX2,Diesel,,,,,,,,,,,,,
123720,98BRX3,Diesel,,,,,,,,,,,,,
123721,98BRX4,Diesel,,,,,,,,,,,,,
123722,98BRX5,Diesel,,,,,,,,,,,,,
123724,98BRX7,Diesel,,,,,,,,,,,,,
123725,98BRX9,Diesel,,,,,,,,,,,,,
123732,98BRZ1,Elektriciteit,,,,,,,,,,,,,250.0
123736,98BRZ5,Diesel,,,,,,,,,,,,,
123737,98BRZ6,Diesel,,,,,,,,,,,,,
123738,98BRZ7,Diesel,,,,,,,,,,,,,
123742,98BSB1,Diesel,,,,,,,,,,,,,
123743,98BSB2,Diesel,,,,,,,,,,,,,
123745,98BSB5,Diesel,,,,,,,,,,,,,
123746,98BSB6,Diesel,,,,,,,,,,,,,
123747,98BSB7,Diesel,,,,,,,,,,,,,
123757,98BSF1,Diesel,,,,,,,,,,,,,
123758,98BSF2,Diesel,,,,,,,,,,,,,
123759,98BSF3,Diesel,,,,,,,,,,,,,
123761,98BSF5,Diesel,,,,,,,,,,,,,
123763,98BSF7,Diesel,,,,,,,,,,,,,
123764,98BSF9,Diesel,,,,,,,,,,,,,
123770,98BSG1,Diesel,,,,,,,,,,,,,
123773,98BSG4,Diesel,,,,,,,,,,,,,
123774,98BSG5,Diesel,,,,,,,,,,,,,
123776,98BSG7,Diesel,,,,,,,,,,,,,
123778,98BSG9,Diesel,,,,,,,,,,,,,
123785,98BSH1,Diesel,,,,,,,,,,,,,
123789,98BSH5,Diesel,,,,,,,,,,,,,
123791,98BSH7,Diesel,,,,,,,,,,,,,
123792,98BSH8,Diesel,,,,,,,,,,,,,
123914,98BSZ1,Diesel,,,,,,,,,,,,,
142247,98MLRD,Benzine,,5.9,135.0,,,,,,,,,,
142455,98MNLP,Benzine,,,,,,,,,,,,,
142468,98MNNL,Benzine,,,,,,,,,,,,,
142475,98MNNX,Benzine,,,,,,,,,,,,,
142477,98MNPB,Benzine,,,,,,,,,,,,,
142485,98MNPN,Benzine,,,,,,,,,,,,,
142490,98MNPX,Benzine,,,,,,,,,,,,,
142494,98MNRF,Benzine,,,,,,,,,,,,,
142495,98MNRG,Benzine,,,,,,,,,,,,,
142496,98MNRH,Benzine,,,,,,,,,,,,,
142500,98MNRN,Benzine,,,,,,,,,,,,,
142502,98MNRR,Benzine,,,,,,,,,,,,,
142504,98MNRT,Benzine,,,,,,,,,,,,,
142505,98MNRV,Benzine,,,,,,,,,,,,,
142506,98MNRX,Benzine,,,,,,,,,,,,,
142508,98MNSF,Benzine,,,,,,,,,,,,,
142511,98MNSJ,Benzine,,,,,,,,,,,,,
142512,98MNSK,Benzine,,,,,,,,,,,,,
142514,98MNSN,Benzine,,,,,,,,,,,,,
142515,98MNSP,Benzine,,,,,,,,,,,,,
142518,98MNSV,Benzine,,,,,,,,,,,,,
142520,98MNSZ,Benzine,,,,,,,,,,,,,
142522,98MNTD,Benzine,,,,,,,,,,,,,
142523,98MNTF,Benzine,,,,,,,,,,,,,
142525,98MNTH,Benzine,,,,,,,,,,,,,
142530,98MNTP,Benzine,,,,,,,,,,,,,
142532,98MNTS,Benzine,,,,,,,,,,,,,
142534,98MNTV,Benzine,,,,,,,,,,,,,
142535,98MNTX,Benzine,,,,,,,,,,,,,
142536,98MNTZ,Benzine,,,,,,,,,,,,,
142537,98MNVB,Benzine,,,,,,,,,,,,,
142539,98MNVF,Benzine,,,,,,,,,,,,,
142541,98MNVH,Benzine,,,,,,,,,,,,,
142542,98MNVJ,Benzine,,,,,,,,,,,,,
142543,98MNVK,Benzine,,,,,,,,,,,,,
142545,98MNVN,Benzine,,,,,,,,,,,,,
142546,98MNVP,Benzine,,,,,,,,,,,,,
142547,98MNVS,Benzine,,,,,,,,,,,,,
142549,98MNVV,Benzine,,,,,,,,,,,,,
142550,98MNVX,Benzine,,,,,,,,,,,,,
142551,98MNVZ,Benzine,,,,,,,,,,,,,
142555,98MNXG,Benzine,,,,,,,,,,,,,
142556,98MNXH,Benzine,,,,,,,,,,,,,
142557,98MNXJ,Benzine,,,,,,,,,,,,,
142559,98MNXL,Benzine,,,,,,,,,,,,,
142560,98MNXN,Benzine,,,,,,,,,,,,,
142561,98MNXP,Benzine,,,,,,,,,,,,,
142566,98MNXZ,Benzine,,,,,,,,,,,,,
142569,98MNZF,Benzine,,,,,,,,,,,,,
142570,98MNZG,Benzine,,,,,,,,,,,,,
142572,98MNZJ,Benzine,,,,,,,,,,,,,
142574,98MNZL,Benzine,,,,,,,,,,,,,
142575,98MNZN,Benzine,,,,,,,,,,,,,
142576,98MNZP,Benzine,,,,,,,,,,,,,
142577,98MNZR,Benzine,,,,,,,,,,,,,
142578,98MNZT,Benzine,,,,,,,,,,,,,
142579,98MNZV,Benzine,,,,,,,,,,,,,
142580,98MNZZ,Benzine,,,,,,,,,,,,,
142582,98MPBB,Benzine,,,,,,,,,,,,,
142583,98MPBD,Benzine,,,,,,,,,,,,,
142584,98MPBF,Benzine,,,,,,,,,,,,,
142585,98MPBG,Benzine,,,,,,,,,,,,,
142587,98MPBJ,Benzine,,,,,,,,,,,,,
142588,98MPBK,Benzine,,,,,,,,,,,,,
142590,98MPBN,Benzine,,,,,,,,,,,,,
142592,98MPBR,Benzine,,,,,,,,,,,,,
142597,98MPBZ,Benzine,,,,,,,,,,,,,
142598,98MPDB,Benzine,,,,,,,,,,,,,
142600,98MPDF,Benzine,,,,,,,,,,,,,
142601,98MPDG,Benzine,,,,,,,,,,,,,
142603,98MPDJ,Benzine,,,,,,,,,,,,,
142609,98MPDS,Benzine,,,,,,,,,,,,,
142612,98MPDX,Benzine,,,,,,,,,,,,,
142614,98MPFB,Benzine,,,,,,,,,,,,,
142616,98MPFF,Benzine,,,,,,,,,,,,,
142617,98MPFH,Benzine,,,,,,,,,,,,,
142621,98MPFN,Benzine,,,,,,,,,,,,,
142622,98MPFP,Benzine,,,,,,,,,,,,,
142623,98MPFR,Benzine,,,,,,,,,,,,,
142625,98MPFT,Benzine,,,,,,,,,,,,,
142627,98MPFX,Benzine,,,,,,,,,,,,,
142628,98MPFZ,Benzine,,,,,,,,,,,,,
142629,98MPGB,Benzine,,,,,,,,,,,,,
142630,98MPGD,Benzine,,,,,,,,,,,,,
142631,98MPGF,Benzine,,,,,,,,,,,,,
142640,98MPGS,Benzine,,,,,,,,,,,,,
142641,98MPGT,Benzine,,,,,,,,,,,,,
142642,98MPGV,Benzine,,,,,,,,,,,,,
142645,98MPHB,Benzine,,,,,,,,,,,,,
142647,98MPHF,Benzine,,,,,,,,,,,,,
142649,98MPHH,Benzine,,2.4,53.0,,,,,,,,,,
142652,98MPHL,Benzine,,,,,,,,,,,,,
142653,98MPHP,Benzine,,,,,,,,,,,,,
142654,98MPHR,Benzine,,,,,,,,,,,,,
142655,98MPHS,Benzine,,,,,,,,,,,,,
142656,98MPHT,Benzine,,,,,,,,,,,,,
142659,98MPHZ,Benzine,,3.2,74.0,,,,,,,,,,
142660,98MPJB,Benzine,,,,,,,,,,,,,
142661,98MPJD,Benzine,,,,,,,,,,,,,
142663,98MPJG,Benzine,,,,,,,,,,,,,
142667,98MPJL,Benzine,,,,,,,,,,,,,
142668,98MPJN,Benzine,,,,,,,,,,,,,
142672,98MPJT,Benzine,,,,,,,,,,,,,
142673,98MPJV,Benzine,,,,,,,,,,,,,
142675,98MPJZ,Benzine,,,,,,,,,,,,,
142677,98MPKD,Benzine,,,,,,,,,,,,,
142680,98MPKH,Benzine,,,,,,,,,,,,,
142682,98MPKK,Benzine,,,,,,,,,,,,,
142683,98MPKL,Benzine,,,,,,,,,,,,,
142684,98MPKN,Benzine,,,,,,,,,,,,,
142686,98MPKR,Benzine,,,,,,,,,,,,,
142687,98MPKS,Benzine,,,,,,,,,,,,,
142688,98MPKT,Benzine,,,,,,,,,,,,,
142689,98MPKX,Benzine,,,,,,,,,,,,,
142692,98MPLD,Benzine,,,,,,,,,,,,,
142693,98MPLF,Benzine,,,,,,,,,,,,,
142695,98MPLH,Benzine,,,,,,,,,,,,,
142698,98MPLL,Benzine,,,,,,,,,,,,,
142701,98MPLR,Benzine,,,,,,,,,,,,,
142702,98MPLT,Benzine,,,,,,,,,,,,,
142703,98MPLV,Benzine,,,,,,,,,,,,,
142705,98MPLZ,Benzine,,,,,,,,,,,,,
142706,98MPNB,Benzine,,,,,,,,,,,,,
142708,98MPNF,Benzine,,,,,,,,,,,,,
142710,98MPNH,Benzine,,,,,,,,,,,,,
142711,98MPNJ,Benzine,,,,,,,,,,,,,
142717,98MPNS,Benzine,,,,,,,,,,,,,
142720,98MPNX,Benzine,,,,,,,,,,,,,
142723,98MPPD,Benzine,,,,,,,,,,,,,
142725,98MPPG,Benzine,,,,,,,,,,,,,
142730,98MPPR,Benzine,,,,,,,,,,,,,
142731,98MPPS,Benzine,,,,,,,,,,,,,
142734,98MPPX,Benzine,,,,,,,,,,,,,
142735,98MPPZ,Benzine,,,,,,,,,,,,,
142736,98MPRB,Benzine,,,,,,,,,,,,,
142737,98MPRD,Benzine,,,,,,,,,,,,,
142742,98MPRL,Benzine,,,,,,,,,,,,,
142746,98MPRS,Benzine,,,,,,,,,,,,,
142748,98MPRV,Benzine,,,,,,,,,,,,,
142751,98MPSB,Benzine,,,,,,,,,,,,,
142752,98MPSF,Benzine,,,,,,,,,,,,,
142757,98MPSL,Benzine,,,,,,,,,,,,,
142758,98MPSP,Benzine,,,,,,,,,,,,,
142760,98MPST,Benzine,,,,,,,,,,,,,
142761,98MPSV,Benzine,,,,,,,,,,,,,
142765,98MPTF,Benzine,,,,,,,,,,,,,
142769,98MPTK,Benzine,,,,,,,,,,,,,
142773,98MPTR,Benzine,,,,,,,,,,,,,
142775,98MPTT,Benzine,,,,,,,,,,,,,
142780,98MPVD,Benzine,,,,,,,,,,,,,
142784,98MPVJ,Benzine,,,,,,,,,,,,,
142785,98MPVL,Benzine,,,,,,,,,,,,,
142810,98MPZF,Benzine,,,,,,,,,,,,,
142868,98MRFV,Benzine,,,,,,,,,,,,,
142893,98MRHL,Benzine,,,,,,,,,,,,,
142898,98MRHT,Benzine,,,,,,,,,,,,,
142911,98MRJP,Benzine,,,,,,,,,,,,,
142939,98MRLR,Benzine,,,,,,,,,,,,,
143015,98MRVN,Benzine,,,,,,,,,,,,,
173211,99BNK3,Diesel,,,,,,,,,,,,,
173362,99BPF1,Diesel,,,,,,,,,,,,,
173474,99BPS8,Diesel,7.5,8.8,230.0,,,,,,,,,,
173480,99BPT1,Elektriciteit,,,,,,,,,,,,,205.0
173499,99BPV6,Elektriciteit,,,,,,,,,,,,123.0,270.0
173519,99BPZ2,Diesel,,,,,,,,,,,,,
173520,99BPZ3,Diesel,,,,,,,,,,,,,
173536,99BRB6,Diesel,,,,,,,,,,,,,
173538,99BRB9,Diesel,,,,,,,,,,,,,
173546,99BRD3,Diesel,,,,,,,,,,,,,
173547,99BRD5,Diesel,,,,,,,,,,,,,
173549,99BRD7,Diesel,,,,,,,,,,,,,
173555,99BRF3,Diesel,,,,,,,,,,,,,
173556,99BRF4,LNG,,,,,,,,,,,,,
173557,99BRF5,Diesel,,,,,,,,,,,,,
173558,99BRF7,Diesel,,,,,,,,,,,,,
173559,99BRF8,Diesel,,,,,,,,,,,,,
173562,99BRG3,Diesel,,,,,,,,,,,,,
173563,99BRG4,Diesel,7.5,8.8,230.0,,,,,,,,,,
173566,99BRG7,Diesel,,,,,,,,,,,,,
173567,99BRG8,Diesel,,,,,,,,,,,,,
173571,99BRH1,LNG,,,,,,,,,,,,,
173572,99BRH2,Diesel,,,,,,,,,,,,,
173573,99BRH3,Diesel,,,,,,,,,,,,,
173574,99BRH4,Diesel,,,,,,,,,,,,,
173575,99BRH5,Diesel,,,,,,,,,,,,,
173585,99BRJ1,Diesel,,,,,,,,,,,,,
173586,99BRJ3,Diesel,,,,,,,,,,,,,
173588,99BRJ5,Diesel,,,,,,,,,,,,,
173589,99BRJ6,Diesel,,,,,,,,,,,,,
173590,99BRJ7,Elektriciteit,,,,,,,,,,,,,160.0
173591,99BRJ7,Waterstof,,,,,,,,,,,,,
173592,99BRJ9,Diesel,,,,,,,,,,,,,
173599,99BRK1,Diesel,,,,,,,,,,,,,
173600,99BRK2,Diesel,6.8,7.8,205.0,,,,,,,,,,
173601,99BRK3,Diesel,,,,,,,,,,,,,
173602,99BRK4,Diesel,,,,,,,,,,,,,
173603,99BRK5,Diesel,,,,,,,,,,,,,
173604,99BRK6,Diesel,,,,,,,,,,,,,
173605,99BRK7,Diesel,,,,,,,,,,,,,
173607,99BRK9,Diesel,,,,,,,,,,,,,
173612,99BRL1,Diesel,,,,,,,,,,,,,
173614,99BRL3,Diesel,,,,,,,,,,,,,
173616,99BRL6,Diesel,,,,,,,,,,,,,
173617,99BRL7,Diesel,,,,,,,,,,,,,
173618,99BRL8,Diesel,,,,,,,,,,,,,
173619,99BRL9,Diesel,,,,,,,,,,,,,
173626,99BRN3,Diesel,,,,,,,,,,,,,
173627,99BRN4,Diesel,,,,,,,,,,,,,
173628,99BRN5,Diesel,,,,,,,,,,,,,
173629,99BRN7,Diesel,,,,,,,,,,,,,
173630,99BRN8,LNG,,,,,,,,,,,,,
173631,99BRN9,Diesel,,,,,,,,,,,,,
173635,99BRP1,Diesel,,,,,,,,,,,,,
173637,99BRP4,Diesel,,,,,,,,,,,,,
173638,99BRP5,Diesel,,,,,,,,,,,,,
173639,99BRP6,Diesel,,,,,,,,,,,,,
173644,99BRR3,Diesel,,,,,,,,,,,,,
173645,99BRR5,Diesel,,,,,,,,,,,,,
173646,99BRR6,Diesel,,,,,,,,,,,,,
173647,99BRR7,Diesel,,,,,,,,,,,,,
173649,99BRR9,Diesel,,,,,,,,,,,,,
173654,99BRS1,Diesel,,,,,,,,,,,,,
173657,99BRS5,Diesel,,,,,,,,,,,,,
173659,99BRS7,Elektriciteit,,,,,,,,,,,,,240.0
173660,99BRS8,Diesel,,,,,,,,,,,,,
173665,99BRT2,Diesel,,,,,,,,,,,,,
173666,99BRT3,Diesel,,,,,,,,,,,,,
173667,99BRT6,Diesel,,,,,,,,,,,,,
173668,99BRT7,Diesel,,,,,,,,,,,,,
173669,99BRT8,Diesel,,,,,,,,,,,,,
173679,99BRV1,Diesel,,,,,,,,,,,,,
173680,99BRV2,Diesel,,,,,,,,,,,,,
173681,99BRV4,Elektriciteit,,,,,,,,,,,,87.0,125.0
173682,99BRV5,Elektriciteit,,,,,,,,,,,,87.0,125.0
173683,99BRV7,Diesel,,,,,,,,,,,,,
173694,99BRX2,Diesel,,,,,,,,,,,,,
173695,99BRX3,Diesel,,,,,,,,,,,,,
173696,99BRX4,Diesel,,,,,,,,,,,,,
173697,99BRX5,Diesel,,,,,,,,,,,,,
173698,99BRX6,Diesel,,,,,,,,,,,,,
173699,99BRX7,Diesel,,,,,,,,,,,,,
173700,99BRX9,Diesel,,,,,,,,,,,,,
173705,99BRZ1,Elektriciteit,,,,,,,,,,,,,250.0
173706,99BRZ2,Diesel,,,,,,,,,,,,,
173707,99BRZ3,Diesel,,,,,,,,,,,,,
173708,99BRZ4,Diesel,,,,,,,,,,,,,
173709,99BRZ5,Diesel,,,,,,,,,,,,,
173710,99BRZ6,Diesel,,,,,,,,,,,,,
173711,99BRZ9,Diesel,,,,,,,,,,,,,
173718,99BSB1,Diesel,,,,,,,,,,,,,
173719,99BSB2,Diesel,,,,,,,,,,,,,
173721,99BSB4,Diesel,,,,,,,,,,,,,
173723,99BSB6,Diesel,,,,,,,,,,,,,
173724,99BSB7,Diesel,,,,,,,,,,,,,
173725,99BSB8,Diesel,,,,,,,,,,,,,
173726,99BSB9,Diesel,,,,,,,,,,,,,
173737,99BSF2,Diesel,,,,,,,,,,,,,
173738,99BSF3,Diesel,,,,,,,,,,,,,
173739,99BSF4,Diesel,,,,,,,,,,,,,
173742,99BSF7,Diesel,,,,,,,,,,,,,
173743,99BSF9,Diesel,,,,,,,,,,,,,
173749,99BSG1,Diesel,,,,,,,,,,,,,
173750,99BSG2,Diesel,,,,,,,,,,,,,
173751,99BSG4,Diesel,,,,,,,,,,,,,
173752,99BSG5,Diesel,,,,,,,,,,,,,
173755,99BSG8,Diesel,,,,,,,,,,,,,
173756,99BSG9,Diesel,,,,,,,,,,,,,
173762,99BSH2,Diesel,,,,,,,,,,,,,
173765,99BSH5,Diesel,,,,,,,,,,,,,
173824,99BSN6,Diesel,,,,,,,,,,,,,
192199,99MLRK,Benzine,,,,,,,,,,,,,
192285,99MLZZ,Benzine,,,,,,,,,,,,,
192357,99MNHR,Benzine,,,,,,,,,,,,,
192387,99MNKP,Benzine,,,,,,,,,,,,,
192413,99MNNH,Benzine,,,,,,,,,,,,,
192414,99MNNJ,Benzine,,,,,,,,,,,,,
192416,99MNNL,Benzine,,,,,,,,,,,,,
192423,99MNNX,Benzine,,,,,,,,,,,,,
192424,99MNNZ,Benzine,,,,,,,,,,,,,
192425,99MNPB,Benzine,,,,,,,,,,,,,
192426,99MNPD,Benzine,,,,,,,,,,,,,
192428,99MNPG,Benzine,,,,,,,,,,,,,
192429,99MNPH,Benzine,,,,,,,,,,,,,
192433,99MNPN,Benzine,,,,,,,,,,,,,
192435,99MNPS,Benzine,,,,,,,,,,,,,
192438,99MNPX,Benzine,,,,,,,,,,,,,
192442,99MNRF,Benzine,,,,,,,,,,,,,
192443,99MNRG,Benzine,,,,,,,,,,,,,
192447,99MNRN,Benzine,,,,,,,,,,,,,
192449,99MNRR,Benzine,,,,,,,,,,,,,
192452,99MNRV,Benzine,,,,,,,,,,,,,
192453,99MNRX,Benzine,,,,,,,,,,,,,
192455,99MNSF,Benzine,,,,,,,,,,,,,
192458,99MNSK,Benzine,,,,,,,,,,,,,
192459,99MNSL,Benzine,,,,,,,,,,,,,
192460,99MNSN,Benzine,,,,,,,,,,,,,
192461,99MNSP,Benzine,,,,,,,,,,,,,
192464,99MNSV,Benzine,,,,,,,,,,,,,
192466,99MNSZ,Benzine,,,,,,,,,,,,,
192468,99MNTD,Benzine,,,,,,,,,,,,,
192469,99MNTF,Benzine,,,,,,,,,,,,,
192471,99MNTH,Benzine,,,,,,,,,,,,,
192472,99MNTJ,Benzine,,,,,,,,,,,,,
192476,99MNTP,Benzine,,,,,,,,,,,,,
192477,99MNTR,Benzine,,,,,,,,,,,,,
192479,99MNTV,Benzine,,,,,,,,,,,,,
192480,99MNTX,Benzine,,,,,,,,,,,,,
192481,99MNTZ,Benzine,,,,,,,,,,,,,
192482,99MNVB,Benzine,,,,,,,,,,,,,
192484,99MNVF,Benzine,,,,,,,,,,,,,
192486,99MNVH,Benzine,,,,,,,,,,,,,
192488,99MNVK,Benzine,,,,,,,,,,,,,
192489,99MNVL,Benzine,,,,,,,,,,,,,
192490,99MNVP,Benzine,,,,,,,,,,,,,
192494,99MNVV,Benzine,,,,,,,,,,,,,
192495,99MNVX,Benzine,,,,,,,,,,,,,
192496,99MNVZ,Benzine,,,,,,,,,,,,,
192499,99MNXG,Benzine,,,,,,,,,,,,,
192501,99MNXJ,Benzine,,,,,,,,,,,,,
192502,99MNXK,Benzine,,,,,,,,,,,,,
192503,99MNXL,Benzine,,,,,,,,,,,,,
192504,99MNXN,Benzine,,,,,,,,,,,,,
192505,99MNXP,Benzine,,,,,,,,,,,,,
192513,99MNZF,Benzine,,,,,,,,,,,,,
192514,99MNZG,Benzine,,,,,,,,,,,,,
192517,99MNZL,Benzine,,,,,,,,,,,,,
192518,99MNZN,Benzine,,,,,,,,,,,,,
192519,99MNZP,Benzine,,,,,,,,,,,,,
192520,99MNZR,Benzine,,,,,,,,,,,,,
192522,99MNZT,Benzine,,,,,,,,,,,,,
192523,99MNZV,Benzine,,,,,,,,,,,,,
192525,99MNZZ,Benzine,,,,,,,,,,,,,
