,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
294244,FGX77H,Elektriciteit,,,,,,,,,,,,,
294245,FGX77J,Benzine,,,,,,,,,,,,,
294246,FGX77K,Benzine,,2.5,56.0,,,,,,,,,,
294247,FGX77L,Benzine,,1.9,44.0,,,,,,,,,,
294249,FGX77P,Benzine,,,,,,,,,,,,,
294250,FGX77R,Benzine,,,,,,,,,,,,,
294253,FGX77V,Benzine,,,,,,,,,,,,,
294254,FGX77X,Benzine,,,,,,,,,,,,,
294255,FGX77Z,Benzine,,,,,,,,,,,,,
294256,FGX78B,Benzine,,1.9,44.0,,,,,,,,,,
294257,FGX78D,Elektriciteit,,,,,,,,,,,,,
294258,FGX78F,Benzine,,,,,,,,,,,,,
294259,FGX78G,Benzine,,,,,,,,,,,,,
294260,FGX78H,Elektriciteit,,,,,,,,,,,,,
294261,FGX78J,Elektriciteit,,,,,,,,,,,,,
294262,FGX78K,Benzine,,1.7,41.0,,,,,,,,,,
294263,FGX78L,Benzine,,1.9,44.0,,,,,,,,,,
294264,FGX78N,Benzine,,1.9,44.0,,,,,,,,,,
294266,FGX78S,Benzine,,,,,,,,,,,,,
294267,FGX78V,Diesel,,,,,,,,,,,,,
294268,FGX78X,Benzine,,,,,,,,,,,,,
294269,FGX78Z,Benzine,,,,,,,,,,,,,
294271,FGX79D,Elektriciteit,,,,,,,,,,,,,
294272,FGX79F,Benzine,,,,,,,,,,,,,
294274,FGX79J,Benzine,,,,,,,,,,,,,
294275,FGX79K,Benzine,,3.6,84.0,,,,,,,,,,
294276,FGX79L,Benzine,,1.9,44.0,,,,,,,,,,
294277,FGX79N,Benzine,,1.9,44.0,,,,,,,,,,
294278,FGX79R,Elektriciteit,,,,,,,,,,,,,
294280,FGX79T,Benzine,,3.0,70.0,,,,,,,,,,
294281,FGX79V,Elektriciteit,,,,,,,,,,,,,
294282,FGX79X,Benzine,,,,,,,,,,,,,
294284,FGX80B,Benzine,,1.9,44.0,,,,,,,,,,
294285,FGX80D,Elektriciteit,,,,,,,,,,,,,
294286,FGX80F,Benzine,,,,,,,,,,,,,
294287,FGX80G,Benzine,,,,,,,,,,,,,
294288,FGX80H,Elektriciteit,,,,,,,,,,,,,
294292,FGX80N,Benzine,,1.9,44.0,,,,,,,,,,
294293,FGX80R,Benzine,,,,,,,,,,,,,
294294,FGX80S,Benzine,,,,,,,,,,,,,
294295,FGX80T,Benzine,,3.0,70.0,,,,,,,,,,
294296,FGX80V,Benzine,,,,,,,,,,,,,
294297,FGX80X,Benzine,,,,,,,,,,,,,
294298,FGX80Z,Elektriciteit,,,,,,,,,,,,,
294299,FGX81B,Benzine,,1.9,44.0,,,,,,,,,,
294301,FGX81F,Benzine,,,,,,,,,,,,,
294302,FGX81G,Benzine,,,,,,,,,,,,,
294303,FGX81H,Benzine,,,,,,,,,,,,,
294305,FGX81K,Benzine,,3.5,82.0,,,,,,,,,,
294306,FGX81L,Benzine,,1.9,44.0,,,,,,,,,,
294307,FGX81P,Benzine,,,,,,,,,,,,,
294309,FGX81S,Benzine,,,,,,,,,,,,,
294310,FGX81T,Benzine,,3.0,70.0,,,,,,,,,,
294311,FGX81V,Benzine,,,,,,,,,,,,,
294312,FGX81X,Benzine,,,,,,,,,,,,,
294313,FGX81Z,Benzine,,,,,,,,,,,,,
294315,FGX82D,Benzine,,3.6,82.0,,,,,,,,,,
294316,FGX82F,Benzine,,,,,,,,,,,,,
294317,FGX82G,Benzine,,,,,,,,,,,,,
294318,FGX82H,Elektriciteit,,,,,,,,,,,,,
294319,FGX82J,Elektriciteit,,,,,,,,,,,,,
294321,FGX82L,Benzine,,1.9,44.0,,,,,,,,,,
294322,FGX82N,Benzine,,1.9,44.0,,,,,,,,,,
294323,FGX82R,Elektriciteit,,,,,,,,,,,,,
294324,FGX82S,Elektriciteit,,,,,,,,,,,,,
294326,FGX82V,Benzine,,,,,,,,,,,,,
294327,FGX82X,Benzine,,,,,,,,,,,,,
294328,FGX82Z,Elektriciteit,,,,,,,,,,,,,
294330,FGX83D,Elektriciteit,,,,,,,,,,,,,
294331,FGX83F,Benzine,,,,,,,,,,,,,
294332,FGX83G,Benzine,,,,,,,,,,,,,
294333,FGX83H,Diesel,,,,,,,,,,,,,
294334,FGX83J,Elektriciteit,,,,,,,,,,,,,
294335,FGX83K,Benzine,,1.9,44.0,,,,,,,,,,
294336,FGX83N,Benzine,,1.9,44.0,,,,,,,,,,
294337,FGX83R,Elektriciteit,,,,,,,,,,,,,
294339,FGX83V,Benzine,,,,,,,,,,,,,
294340,FGX83X,Elektriciteit,,,,,,,,,,,,,
294341,FGX83Z,Elektriciteit,,,,,,,,,,,1.5,,
294343,FGX84D,Elektriciteit,,,,,,,,,,,,,
294344,FGX84F,Benzine,,,,,,,,,,,,,
294346,FGX84J,Diesel,,,,,,,,,,,,,
294347,FGX84K,Benzine,,1.7,41.0,,,,,,,,,,
294349,FGX84P,Benzine,,,,,,,,,,,,,
294350,FGX84R,Benzine,,,,,,,,,,,,,
294352,FGX84T,Benzine,,1.7,41.0,,,,,,,,,,
294353,FGX84V,Benzine,,,,,,,,,,,,,
294354,FGX84X,Benzine,,,,,,,,,,,,,
294356,FGX85B,Benzine,,1.9,44.0,,,,,,,,,,
294357,FGX85D,Elektriciteit,,,,,,,,,,,,,
294358,FGX85F,Benzine,,,,,,,,,,,,,
294359,FGX85G,Diesel,,,,,,,,,,,,,
294361,FGX85J,Benzine,,,,,,,,,,,,,
294362,FGX85K,Benzine,,2.5,56.0,,,,,,,,,,
294363,FGX85L,Elektriciteit,,,,,,,,,,,,,
294364,FGX85N,Benzine,,1.9,44.0,,,,,,,,,,
294365,FGX85R,Benzine,,,,,,,,,,,,,
294366,FGX85S,Elektriciteit,,,,,,,,,,,,,
294367,FGX85V,Benzine,,,,,,,,,,,,,
294368,FGX85Z,Benzine,,,,,,,,,,,,,
294370,FGX86D,Elektriciteit,,,,,,,,,,,,,
294371,FGX86F,Benzine,,,,,,,,,,,,,
294372,FGX86G,Diesel,,,,,,,,,,,,,
294373,FGX86J,Benzine,,,,,,,,,,,,,
294374,FGX86K,Benzine,,3.6,82.0,,,,,,,,,,
294375,FGX86L,Benzine,,2.5,56.0,,,,,,,,,,
294377,FGX86P,Benzine,,,,,,,,,,,,,
294378,FGX86R,Elektriciteit,,,,,,,,,,,,,
294380,FGX86T,Benzine,,1.7,41.0,,,,,,,,,,
294381,FGX86V,Elektriciteit,,,,,,,,,,,,,
294382,FGX86X,Benzine,,,,,,,,,,,,,
294383,FGX86Z,Benzine,,,,,,,,,,,,,
294384,FGX87B,Benzine,,1.9,44.0,,,,,,,,,,
294386,FGX87F,Benzine,,,,,,,,,,,,,
294387,FGX87G,Benzine,,,,,,,,,,,,,
294388,FGX87H,Benzine,,,,,,,,,,,,,
294389,FGX87J,Elektriciteit,,,,,,,,,,,,,
294390,FGX87K,Benzine,,2.3,53.0,,,,,,,,,,
294392,FGX87S,Benzine,,,,,,,,,,,,,
294394,FGX87V,Elektriciteit,,,,,,,,,,,,,
294395,FGX87X,Benzine,,,,,,,,,,,,,
294396,FGX87Z,Benzine,,,,,,,,,,,,,
294398,FGX88D,Elektriciteit,,,,,,,,,,,,,
294399,FGX88F,Benzine,,,,,,,,,,,,,
294400,FGX88G,Benzine,,,,,,,,,,,,,
294402,FGX88J,Benzine,,,,,,,,,,,,,
294403,FGX88K,Benzine,,1.9,45.0,,,,,,,,,,
294406,FGX88R,Elektriciteit,,,,,,,,,,,,,
294407,FGX88S,Elektriciteit,,,,,,,,,,,,,
294408,FGX88V,Elektriciteit,,,,,,,,,,,,,
294409,FGX88X,Elektriciteit,,,,,,,,,,,,,
294411,FGX89B,Benzine,,1.9,44.0,,,,,,,,,,
294412,FGX89D,Elektriciteit,,,,,,,,,,,,,
294415,FGX89H,Elektriciteit,,,,,,,,,,,,,
294416,FGX89J,Benzine,,,,,,,,,,,,,
294418,FGX89L,Benzine,,3.5,80.0,,,,,,,,,,
294419,FGX89N,Benzine,,1.9,44.0,,,,,,,,,,
294420,FGX89P,Benzine,,,,,,,,,,,,,
294421,FGX89R,Benzine,,,,,,,,,,,,,
294422,FGX89S,Benzine,,,,,,,,,,,,,
294423,FGX89T,Benzine,,1.7,41.0,,,,,,,,,,
294424,FGX89V,Elektriciteit,,,,,,,,,,,,,
294425,FGX89X,Elektriciteit,,,,,,,,,,,,,
294426,FGX89Z,Benzine,,,,,,,,,,,,,
294428,FGX90H,Benzine,,,,,,,,,,,,,
294429,FGX90J,Benzine,,,,,,,,,,,,,
294430,FGX90K,Benzine,,1.7,41.0,,,,,,,,,,
294431,FGX90N,Benzine,,1.9,44.0,,,,,,,,,,
294432,FGX90P,Benzine,,,,,,,,,,,,,
294433,FGX90R,Benzine,,,,,,,,,,,,,
294435,FGX90T,Benzine,,1.9,44.0,,,,,,,,,,
294436,FGX90V,Elektriciteit,,,,,,,,,,,,,
294437,FGX90X,Benzine,,,,,,,,,,,,,
294439,FGX91B,Benzine,,1.9,44.0,,,,,,,,,,
294441,FGX91F,Benzine,,,,,,,,,,,,,
294442,FGX91H,Benzine,,,,,,,,,,,,,
294443,FGX91J,Elektriciteit,,,,,,,,,,,,,
294444,FGX91K,Benzine,,2.5,56.0,,,,,,,,,,
294445,FGX91L,Benzine,,3.5,80.0,,,,,,,,,,
294446,FGX91P,Benzine,,,,,,,,,,,,,
294448,FGX91S,Elektriciteit,,,,,,,,,,,,,
294449,FGX91T,Benzine,,1.9,44.0,,,,,,,,,,
294450,FGX91V,Elektriciteit,,,,,,,,,,,,,
294453,FGX92B,Benzine,,1.9,44.0,,,,,,,,,,
294454,FGX92D,Elektriciteit,,,,,,,,,,,,,
294455,FGX92H,Benzine,,,,,,,,,,,,,
294456,FGX92J,Benzine,,,,,,,,,,,,,
294457,FGX92K,Benzine,,2.3,51.0,,,,,,,,,,
294458,FGX92L,Benzine,,3.5,80.0,,,,,,,,,,
294459,FGX92N,Benzine,,1.9,44.0,,,,,,,,,,
294460,FGX92R,Benzine,,,,,,,,,,,,,
294461,FGX92S,Elektriciteit,,,,,,,,,,,,,
294462,FGX92T,Benzine,,1.7,41.0,,,,,,,,,,
294464,FGX92Z,Benzine,,,,,,,,,,,,,
294465,FGX93F,Benzine,,,,,,,,,,,,,
294466,FGX93G,Elektriciteit,,,,,,,,,,,,,
294468,FGX93J,Benzine,,,,,,,,,,,,,
294469,FGX93K,Benzine,,1.9,44.0,,,,,,,,,,
294470,FGX93L,Benzine,,2.3,51.0,,,,,,,,,,
294472,FGX93R,Elektriciteit,,,,,,,,,,,,,
294473,FGX93T,Benzine,,1.7,41.0,,,,,,,,,,
294477,FGX94B,Benzine,,1.9,44.0,,,,,,,,,,
294478,FGX94D,Elektriciteit,,,,,,,,,,,,,
294480,FGX94G,Benzine,,,,,,,,,,,,,
294481,FGX94H,Benzine,,,,,,,,,,,,,
294482,FGX94J,Benzine,,,,,,,,,,,,,
294483,FGX94K,Benzine,,2.3,51.0,,,,,,,,,,
294484,FGX94L,Benzine,,2.5,56.0,,,,,,,,,,
294485,FGX94R,Benzine,,,,,,,,,,,,,
294486,FGX94S,Elektriciteit,,,,,,,,,,,,,
294487,FGX94T,Benzine,,1.7,41.0,,,,,,,,,,
294488,FGX94X,Benzine,,,,,,,,,,,,,
294490,FGX95F,Elektriciteit,,,,,,,,,,,,,
294491,FGX95G,Benzine,,,,,,,,,,,,,
294492,FGX95H,Benzine,,,,,,,,,,,,,
294493,FGX95J,Benzine,,,,,,,,,,,,,
294494,FGX95K,Benzine,,3.6,82.0,,,,,,,,,,
294496,FGX95N,Benzine,,1.9,44.0,,,,,,,,,,
294497,FGX95R,Elektriciteit,,,,,,,,,,,,,
294498,FGX95S,Elektriciteit,,,,,,,,,,,,,
294499,FGX95T,Elektriciteit,,,,,,,,,,,,,
294500,FGX95V,Diesel,,,,,,,,,,,,,
294501,FGX95X,Benzine,,,,,,,,,,,,,
294502,FGX95Z,Benzine,,,,,,,,,,,,,
294503,FGX96B,Benzine,,1.9,44.0,,,,,,,,,,
294504,FGX96D,Elektriciteit,,,,,,,,,,,,,
294505,FGX96F,Elektriciteit,,,,,,,,,,,,,
294506,FGX96G,Elektriciteit,,,,,,,,,,,,,
294507,FGX96H,Benzine,,,,,,,,,,,,,
294508,FGX96J,Benzine,,,,,,,,,,,,,
294509,FGX96K,Benzine,,3.6,82.0,,,,,,,,,,
294512,FGX96P,Elektriciteit,,,,,,,,,,,,,
294513,FGX96R,Benzine,,,,,,,,,,,,,
294514,FGX96S,Elektriciteit,,,,,,,,,,,,,
294515,FGX96T,Benzine,,2.3,51.0,,,,,,,,,,
294517,FGX96X,Benzine,,,,,,,,,,,,,
294518,FGX97D,Elektriciteit,,,,,,,,,,,,,
294519,FGX97F,Elektriciteit,,,,,,,,,,,,,
294520,FGX97G,Benzine,,,,,,,,,,,,,
294521,FGX97H,Benzine,,,,,,,,,,,,,
294522,FGX97J,Benzine,,,,,,,,,,,,,
294523,FGX97K,Benzine,,3.6,82.0,,,,,,,,,,
294524,FGX97L,Benzine,,1.9,44.0,,,,,,,,,,
294525,FGX97N,Benzine,,1.9,44.0,,,,,,,,,,
294526,FGX97P,Elektriciteit,,,,,,,,,,,,,
294527,FGX97R,Benzine,,,,,,,,,,,,,
294528,FGX97S,Elektriciteit,,,,,,,,,,,,,
294529,FGX97T,Benzine,,1.7,41.0,,,,,,,,,,
294530,FGX97X,Benzine,,,,,,,,,,,,,
294532,FGX98F,Benzine,,,,,,,,,,,,,
294533,FGX98G,Benzine,,,,,,,,,,,,,
294534,FGX98H,Benzine,,,,,,,,,,,,,
294535,FGX98J,Elektriciteit,,,,,,,,,,,,,
294536,FGX98K,Benzine,,3.6,82.0,,,,,,,,,,
294537,FGX98L,Benzine,,1.9,44.0,,,,,,,,,,
294538,FGX98P,Elektriciteit,,,,,,,,,,,,,
294539,FGX98R,Benzine,,,,,,,,,,,,,
294540,FGX98S,Elektriciteit,,,,,,,,,,,,,
294541,FGX98T,Benzine,,2.3,51.0,,,,,,,,,,
294542,FGX98V,Benzine,,,,,,,,,,,,,
294543,FGX98X,Benzine,,,,,,,,,,,,,
294545,FGX99B,Benzine,,1.9,44.0,,,,,,,,,,
294547,FGX99F,Benzine,,,,,,,,,,,,,
294548,FGX99G,Benzine,,,,,,,,,,,,,
294550,FGX99J,Benzine,,,,,,,,,,,,,
294551,FGX99K,Benzine,,3.6,82.0,,,,,,,,,,
294553,FGX99P,Elektriciteit,,,,,,,,,,,,,
294554,FGX99R,Benzine,,,,,,,,,,,,,
294555,FGX99S,Elektriciteit,,,,,,,,,,,,,
294556,FGX99T,Benzine,,2.3,51.0,,,,,,,,,,
294557,FGX99V,Benzine,,,,,,,,,,,,,
294558,FGX99X,Elektriciteit,,,,,,,,,,,,,
294559,FGX99Z,Benzine,,,,,,,,,,,,,
294610,FGZ01B,Benzine,,,,,,,,,,,,,
294611,FGZ01D,Elektriciteit,,,,,,,,,,,,,
294614,FGZ01H,Benzine,,,,,,,,,,,,,
294615,FGZ01J,Benzine,,2.0,46.0,,,,,,,,,,
294616,FGZ01K,Elektriciteit,,,,,,,,,,,,,
294617,FGZ01L,Benzine,,,,,,,,,,,,,
294618,FGZ01N,Elektriciteit,,,,,,,,,,,,,
294619,FGZ01P,Elektriciteit,,,,,,,,,,,,,
294620,FGZ01R,Diesel,,,,,,,,,,,,,
294621,FGZ01S,Elektriciteit,,,,,,,,,,,,,
294622,FGZ01T,Benzine,,,,,,,,,,,,,
294623,FGZ01V,Elektriciteit,,,,,,,,,,,,,
294624,FGZ01X,Elektriciteit,,,,,,,,,,,,,
294627,FGZ02D,Elektriciteit,,,,,,,,,,,,,
294628,FGZ02F,Elektriciteit,,,,,,,,,,,,,
294629,FGZ02G,Benzine,,,,,,,,,,,,,
294631,FGZ02J,Benzine,,1.9,44.0,,,,,,,,,,
294632,FGZ02K,Benzine,,1.9,44.0,,,,,,,,,,
294633,FGZ02L,Benzine,,,,,,,,,,,,,
294634,FGZ02N,Benzine,,,,,,,,,,,,,
294635,FGZ02P,Elektriciteit,,,,,,,,,,,,,
294636,FGZ02S,Benzine,,,,,,,,,,,,,
294637,FGZ02T,Benzine,,,,,,,,,,,,,
294638,FGZ02V,Elektriciteit,,,,,,,,,,,,,
294639,FGZ02X,Elektriciteit,,,,,,,,,,,,,
294640,FGZ03D,Elektriciteit,,,,,,,,,,,,,
294641,FGZ03F,Elektriciteit,,,,,,,,,,,,,
294643,FGZ03H,Elektriciteit,,,,,,,,,,,,,
294644,FGZ03J,Benzine,,1.9,44.0,,,,,,,,,,
294645,FGZ03K,Benzine,,1.7,41.0,,,,,,,,,,
294646,FGZ03L,Benzine,,,,,,,,,,,,,
294647,FGZ03N,Benzine,,,,,,,,,,,,,
294648,FGZ03P,Elektriciteit,,,,,,,,,,,,,
294649,FGZ03R,Elektriciteit,,,,,,,,,,,,,
294650,FGZ03S,Benzine,,,,,,,,,,,,,
294651,FGZ03T,Benzine,,,,,,,,,,,,,
294652,FGZ03V,Elektriciteit,,,,,,,,,,,,,
294653,FGZ03Z,Benzine,,,,,,,,,,,,,
294654,FGZ04B,Benzine,,,,,,,,,,,,,
294656,FGZ04F,Elektriciteit,,,,,,,,,,,,,
294657,FGZ04H,Elektriciteit,,,,,,,,,,,,,
294658,FGZ04J,Benzine,,1.9,44.0,,,,,,,,,,
294659,FGZ04K,Benzine,,2.0,46.0,,,,,,,,,,
294660,FGZ04L,Benzine,,,,,,,,,,,,,
294661,FGZ04N,Benzine,,,,,,,,,,,,,
294662,FGZ04P,Elektriciteit,,,,,,,,,,,,,
294664,FGZ04S,Elektriciteit,,,,,,,,,,,,,
294665,FGZ04T,Benzine,,,,,,,,,,,,,
294666,FGZ04V,Elektriciteit,,,,,,,,,,,,,
294667,FGZ04X,Elektriciteit,,,,,,,,,,,,,
294668,FGZ05B,Benzine,,,,,,,,,,,,,
294669,FGZ05D,Elektriciteit,,,,,,,,,,,,,
294670,FGZ05F,Elektriciteit,,,,,,,,,,,,,
294671,FGZ05G,Benzine,,,,,,,,,,,,,
294673,FGZ05J,Benzine,,1.9,44.0,,,,,,,,,,
294674,FGZ05K,Benzine,,2.0,46.0,,,,,,,,,,
294675,FGZ05L,Benzine,,,,,,,,,,,,,
294676,FGZ05N,Elektriciteit,,,,,,,,,,,,,
294677,FGZ05P,Diesel,,,,,,,,,,,,,
294678,FGZ05R,Benzine,,,,,,,,,,,,,
294679,FGZ05S,Benzine,,,,,,,,,,,,,
294680,FGZ05T,Benzine,,,,,,,,,,,,,
294681,FGZ05V,Elektriciteit,,,,,,,,,,,,,
294682,FGZ05X,Elektriciteit,,,,,,,,,,,,,
294683,FGZ05Z,Elektriciteit,,,,,,,,,,,,,
294684,FGZ06B,Benzine,,,,,,,,,,,,,
294685,FGZ06D,Benzine,,,,,,,,,,,,,
294686,FGZ06F,Elektriciteit,,,,,,,,,,,,,
294687,FGZ06G,Benzine,,,,,,,,,,,,,
294688,FGZ06J,Benzine,,1.9,44.0,,,,,,,,,,
294689,FGZ06K,Benzine,,2.0,46.0,,,,,,,,,,
294690,FGZ06L,Benzine,,,,,,,,,,,,,
294691,FGZ06N,Benzine,,,,,,,,,,,,,
294692,FGZ06P,Elektriciteit,,,,,,,,,,,,,
294694,FGZ06S,Benzine,,,,,,,,,,,,,
294695,FGZ06T,Elektriciteit,,,,,,,,,,,,,
294696,FGZ06V,Elektriciteit,,,,,,,,,,,,,
294698,FGZ06Z,Elektriciteit,,,,,,,,,,,,,
294700,FGZ07D,Benzine,,,,,,,,,,,,,
294703,FGZ07H,Elektriciteit,,,,,,,,,,,,,
294705,FGZ07K,Benzine,,2.0,46.0,,,,,,,,,,
294706,FGZ07L,Benzine,,,,,,,,,,,,,
294707,FGZ07N,Benzine,,,,,,,,,,,,,
294708,FGZ07R,Elektriciteit,,,,,,,,,,,,,
294709,FGZ07S,Benzine,,,,,,,,,,,,,
294710,FGZ07T,Elektriciteit,,,,,,,,,,,,,
294711,FGZ07V,Elektriciteit,,,,,,,,,,,,,
294712,FGZ07X,Benzine,,,,,,,,,,,,,
294713,FGZ07Z,Benzine,,,,,,,,,,,,,
294714,FGZ08B,Elektriciteit,,,,,,,,,,,,,
294715,FGZ08D,Benzine,,,,,,,,,,,,,
294716,FGZ08F,Elektriciteit,,,,,,,,,,,,,
294717,FGZ08G,Benzine,,,,,,,,,,,,,
294719,FGZ08K,Benzine,,2.0,46.0,,,,,,,,,,
294720,FGZ08L,Benzine,,,,,,,,,,,,,
294721,FGZ08N,Benzine,,,,,,,,,,,,,
294722,FGZ08P,Elektriciteit,,,,,,,,,,,,,
294723,FGZ08R,Elektriciteit,,,,,,,,,,,,,
294724,FGZ08V,Elektriciteit,,,,,,,,,,,,,
294725,FGZ08X,Elektriciteit,,,,,,,,,,,,,
294726,FGZ08Z,Benzine,,,,,,,,,,,,,
294727,FGZ09B,Benzine,,,,,,,,,,,,,
294728,FGZ09D,Benzine,,,,,,,,,,,,,
294729,FGZ09F,Benzine,,,,,,,,,,,,,
294731,FGZ09H,Elektriciteit,,,,,,,,,,,,,
294732,FGZ09J,Benzine,,1.9,44.0,,,,,,,,,,
294734,FGZ09L,Benzine,,,,,,,,,,,,,
294735,FGZ09N,Elektriciteit,,,,,,,,,,,,,
294736,FGZ09P,Elektriciteit,,,,,,,,,,,,,
294737,FGZ09S,Benzine,,,,,,,,,,,,,
294738,FGZ09T,Elektriciteit,,,,,,,,,,,,,
294739,FGZ09V,Elektriciteit,,,,,,,,,,,,,
294740,FGZ09X,Diesel,,,,,,,,,,,,,
294742,FGZ10B,Benzine,,,,,,,,,,,,,
294743,FGZ10D,Benzine,,,,,,,,,,,,,
294746,FGZ10H,Elektriciteit,,,,,,,,,,,,,
294747,FGZ10K,Benzine,,2.0,46.0,,,,,,,,,,
294748,FGZ10L,Benzine,,,,,,,,,,,,,
294749,FGZ10N,Benzine,,,,,,,,,,,,,
294750,FGZ10P,Elektriciteit,,,,,,,,,,,,,
294751,FGZ10R,Elektriciteit,,,,,,,,,,,,,
294752,FGZ10S,Benzine,,,,,,,,,,,,,
294753,FGZ10T,Elektriciteit,,,,,,,,,,,,,
294754,FGZ10V,Elektriciteit,,,,,,,,,,,,,
294755,FGZ10X,Benzine,,,,,,,,,,,,,
294756,FGZ10Z,Elektriciteit,,,,,,,,,,,,,
294758,FGZ11D,Benzine,,,,,,,,,,,,,
294759,FGZ11F,Diesel,,,,,,,,,,,,,
294760,FGZ11G,Benzine,,,,,,,,,,,,,
294761,FGZ11H,Elektriciteit,,,,,,,,,,,,,
294762,FGZ11J,Benzine,,2.0,46.0,,,,,,,,,,
294763,FGZ11L,Benzine,,,,,,,,,,,,,
294765,FGZ11P,Diesel,,,,,,,,,,,,,
294766,FGZ11R,Elektriciteit,,,,,,,,,,,,,
294767,FGZ11S,Benzine,,,,,,,,,,,,,
294769,FGZ11V,Elektriciteit,,,,,,,,,,,,,
294770,FGZ11X,Benzine,,,,,,,,,,,,,
294771,FGZ11Z,Elektriciteit,,,,,,,,,,,,,
294772,FGZ12B,Benzine,,,,,,,,,,,,,
294773,FGZ12D,Benzine,,,,,,,,,,,,,
294774,FGZ12F,Elektriciteit,,,,,,,,,,,,,
294775,FGZ12G,Benzine,,,,,,,,,,,,,
294776,FGZ12H,Elektriciteit,,,,,,,,,,,,,
294777,FGZ12J,Benzine,,1.9,44.0,,,,,,,,,,
294778,FGZ12K,Benzine,,2.0,46.0,,,,,,,,,,
294779,FGZ12L,Benzine,,,,,,,,,,,,,
294780,FGZ12N,Elektriciteit,,,,,,,,,,,,,
294781,FGZ12P,Elektriciteit,,,,,,,,,,,,,
294782,FGZ12R,Elektriciteit,,,,,,,,,,,,,
294783,FGZ12S,Benzine,,1.7,41.0,,,,,,,,,,
294784,FGZ12T,Elektriciteit,,,,,,,,,,,,,
294785,FGZ12V,Elektriciteit,,,,,,,,,,,,,
294786,FGZ12X,Benzine,,,,,,,,,,,,,
294787,FGZ12Z,Elektriciteit,,,,,,,,,,,,,
294789,FGZ13D,Elektriciteit,,,,,,,,,,,,,
294790,FGZ13G,Benzine,,,,,,,,,,,,,
294791,FGZ13H,Benzine,,,,,,,,,,,,,
294792,FGZ13J,Benzine,,1.9,44.0,,,,,,,,,,
294793,FGZ13K,Benzine,,2.0,46.0,,,,,,,,,,
294794,FGZ13L,Diesel,,,,,,,,,,,,,
294795,FGZ13N,Benzine,,,,,,,,,,,,,
294796,FGZ13P,Elektriciteit,,,,,,,,,,,,,
294797,FGZ13R,Elektriciteit,,,,,,,,,,,,,
294798,FGZ13T,Elektriciteit,,,,,,,,,,,,,
294799,FGZ13V,Elektriciteit,,,,,,,,,,,,,
294800,FGZ13X,Benzine,,,,,,,,,,,,,
294802,FGZ14B,Elektriciteit,,,,,,,,,,,,,
294803,FGZ14D,Benzine,,,,,,,,,,,,,
294804,FGZ14F,Elektriciteit,,,,,,,,,,,,,
294806,FGZ14J,Benzine,,1.9,44.0,,,,,,,,,,
294807,FGZ14K,Benzine,,2.0,46.0,,,,,,,,,,
294808,FGZ14L,Elektriciteit,,,,,,,,,,,,,
294810,FGZ14P,Benzine,,,,,,,,,,,,,
294811,FGZ14R,Elektriciteit,,,,,,,,,,,,,
294812,FGZ14S,Benzine,,2.9,65.0,,,,,,,,,,
294813,FGZ14V,Elektriciteit,,,,,,,,,,,,,
294814,FGZ14X,Benzine,,,,,,,,,,,,,
294815,FGZ14Z,Elektriciteit,,,,,,,,,,,,,
294816,FGZ15B,Elektriciteit,,,,,,,,,,,,,
294817,FGZ15D,Elektriciteit,,,,,,,,,,,,,
294818,FGZ15F,Elektriciteit,,,,,,,,,,,,,
294819,FGZ15G,Benzine,,,,,,,,,,,,,
294820,FGZ15H,Elektriciteit,,,,,,,,,,,,,
294822,FGZ15K,Benzine,,2.0,46.0,,,,,,,,,,
294823,FGZ15L,Benzine,,,,,,,,,,,,,
294824,FGZ15N,Elektriciteit,,,,,,,,,,,,,
294825,FGZ15P,Elektriciteit,,,,,,,,,,,,,
294826,FGZ15R,Elektriciteit,,,,,,,,,,,,,
294827,FGZ15S,Benzine,,1.7,41.0,,,,,,,,,,
294828,FGZ15T,Elektriciteit,,,,,,,,,,,,,
294829,FGZ15V,Elektriciteit,,,,,,,,,,,,,
294830,FGZ15X,Benzine,,,,,,,,,,,,,
294831,FGZ15Z,Elektriciteit,,,,,,,,,,,,,
294832,FGZ16B,Elektriciteit,,,,,,,,,,,,,
294833,FGZ16D,Benzine,,,,,,,,,,,,,
294834,FGZ16F,Benzine,,,,,,,,,,,,,
294835,FGZ16G,Elektriciteit,,,,,,,,,,,,,
294836,FGZ16H,Elektriciteit,,,,,,,,,,,,,
294837,FGZ16J,Benzine,,1.9,44.0,,,,,,,,,,
294838,FGZ16K,Benzine,,2.0,46.0,,,,,,,,,,
294839,FGZ16L,Benzine,,,,,,,,,,,,,
294840,FGZ16N,Diesel,,,,,,,,,,,,,
294841,FGZ16P,Elektriciteit,,,,,,,,,,,,,
294842,FGZ16R,Elektriciteit,,,,,,,,,,,,,
294843,FGZ16S,Benzine,,2.3,51.0,,,,,,,,,,
294844,FGZ16T,Elektriciteit,,,,,,,,,,,,,
294845,FGZ16V,Elektriciteit,,,,,,,,,,,,,
